Gene Name,count,cpm
bA255A11.4,0,0.0
ZZZ3,183,13.517944628282747
ZZEF1,66,4.875324292167548
ZYXP1,0,0.0
ZYX,68,5.023061391930201
ZYG11B,736,54.367252712656295
ZYG11AP1,0,0.0
ZYG11A,0,0.0
ZXDC,19,1.4035024477452032
ZXDB,10,0.7386854988132648
ZXDA,7,0.5170798491692854
ZWINT,18,1.3296338978638766
ZWILCH,70,5.170798491692854
ZW10,0,0.0
ZUP1,84,6.204958190031424
ZSWIM9,12,0.8864225985759178
ZSWIM8-AS1,7,0.5170798491692854
ZSWIM8,58,4.284375893116936
ZSWIM7,36,2.6592677957277533
ZSWIM6,37,2.73313634560908
ZSWIM5P3,0,0.0
ZSWIM5P2,0,0.0
ZSWIM5P1,0,0.0
ZSWIM5,0,0.0
ZSWIM4,0,0.0
ZSWIM3,612,45.2075525273718
ZSWIM2,0,0.0
ZSWIM1,0,0.0
ZSCAN9,0,0.0
ZSCAN5DP,0,0.0
ZSCAN5C,0,0.0
ZSCAN5B,2,0.14773709976265295
ZSCAN5A,2437,180.01765606079263
ZSCAN4,0,0.0
ZSCAN32,42,3.102479095015712
ZSCAN31,0,0.0
ZSCAN30,0,0.0
ZSCAN29,36,2.6592677957277533
ZSCAN26,36,2.6592677957277533
ZSCAN25,86,6.352695289794077
ZSCAN23,0,0.0
ZSCAN22,1,0.07386854988132648
ZSCAN21,0,0.0
ZSCAN20,20,1.4773709976265297
ZSCAN2,0,0.0
ZSCAN18,14,1.0341596983385708
ZSCAN16-AS1,203,14.995315625909274
ZSCAN16,0,0.0
ZSCAN12P1,0,0.0
ZSCAN12,0,0.0
ZSCAN10,18,1.3296338978638766
ZSCAN1,1,0.07386854988132648
ZRSR2P1,6,0.4432112992879589
ZRSR2,39,2.8808734453717326
ZRF1PS,0,0.0
ZRANB3,1518,112.1324587198536
ZRANB2-DT,418,30.87705385039447
ZRANB2-AS1,20,1.4773709976265297
ZRANB2,72,5.318535591455507
ZRANB1,436,32.20668774825835
ZPR1P1,0,0.0
ZPR1,132,9.750648584335096
ZPLD2P,126,9.307437285047136
ZPLD1,0,0.0
ZPBP2,0,0.0
ZPBP,0,0.0
ZPAXP,3,0.22160564964397944
ZP4,0,0.0
ZP3P2,0,0.0
ZP3P1,0,0.0
ZP3,170,12.557653479825502
ZP2,0,0.0
ZP1,0,0.0
ZNRF4,1,0.07386854988132648
ZNRF3-AS1,0,0.0
ZNRF3,1339,98.90998829109616
ZNRF2P3,0,0.0
ZNRF2P2,4,0.2954741995253059
ZNRF2P1,1,0.07386854988132648
ZNRF2,199,14.69984142638397
ZNRF1,7,0.5170798491692854
ZNRD2-DT,1,0.07386854988132648
ZNRD2,20,1.4773709976265297
ZNRD1ASP,12,0.8864225985759178
ZNNT1,428,31.615739349207733
ZNHIT6,136,10.046122783860403
ZNHIT3,104,7.682329187657954
ZNHIT2,1,0.07386854988132648
ZNHIT1P1,0,0.0
ZNHIT1,106,7.830066287420607
ZNFX1,130,9.602911484572443
ZNF99,281,20.75706251665274
ZNF98,306,22.6037762636859
ZNF971P,0,0.0
ZNF970P,13,0.9602911484572443
ZNF969P,0,0.0
ZNF968P,0,0.0
ZNF965P,0,0.0
ZNF962P,11,0.8125540486945912
ZNF93,16,1.1818967981012236
ZNF92P2,0,0.0
ZNF92P1Y,0,0.0
ZNF92,116,8.568751786233872
ZNF91,302,22.308302064160596
ZNF90P3,0,0.0
ZNF90P2,0,0.0
ZNF90P1,0,0.0
ZNF90,9,0.6648169489319383
ZNF891,9,0.6648169489319383
ZNF890P,48,3.545690394303671
ZNF888,17,1.2557653479825504
ZNF887P,2,0.14773709976265295
ZNF886P,2,0.14773709976265295
ZNF885P,0,0.0
ZNF884P,0,0.0
ZNF883,18,1.3296338978638766
ZNF880,0,0.0
ZNF879,36,2.6592677957277533
ZNF878,0,0.0
ZNF877P,0,0.0
ZNF876P,109,8.051671937064587
ZNF875,58,4.284375893116936
ZNF865,44,3.250216194778365
ZNF863P,32,2.3637935962024472
ZNF862,1,0.07386854988132648
ZNF861P,0,0.0
ZNF860,0,0.0
ZNF859P,0,0.0
ZNF853,5,0.3693427494066324
ZNF852,2,0.14773709976265295
ZNF850,197,14.552104326621317
ZNF85,30,2.216056496439794
ZNF849P,0,0.0
ZNF848P,2,0.14773709976265295
ZNF847P,0,0.0
ZNF846,208,15.364658375315909
ZNF845,72,5.318535591455507
ZNF844,6795,501.93679644361345
ZNF843,2,0.14773709976265295
ZNF841,4,0.2954741995253059
ZNF840P,0,0.0
ZNF84-DT,0,0.0
ZNF84,0,0.0
ZNF839P1,0,0.0
ZNF839,0,0.0
ZNF837,13,0.9602911484572443
ZNF836,0,0.0
ZNF835,0,0.0
ZNF833P,125,9.233568735165811
ZNF831,32,2.3637935962024472
ZNF830,30,2.216056496439794
ZNF83,608,44.9120783278465
ZNF829,47,3.4718218444223448
ZNF827,42,3.102479095015712
ZNF826P,57,4.2105073432356095
ZNF823,19,1.4035024477452032
ZNF821,2,0.14773709976265295
ZNF818P,41,3.0286105451343857
ZNF816-ZNF321P,23,1.6989766472705092
ZNF816,14,1.0341596983385708
ZNF815P,169,12.483784929944175
ZNF814,61,4.505981542760915
ZNF813,230,16.989766472705092
ZNF812P,0,0.0
ZNF81,163,12.040573630656217
ZNF808,36,2.6592677957277533
ZNF807P,19,1.4035024477452032
ZNF805,88,6.50043238955673
ZNF804B,2192,161.91986133986765
ZNF804A,7567,558.9633169519975
ZNF800,201,14.847578526146622
ZNF80,13,0.9602911484572443
ZNF8-ERVK3-1,0,0.0
ZNF8,0,0.0
ZNF799,0,0.0
ZNF793-AS1,230,16.989766472705092
ZNF793,2,0.14773709976265295
ZNF792,16,1.1818967981012236
ZNF791,265,19.575165718551517
ZNF790-AS1,81,5.983352540387445
ZNF790,0,0.0
ZNF79,29,2.142187946558468
ZNF789,16,1.1818967981012236
ZNF788P,31,2.289925046321121
ZNF787,0,0.0
ZNF786,161,11.892836530893565
ZNF785,8,0.5909483990506118
ZNF784,39,2.8808734453717326
ZNF783,57,4.2105073432356095
ZNF782,40,2.9547419952530594
ZNF781,43,3.1763476448970387
ZNF780B,0,0.0
ZNF780A,0,0.0
ZNF778,90,6.648169489319383
ZNF777,11,0.8125540486945912
ZNF776,84,6.204958190031424
ZNF775,0,0.0
ZNF774,0,0.0
ZNF773,13,0.9602911484572443
ZNF772,43,3.1763476448970387
ZNF771,1,0.07386854988132648
ZNF770,267,19.722902818314168
ZNF77,27,1.9944508467958149
ZNF768,14,1.0341596983385708
ZNF767P,122,9.01196308552183
ZNF766,64,4.7275871924048944
ZNF765-ZNF761,95,7.017512238726016
ZNF765,54,3.9889016935916297
ZNF764,0,0.0
ZNF763,53,3.9150331437103034
ZNF761,38,2.8070048954904063
ZNF76,0,0.0
ZNF75D,0,0.0
ZNF75CP,0,0.0
ZNF75BP,1,0.07386854988132648
ZNF75A,0,0.0
ZNF750,1,0.07386854988132648
ZNF749,0,0.0
ZNF747,14,1.0341596983385708
ZNF746,107,7.903934837301933
ZNF740,144,10.637071182911013
ZNF74,7,0.5170798491692854
ZNF73P,0,0.0
ZNF738,0,0.0
ZNF737,43,3.1763476448970387
ZNF736P9Y,5,0.3693427494066324
ZNF736P8Y,1,0.07386854988132648
ZNF736P7Y,0,0.0
ZNF736P6Y,1,0.07386854988132648
