Gene Name,count,cpm
bA255A11.4,0,0.0
ZZZ3,110,9.735129258178725
ZZEF1,100,8.850117507435206
ZYXP1,0,0.0
ZYX,42,3.7170493531227864
ZYG11B,182,16.107213863532074
ZYG11AP1,0,0.0
ZYG11A,0,0.0
ZXDC,68,6.018079905055939
ZXDB,0,0.0
ZXDA,50,4.425058753717603
ZWINT,23,2.0355270267100973
ZWILCH,82,7.257096356096868
ZW10,65,5.752576379832883
ZUP1,98,8.673115157286501
ZSWIM9,9,0.7965105756691685
ZSWIM8-AS1,67,5.929578729981587
ZSWIM8,0,0.0
ZSWIM7,11,0.9735129258178726
ZSWIM6,104,9.204122207732613
ZSWIM5P3,0,0.0
ZSWIM5P2,0,0.0
ZSWIM5P1,0,0.0
ZSWIM5,0,0.0
ZSWIM4,0,0.0
ZSWIM3,5,0.4425058753717602
ZSWIM2,0,0.0
ZSWIM1,54,4.77906345401501
ZSCAN9,0,0.0
ZSCAN5DP,0,0.0
ZSCAN5C,0,0.0
ZSCAN5B,1,0.08850117507435205
ZSCAN5A,252,22.302296118736717
ZSCAN4,34,3.0090399525279694
ZSCAN32,0,0.0
ZSCAN31,0,0.0
ZSCAN30,48,4.248056403568898
ZSCAN29,165,14.602693887268089
ZSCAN26,66,5.841077554907235
ZSCAN25,0,0.0
ZSCAN23,0,0.0
ZSCAN22,30,2.6550352522305616
ZSCAN21,92,8.14210810684039
ZSCAN20,12,1.0620141008922246
ZSCAN2,0,0.0
ZSCAN18,0,0.0
ZSCAN16-AS1,138,12.213162160260582
ZSCAN16,0,0.0
ZSCAN12P1,3,0.26550352522305615
ZSCAN12,21,1.8585246765613932
ZSCAN10,3,0.26550352522305615
ZSCAN1,0,0.0
ZRSR2P1,0,0.0
ZRSR2,85,7.522599881319924
ZRF1PS,0,0.0
ZRANB3,165,14.602693887268089
ZRANB2-DT,50,4.425058753717603
ZRANB2-AS1,235,20.79777614247273
ZRANB2,233,20.620773792324027
ZRANB1,494,43.71958048672991
ZPR1P1,0,0.0
ZPR1,50,4.425058753717603
ZPLD2P,1,0.08850117507435205
ZPLD1,0,0.0
ZPBP2,0,0.0
ZPBP,3,0.26550352522305615
ZPAXP,16,1.4160188011896329
ZP4,0,0.0
ZP3P2,0,0.0
ZP3P1,0,0.0
ZP3,65,5.752576379832883
ZP2,1,0.08850117507435205
ZP1,0,0.0
ZNRF4,1,0.08850117507435205
ZNRF3-AS1,0,0.0
ZNRF3,209,18.49674559053958
ZNRF2P3,0,0.0
ZNRF2P2,2,0.1770023501487041
ZNRF2P1,1,0.08850117507435205
ZNRF2,166,14.691195062342441
ZNRF1,14,1.2390164510409285
ZNRD2-DT,1,0.08850117507435205
ZNRD2,30,2.6550352522305616
ZNRD1ASP,6,0.5310070504461123
ZNNT1,90,7.965105756691684
ZNHIT6,155,13.717682136524568
ZNHIT3,42,3.7170493531227864
ZNHIT2,24,2.124028201784449
ZNHIT1P1,0,0.0
ZNHIT1,132,11.68215510981447
ZNFX1,401,35.48897120481517
ZNF99,48,4.248056403568898
ZNF98,48,4.248056403568898
ZNF971P,0,0.0
ZNF970P,0,0.0
ZNF969P,0,0.0
