Gene Name,count,cpm
bA255A11.4,0,0.0
ZZZ3,44,7.70641906175749
ZZEF1,93,16.288567562351062
ZYXP1,0,0.0
ZYX,64,11.209336817101805
ZYG11B,192,33.628010451305414
ZYG11AP1,0,0.0
ZYG11A,4,0.7005835510688628
ZXDC,6,1.0508753266032942
ZXDB,11,1.9266047654393725
ZXDA,10,1.751458877672157
ZWINT,0,0.0
ZWILCH,11,1.9266047654393725
ZW10,0,0.0
ZUP1,21,3.6780636431115297
ZSWIM9,0,0.0
ZSWIM8-AS1,10,1.751458877672157
ZSWIM8,8,1.4011671021377257
ZSWIM7,4,0.7005835510688628
ZSWIM6,38,6.655543735154197
ZSWIM5P3,0,0.0
ZSWIM5P2,0,0.0
ZSWIM5P1,0,0.0
ZSWIM5,0,0.0
ZSWIM4,0,0.0
ZSWIM3,356,62.35193604512879
ZSWIM2,0,0.0
ZSWIM1,0,0.0
ZSCAN9,0,0.0
ZSCAN5DP,0,0.0
ZSCAN5C,0,0.0
ZSCAN5B,0,0.0
ZSCAN5A,1356,237.4978238123445
ZSCAN4,0,0.0
ZSCAN32,4,0.7005835510688628
ZSCAN31,0,0.0
ZSCAN30,8,1.4011671021377257
ZSCAN29,40,7.005835510688628
ZSCAN26,0,0.0
ZSCAN25,16,2.8023342042754513
ZSCAN23,0,0.0
ZSCAN22,3,0.5254376633016471
ZSCAN21,0,0.0
ZSCAN20,12,2.1017506532065884
ZSCAN2,0,0.0
ZSCAN18,0,0.0
ZSCAN16-AS1,65,11.38448270486902
ZSCAN16,0,0.0
ZSCAN12P1,0,0.0
ZSCAN12,16,2.8023342042754513
ZSCAN10,33,5.779814296318118
ZSCAN1,0,0.0
ZRSR2P1,0,0.0
ZRSR2,0,0.0
ZRF1PS,0,0.0
ZRANB3,842,147.47283749999562
ZRANB2-DT,352,61.65135249405992
ZRANB2-AS1,43,7.531273173990275
ZRANB2,90,15.763129899049414
ZRANB1,182,31.876551573633254
ZPR1P1,0,0.0
ZPR1,30,5.254376633016471
ZPLD2P,78,13.661379245842824
ZPLD1,0,0.0
ZPBP2,0,0.0
ZPBP,0,0.0
ZPAXP,0,0.0
ZP4,0,0.0
ZP3P2,0,0.0
ZP3P1,0,0.0
ZP3,83,14.537108684678904
ZP2,0,0.0
ZP1,0,0.0
ZNRF4,0,0.0
ZNRF3-AS1,0,0.0
ZNRF3,541,94.75392528206369
ZNRF2P3,0,0.0
ZNRF2P2,2,0.3502917755344314
ZNRF2P1,1,0.1751458877672157
ZNRF2,10,1.751458877672157
ZNRF1,6,1.0508753266032942
ZNRD2-DT,0,0.0
ZNRD2,6,1.0508753266032942
ZNRD1ASP,9,1.5763129899049413
ZNNT1,302,52.894058105699145
ZNHIT6,66,11.559628592636235
ZNHIT3,60,10.508753266032942
ZNHIT2,9,1.5763129899049413
ZNHIT1P1,0,0.0
ZNHIT1,11,1.9266047654393725
ZNFX1,255,44.66220138064
ZNF99,97,16.989151113419922
ZNF98,161,28.19848793052173
ZNF971P,0,0.0
ZNF970P,11,1.9266047654393725
ZNF969P,0,0.0
ZNF968P,0,0.0
ZNF965P,0,0.0
ZNF962P,0,0.0
ZNF93,17,2.9774800920426667
ZNF92P2,0,0.0
ZNF92P1Y,0,0.0
ZNF92,12,2.1017506532065884
ZNF91,150,26.271883165082357
ZNF90P3,0,0.0
ZNF90P2,0,0.0
ZNF90P1,2,0.3502917755344314
ZNF90,0,0.0
ZNF891,46,8.056710837291922
ZNF890P,4,0.7005835510688628
ZNF888,32,5.604668408550903
ZNF887P,5,0.8757294388360785
ZNF886P,2,0.3502917755344314
ZNF885P,0,0.0
ZNF884P,0,0.0
ZNF883,3,0.5254376633016471
ZNF880,8,1.4011671021377257
ZNF879,6,1.0508753266032942
ZNF878,0,0.0
ZNF877P,0,0.0
ZNF876P,61,10.683899153800159
ZNF875,0,0.0
ZNF865,21,3.6780636431115297
ZNF863P,27,4.728938969714823
ZNF862,28,4.904084857482039
ZNF861P,0,0.0
ZNF860,0,0.0
ZNF859P,0,0.0
ZNF853,20,3.502917755344314
ZNF852,0,0.0
ZNF850,40,7.005835510688628
ZNF85,0,0.0
ZNF849P,0,0.0
ZNF848P,0,0.0
ZNF847P,0,0.0
ZNF846,83,14.537108684678904
ZNF845,16,2.8023342042754513
ZNF844,5037,882.2098366834655
ZNF843,11,1.9266047654393725
ZNF841,28,4.904084857482039
ZNF840P,0,0.0
ZNF84-DT,0,0.0
ZNF84,15,2.6271883165082355
ZNF839P1,0,0.0
ZNF839,0,0.0
ZNF837,25,4.378647194180393
ZNF836,57,9.983315602731295
ZNF835,0,0.0
ZNF833P,107,18.74060999109208
ZNF831,4,0.7005835510688628
ZNF830,15,2.6271883165082355
ZNF83,0,0.0
ZNF829,27,4.728938969714823
ZNF827,0,0.0
ZNF826P,32,5.604668408550903
ZNF823,0,0.0
ZNF821,0,0.0
ZNF818P,48,8.407002612826354
ZNF816-ZNF321P,50,8.757294388360785
ZNF816,8,1.4011671021377257
ZNF815P,88,15.41283812351498
ZNF814,21,3.6780636431115297
ZNF813,150,26.271883165082357
ZNF812P,0,0.0
ZNF81,59,10.333607378265727
ZNF808,3,0.5254376633016471
ZNF807P,18,3.1526259798098826
ZNF805,26,4.5537930819476085
ZNF804B,882,154.47867301068425
ZNF804A,1710,299.49946808193886
ZNF800,168,29.424509144892237
ZNF80,8,1.4011671021377257
ZNF8-ERVK3-1,62,10.859045041567374
ZNF8,0,0.0
ZNF799,0,0.0
ZNF793-AS1,63,11.03419092933459
ZNF793,4,0.7005835510688628
ZNF792,22,3.853209530878745
ZNF791,145,25.396153726246276
ZNF790-AS1,100,17.51458877672157
ZNF790,0,0.0
ZNF79,17,2.9774800920426667
ZNF789,0,0.0
ZNF788P,6,1.0508753266032942
ZNF787,0,0.0
ZNF786,72,12.61050391923953
ZNF785,3,0.5254376633016471
ZNF784,1,0.1751458877672157
ZNF783,0,0.0
ZNF782,31,5.429522520783687
ZNF781,19,3.3277718675770984
ZNF780B,0,0.0
ZNF780A,0,0.0
ZNF778,11,1.9266047654393725
ZNF777,16,2.8023342042754513
ZNF776,90,15.763129899049414
ZNF775,0,0.0
ZNF774,0,0.0
ZNF773,0,0.0
ZNF772,8,1.4011671021377257
ZNF771,0,0.0
ZNF770,138,24.170132511875767
ZNF77,0,0.0
ZNF768,0,0.0
ZNF767P,123,21.542944195367532
ZNF766,48,8.407002612826354
ZNF765-ZNF761,171,29.949946808193886
ZNF765,62,10.859045041567374
ZNF764,16,2.8023342042754513
ZNF763,57,9.983315602731295
ZNF761,11,1.9266047654393725
ZNF76,22,3.853209530878745
ZNF75D,0,0.0
ZNF75CP,0,0.0
ZNF75BP,21,3.6780636431115297
ZNF75A,33,5.779814296318118
ZNF750,0,0.0
