Gene Name,count,cpm
bA255A11.4,0,0.0
ZZZ3,115,6.478336358716413
ZZEF1,167,9.40767106004905
ZYXP1,0,0.0
ZYX,248,13.970673190971047
ZYG11B,191,10.759671691433345
ZYG11AP1,0,0.0
ZYG11A,0,0.0
ZXDC,46,2.591334543486565
ZXDB,40,2.2533343856404913
ZXDA,26,1.4646673506663195
ZWINT,0,0.0
ZWILCH,24,1.3520006313842947
ZW10,31,1.7463341488713808
ZUP1,38,2.1406676663584667
ZSWIM9,16,0.9013337542561966
ZSWIM8-AS1,14,0.788667034974172
ZSWIM8,73,4.112335253793897
ZSWIM7,46,2.591334543486565
ZSWIM6,94,5.295335806255155
ZSWIM5P3,0,0.0
ZSWIM5P2,0,0.0
ZSWIM5P1,0,0.0
ZSWIM5,0,0.0
ZSWIM4,0,0.0
ZSWIM3,29,1.6336674295893563
ZSWIM2,0,0.0
ZSWIM1,36,2.028000947076442
ZSCAN9,0,0.0
ZSCAN5DP,0,0.0
ZSCAN5C,0,0.0
ZSCAN5B,0,0.0
ZSCAN5A,118,6.647336437639449
ZSCAN4,0,0.0
ZSCAN32,33,1.8590008681534054
ZSCAN31,0,0.0
ZSCAN30,46,2.591334543486565
ZSCAN29,76,4.2813353327169335
ZSCAN26,51,2.8730013416916265
ZSCAN25,23,1.2956672717432824
ZSCAN23,0,0.0
ZSCAN22,19,1.0703338331792334
ZSCAN21,0,0.0
ZSCAN20,0,0.0
ZSCAN2,0,0.0
ZSCAN18,58,3.2673348591787126
ZSCAN16-AS1,122,6.872669876203498
ZSCAN16,0,0.0
ZSCAN12P1,0,0.0
ZSCAN12,33,1.8590008681534054
ZSCAN10,1,0.056333359641012284
ZSCAN1,0,0.0
ZRSR2P1,0,0.0
ZRSR2,77,4.337668692357946
ZRF1PS,0,0.0
ZRANB3,98,5.520669244819204
ZRANB2-DT,45,2.535001183845553
ZRANB2-AS1,181,10.196338095023224
ZRANB2,167,9.40767106004905
ZRANB1,555,31.265014600761816
ZPR1P1,0,0.0
ZPR1,66,3.7180017363068107
ZPLD2P,2,0.11266671928202457
ZPLD1,0,0.0
ZPBP2,0,0.0
ZPBP,0,0.0
ZPAXP,0,0.0
ZP4,0,0.0
ZP3P2,0,0.0
ZP3P1,0,0.0
ZP3,54,3.0420014206146635
ZP2,1,0.056333359641012284
ZP1,0,0.0
ZNRF4,0,0.0
