Gene Name,count,cpm
bA255A11.4,0,0.0
ZZZ3,46,9.396987162489841
ZZEF1,23,4.698493581244921
ZYXP1,0,0.0
ZYX,80,16.342586369547554
ZYG11B,57,11.64409278830263
ZYG11AP1,0,0.0
ZYG11A,0,0.0
ZXDC,15,3.064234944290166
ZXDB,0,0.0
ZXDA,6,1.2256939777160665
ZWINT,3,0.6128469888580332
ZWILCH,0,0.0
ZW10,30,6.128469888580332
ZUP1,40,8.171293184773777
ZSWIM9,0,0.0
ZSWIM8-AS1,1,0.2042823296193444
ZSWIM8,0,0.0
ZSWIM7,0,0.0
ZSWIM6,63,12.869786766018697
ZSWIM5P3,0,0.0
ZSWIM5P2,0,0.0
ZSWIM5P1,0,0.0
ZSWIM5,0,0.0
ZSWIM4,0,0.0
ZSWIM3,165,33.706584387191825
ZSWIM2,0,0.0
ZSWIM1,6,1.2256939777160665
ZSCAN9,0,0.0
ZSCAN5DP,0,0.0
ZSCAN5C,0,0.0
ZSCAN5B,0,0.0
ZSCAN5A,816,166.69438096938504
ZSCAN4,0,0.0
ZSCAN32,0,0.0
ZSCAN31,0,0.0
ZSCAN30,3,0.6128469888580332
ZSCAN29,0,0.0
ZSCAN26,0,0.0
ZSCAN25,0,0.0
ZSCAN23,0,0.0
ZSCAN22,0,0.0
ZSCAN21,0,0.0
ZSCAN20,14,2.8599526146708216
ZSCAN2,0,0.0
ZSCAN18,0,0.0
ZSCAN16-AS1,151,30.846631772521008
ZSCAN16,0,0.0
ZSCAN12P1,0,0.0
ZSCAN12,0,0.0
ZSCAN10,10,2.0428232961934443
ZSCAN1,0,0.0
ZRSR2P1,11,2.247105625812788
ZRSR2,0,0.0
ZRF1PS,0,0.0
ZRANB3,49,10.009834151347876
ZRANB2-DT,304,62.10182820428069
ZRANB2-AS1,3,0.6128469888580332
ZRANB2,286,58.4247462711325
ZRANB1,343,70.06883905943512
ZPR1P1,0,0.0
ZPR1,5,1.0214116480967221
ZPLD2P,49,10.009834151347876
ZPLD1,0,0.0
ZPBP2,0,0.0
ZPBP,0,0.0
ZPAXP,2,0.4085646592386888
ZP4,0,0.0
ZP3P2,0,0.0
ZP3P1,0,0.0
ZP3,39,7.967010855154432
ZP2,0,0.0
ZP1,0,0.0
ZNRF4,0,0.0
ZNRF3-AS1,0,0.0
ZNRF3,225,45.963524164352485
ZNRF2P3,0,0.0
ZNRF2P2,0,0.0
ZNRF2P1,1,0.2042823296193444
ZNRF2,49,10.009834151347876
ZNRF1,0,0.0
ZNRD2-DT,0,0.0
ZNRD2,5,1.0214116480967221
ZNRD1ASP,8,1.6342586369547552
ZNNT1,135,27.57811449861149
ZNHIT6,39,7.967010855154432
ZNHIT3,9,1.8385409665740995
ZNHIT2,0,0.0
ZNHIT1P1,0,0.0
ZNHIT1,113,23.083903246985916
ZNFX1,92,18.793974324979683
ZNF99,30,6.128469888580332
ZNF98,113,23.083903246985916
ZNF971P,0,0.0
ZNF970P,11,2.247105625812788
ZNF969P,2,0.4085646592386888
ZNF968P,0,0.0
ZNF965P,0,0.0
ZNF962P,3,0.6128469888580332
ZNF93,0,0.0
ZNF92P2,0,0.0
ZNF92P1Y,0,0.0
ZNF92,12,2.451387955432133
ZNF91,215,43.92070086815904
ZNF90P3,0,0.0
ZNF90P2,0,0.0
ZNF90P1,0,0.0
ZNF90,0,0.0
ZNF891,50,10.21411648096722
ZNF890P,6,1.2256939777160665
ZNF888,32,6.537034547819021
ZNF887P,2,0.4085646592386888
ZNF886P,0,0.0
ZNF885P,0,0.0
ZNF884P,0,0.0
ZNF883,3,0.6128469888580332
ZNF880,25,5.10705824048361
ZNF879,19,3.8813642627675433
ZNF878,0,0.0
ZNF877P,0,0.0
ZNF876P,26,5.311340570102955
ZNF875,0,0.0
ZNF865,12,2.451387955432133
ZNF863P,21,4.289928922006232
ZNF862,24,4.902775910864266
ZNF861P,0,0.0
ZNF860,0,0.0
ZNF859P,0,0.0
ZNF853,0,0.0
ZNF852,0,0.0
ZNF850,85,17.36399801764427
ZNF85,0,0.0
ZNF849P,0,0.0
ZNF848P,1,0.2042823296193444
ZNF847P,1,0.2042823296193444
ZNF846,18,3.677081933148199
ZNF845,159,32.48089040947576
ZNF844,2738,559.3250184977649
ZNF843,0,0.0
ZNF841,35,7.149881536677054
ZNF840P,0,0.0
ZNF84-DT,0,0.0
ZNF84,0,0.0
ZNF839P1,0,0.0
ZNF839,20,4.0856465923868885
ZNF837,3,0.6128469888580332
ZNF836,0,0.0
ZNF835,0,0.0
ZNF833P,85,17.36399801764427
ZNF831,112,22.879620917366573
ZNF830,13,2.6556702850514773
ZNF83,144,29.416655465185592
ZNF829,0,0.0
ZNF827,23,4.698493581244921
ZNF826P,29,5.924187558960988
ZNF823,0,0.0
ZNF821,0,0.0
ZNF818P,29,5.924187558960988
ZNF816-ZNF321P,0,0.0
ZNF816,28,5.719905229341643
ZNF815P,56,11.439810458683286
ZNF814,0,0.0
ZNF813,64,13.074069095638041
ZNF812P,2,0.4085646592386888
ZNF81,15,3.064234944290166
ZNF808,0,0.0
ZNF807P,6,1.2256939777160665
ZNF805,37,7.558446195915743
ZNF804B,500,102.1411648096722
ZNF804A,817,166.89866329900437
ZNF800,81,16.546868699166897
ZNF80,3,0.6128469888580332
ZNF8-ERVK3-1,80,16.342586369547554
ZNF8,38,7.762728525535087
ZNF799,0,0.0
ZNF793-AS1,17,3.4727996035288546
ZNF793,0,0.0
ZNF792,2,0.4085646592386888
ZNF791,150,30.64234944290166
ZNF790-AS1,59,12.05265744754132
ZNF790,0,0.0
ZNF79,0,0.0
ZNF789,0,0.0
ZNF788P,9,1.8385409665740995
ZNF787,11,2.247105625812788
ZNF786,29,5.924187558960988
ZNF785,0,0.0
ZNF784,0,0.0
ZNF783,0,0.0
ZNF782,0,0.0
ZNF781,7,1.4299763073354108
ZNF780B,0,0.0
ZNF780A,0,0.0
ZNF778,23,4.698493581244921
