"","rf:fr_r","rf:fr_p","rf:star_r","rf:star_p","fr:star_r","fr:star_p"
"7count",0.977144626044228,0,0.896690739610048,0,0.919245287350481,0
"8count",0.98384048489562,0,0.958575121183157,0,0.984003168633813,0
"5count",0.981694425218373,0,0.97276235114506,0,0.9909305902195,0
"6count",0.969036193380652,0,0.951087832704456,0,0.986431488053902,0
"3count",0.980178468514457,0,0.97411136080894,0,0.989780380326352,0
"4count",0.974858598917683,0,0.936447011206815,0,0.954475300988953,0
