Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	tpm_RFfr	Gene Name_star	tpm_star
other	CABIN1	SGI75460103	3025	CABIN1	0.040201	CABIN1	0.0
other	CAPN15	SGI75460103	3172	CAPN15	0.0	CAPN15	0.006677
other	FAM131B	SGI75460103	7936	FAM131B	0.032697	FAM131B	0.0
other	GABBR1	SGI75460103	9079	GABBR1	0.0	GABBR1	0.0
other	HMBS	SGI75460103	10860	HMBS	3.207294	HMBS	5.033478
other	IGH	SGI75460103	11788	IGH	0.005411	IGH	0.000429
other	IGHV4-30-2	SGI75460103	11925	IGHV4-30-2	0.0	IGHV4-30-2	0.0
other	IGK	SGI75460103	11985	IGK	0.001524	IGK	0.027971
other	IGKDEL	SGI75460103	11987	IGKDEL	0.0	IGKDEL	0.0
other	IGL	SGI75460103	12087	IGL	0.008615	IGL	0.038353
other	LOC124900482	SGI75460103	18398	LOC124900482	0.006794	LOC124900482	0.0
other	LOC124900483	SGI75460103	18399	LOC124900483	0.0	LOC124900483	0.0
other	LOC124900484	SGI75460103	18400	LOC124900484	0.006794	LOC124900484	0.0
other	OR2G6	SGI75460103	26058	OR2G6	1.9e-05	OR2G6	0.01449
other	OR51L1	SGI75460103	26292	OR51L1	0.003078	OR51L1	0.001691
other	PCDHA@	SGI75460103	27157	PCDHA@	0.000569	PCDHA@	0.0
other	PCDHACT	SGI75460103	27160	PCDHACT	9.1e-05	PCDHACT	0.0
other	PCDHB@	SGI75460103	27181	PCDHB@	0.002391	PCDHB@	3.1e-05
other	PCDHG@	SGI75460103	27182	PCDHG@	0.000673	PCDHG@	0.001014
other	PTPMT1	SGI75460103	29288	PTPMT1	0.142096	PTPMT1	0.225877
other	RMRP	SGI75460103	30310	RMRP	1099.6875	RMRP	1695.818237
other	RNY5	SGI75460103	33927	RNY5	3712.457275	RNY5	1640.170288
other	RPPH1	SGI75460103	35343	RPPH1	948.161438	RPPH1	0.0
other	RUVBL1	SGI75460103	36229	RUVBL1	0.352977	RUVBL1	0.564842
other	SEPTIN9	SGI75460103	36807	SEPTIN9	1.012219	SEPTIN9	3.063198
other	SNORD115@	SGI75460103	38315	SNORD115@	9.1e-05	SNORD115@	0.000226
other	SNORD116@	SGI75460103	38346	SNORD116@	6.3e-05	SNORD116@	0.004813
other	TRA	SGI75460103	41236	TRA	0.00379	TRA	0.053949
other	TRAJ15	SGI75460103	41299	TRAJ15	0.0	TRAJ15	0.0
other	TRB	SGI75460103	41446	TRB	0.010046	TRB	0.078588
other	TRBD2	SGI75460103	41450	TRBD2	0.0	TRBD2	0.0
other	TRBV6-3	SGI75460103	41515	TRBV6-3	0.0	TRBV6-3	0.0
other	TRD	SGI75460103	41566	TRD	0.000658	TRD	0.001825
other	TRG	SGI75460103	41657	TRG	0.018799	TRG	0.103792
other	TRGC1	SGI75460103	41692	TRGC1	0.006782	TRGC1	0.003779
other	UGT1A	SGI75460103	42961	UGT1A	0.0	UGT1A	0.027455
