Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	tpm_RFfr	Gene Name_star	tpm_star
rRNA	RNA18SN1	SGI75460103	31294	RNA18SN1	711.875732	RNA18SN1	0.0
rRNA	RNA18SN2	SGI75460103	31295	RNA18SN2	422.704498	RNA18SN2	0.0
rRNA	RNA18SN3	SGI75460103	31296	RNA18SN3	602.050232	RNA18SN3	0.0
rRNA	RNA28SN1	SGI75460103	31300	RNA28SN1	487.977905	RNA28SN1	0.0
rRNA	RNA28SN2	SGI75460103	31301	RNA28SN2	432.176636	RNA28SN2	0.025875
rRNA	RNA28SN3	SGI75460103	31302	RNA28SN3	490.578247	RNA28SN3	0.0
rRNA	RNA45SN1	SGI75460103	31304	RNA45SN1	0.081377	RNA45SN1	0.0
rRNA	RNA45SN2	SGI75460103	31305	RNA45SN2	0.06206	RNA45SN2	0.0
rRNA	RNA45SN3	SGI75460103	31306	RNA45SN3	0.113459	RNA45SN3	0.0
rRNA	RNA5-8SN1	SGI75460103	31307	RNA5-8SN1	14762.064453	RNA5-8SN1	0.0
rRNA	RNA5-8SN2	SGI75460103	31308	RNA5-8SN2	9075.695312	RNA5-8SN2	0.0
rRNA	RNA5-8SN3	SGI75460103	31309	RNA5-8SN3	21943.121094	RNA5-8SN3	0.0
rRNA	RNA5S1	SGI75460103	31318	RNA5S1	1871.970581	RNA5S1	0.0
rRNA	RNA5S10	SGI75460103	31319	RNA5S10	1881.635864	RNA5S10	0.0
rRNA	RNA5S11	SGI75460103	31320	RNA5S11	1866.262329	RNA5S11	0.0
rRNA	RNA5S12	SGI75460103	31321	RNA5S12	1889.380981	RNA5S12	0.0
rRNA	RNA5S13	SGI75460103	31322	RNA5S13	1844.238892	RNA5S13	0.0
rRNA	RNA5S14	SGI75460103	31323	RNA5S14	1835.376465	RNA5S14	0.0
rRNA	RNA5S15	SGI75460103	31324	RNA5S15	1825.503052	RNA5S15	0.0
rRNA	RNA5S16	SGI75460103	31325	RNA5S16	1808.87915	RNA5S16	0.0
rRNA	RNA5S17	SGI75460103	31326	RNA5S17	31.242966	RNA5S17	0.0
rRNA	RNA5S2	SGI75460103	31327	RNA5S2	1876.916016	RNA5S2	0.0
rRNA	RNA5S3	SGI75460103	31328	RNA5S3	1887.193726	RNA5S3	0.0
rRNA	RNA5S4	SGI75460103	31329	RNA5S4	1938.68042	RNA5S4	0.0
rRNA	RNA5S5	SGI75460103	31330	RNA5S5	1899.514771	RNA5S5	0.0
rRNA	RNA5S6	SGI75460103	31331	RNA5S6	2122.496094	RNA5S6	0.0
rRNA	RNA5S7	SGI75460103	31332	RNA5S7	1970.468994	RNA5S7	0.0
rRNA	RNA5S8	SGI75460103	31333	RNA5S8	1870.097656	RNA5S8	0.0
rRNA	RNA5S9	SGI75460103	31334	RNA5S9	99.97934	RNA5S9	0.0
