Gene type	Gene Name	fr	rf	star
other	CABIN1	0.132958	0.133596	0.130281
other	CAPN15	0.00092	0.000924	0.001758
other	FAM131B	0.034478	0.034643	0.03369
other	GABBR1	0.0	0.0	0.005697
other	HMBS	0.997626	1.00241	0.998907
other	IGH	0.00118	0.00116	0.000162
other	IGHV4-30-2	0.0	0.0	0.0
other	IGK	0.000958	0.000891	0.000536
other	IGKDEL	0.0	0.0	0.005982
other	IGL	0.003736	0.003691	0.002437
other	LOC124900482	0.0	0.0	0.0
other	LOC124900483	0.0	0.0	0.0
other	LOC124900484	0.0	0.0	0.0
other	OR2G6	7.1e-05	0.0	0.0
other	OR51L1	0.000412	0.000736	0.0
other	PCDHA@	0.0	0.0	0.0
other	PCDHACT	1e-06	0.0	0.0
other	PCDHB@	0.000491	0.00042	5e-05
other	PCDHG@	1.6e-05	1.6e-05	8.6e-05
other	PTPMT1	0.000918	0.0	0.0
other	RMRP	1763.036987	1771.333252	1246.958374
other	RNY5	1989.781982	1999.323486	1420.190308
other	RPPH1	1854.261475	1859.491333	0.0
other	RUVBL1	0.351201	0.352885	0.346836
other	SEPTIN9	0.310759	0.329764	0.139157
other	SNORD115@	1e-06	1e-06	4e-06
other	SNORD116@	7e-06	3e-06	5.1e-05
other	TRA	0.005355	0.005323	0.010322
other	TRAJ15	0.0	0.0	0.0
other	TRB	0.007561	0.007856	0.000145
other	TRBD2	0.0	0.0	0.0
other	TRBV6-3	0.0	0.0	0.0
other	TRD	0.000808	0.000806	0.000799
other	TRG	0.020709	0.022433	0.021792
other	TRGC1	0.008048	0.008086	0.003293
other	UGT1A	0.0	0.0	0.0
