Gene Name	fr	rf	star
ABCD2	27	27	27
ABCD3	54	54	124
ABCD4	1	1	1
ABCE1	214	212	212
ABCF1	14	14	62
ABCF2	17	17	43
ABCF2-H2BK1	16	16	15
ABCF2P1	0	0	0
ABCF2P2	0	0	0
ABCF3	8	8	11
ABCG1	28	28	28
ABCG2	158	158	160
ABCG4	0	0	0
ABCG5	0	0	0
ABCG8	195	195	40
ABHD1	0	0	0
ABHD10	52	52	117
ABHD11	6	6	6
ABHD11-AS1	0	0	0
ABHD12	30	30	34
ABHD12B	0	0	0
ABHD13	85	85	86
ABHD14A	0	0	2
ABHD14A-ACY1	11	10	6
ABHD14B	94	94	184
ABHD15	0	0	2
ABHD16A	15	15	30
ABHD16B	0	0	0
ABHD17A	31	24	22
ABHD17AP1	7	8	0
ABHD17AP3	1	6	0
ABHD17AP4	1	1	0
ABHD17AP5	0	0	0
ABHD17AP6	7	7	0
ABHD17AP7	0	0	0
ABHD17AP8	0	0	0
ABHD17AP9	0	0	0
ABHD17B	39	39	39
ABHD17C	103	103	89
ABHD18	424	418	156
ABHD2	244	244	246
ABHD3	25	25	27
ABHD4	95	95	82
ABHD5	218	218	230
ABHD6	0	0	0
ABHD8	61	61	89
ABI1	387	387	413
ABI1P1	1	1	0
ABI2	247	247	241
ABI3	125	125	125
ABI3BP	0	0	0
ABITRAM	32	32	32
ABITRAMP1	0	0	0
ABL1	1357	1412	1660
ABL2	26	26	31
ABLIM1	376	376	402
ABLIM2	43	43	43
ABLIM3	184	184	191
ABO	24	24	3
ABR	30	26	72
ABRA	0	0	1
ABRACL	167	167	172
ABRAXAS1	170	170	174
ABRAXAS2	133	133	138
ABT1	11	11	0
ABT1P1	0	0	0
ABTB1	289	289	308
ABTB2	125	124	635
ACAA1	24	24	24
ACAA2	133	133	180
ACAA2P1	0	0	0
ACACA	2	2	0
ACACB	14	14	15
ACAD10	68	68	27
ACAD11	0	0	0
ACAD8	0	0	0
ACAD9	35	35	35
ACADL	0	0	0
ACADM	30	30	40
ACADS	199	231	254
ACADSB	509	512	136
ACADVL	82	82	105
ACAN	0	0	0
ACAP1	0	0	51
ACAP2	639	639	644
ACAP3	0	0	1
ACAT1	402	401	359
ACAT2	146	148	169
ACBD3	155	154	128
ACBD3-AS1	0	0	0
ACBD4	16	16	17
ACBD5	103	103	111
ACBD6	104	104	98
ACBD7	6	6	18
ACBD7-DCLRE1CP1	0	0	0
ACCS	26	26	27
ACCSL	0	0	0
ACD	16	16	16
ACE	0	0	0
ACE2	60	61	62
ACE3P	9	11	27
ACER1	0	0	0
ACER2	8	8	11
ACER2P1	0	0	0
ACER3	62	62	78
ACHE	308	306	378
ACIN1	120	120	126
ACKR1	14	14	14
ACKR2	297	295	54
ACKR3	3	3	3
ACKR4	3	3	4
ACKR4P1	1	1	4
ACLY	83	83	85
ACMSD	1	1	1
ACNATP	0	0	0
ACO1	3	3	4
ACO2	76	76	62
ACOD1	0	0	0
ACOT1	3	3	0
ACOT11	201	190	154
ACOT12	0	0	0
ACOT13	35	35	41
ACOT2	13	13	17
ACOT4	2	2	3
ACOT6	75	75	177
ACOT7	32	32	34
ACOT8	19	19	19
ACOT9	87	86	72
ACOX1	140	140	144
ACOX2	0	0	0
ACOX3	1	1	0
ACOXL	1	1	6
ACOXL-AS1	6	7	6
ACP1	624	617	633
ACP2	0	0	2
ACP3	10	10	10
ACP4	25	25	24
ACP5	14	14	14
ACP6	0	0	0
ACP7	0	0	0
ACR	2	2	0
ACRBP	224	224	240
ACRP1	0	0	0
ACRV1	14	14	19
ACSBG1	3	3	6
ACSBG2	0	0	0
ACSF2	0	0	0
ACSF3	10	10	11
ACSL1	237	237	250
ACSL3	31	31	59
ACSL4	198	198	199
ACSL5	66	64	92
ACSL6	265	265	291
ACSM1	0	0	0
ACSM2A	11	12	11
ACSM2B	10	11	4
ACSM3	56	56	56
ACSM4	4	4	13
ACSM5	39	39	259
ACSM5P1	2	2	3
ACSM6	0	0	0
ACSS1	0	0	1
ACSS2	32	32	35
ACSS3	3	3	3
ACTA1	0	0	3
ACTA2	89	89	50
ACTA2-AS1	0	0	0
ACTB	19852	19761	20172
ACTBL2	0	0	0
ACTBP1	1	1	1
ACTBP10	0	0	0
ACTBP11	2	2	3
ACTBP12	0	0	0
ACTBP14	0	0	0
ACTBP15	0	0	0
ACTBP2	5	25	5
ACTBP3	0	0	0
ACTBP4	1	1	2
ACTBP6	0	0	0
ACTBP7	6	6	6
ACTBP8	16	16	16
ACTBP9	0	0	0
ACTC1	0	0	2
ACTE1P	13	13	13
ACTG1	1454	1373	612
ACTG1P1	0	0	0
ACTG1P10	0	0	0
ACTG1P11	24	19	1
ACTG1P12	0	0	0
ACTG1P13	0	0	0
ACTG1P14	0	0	0
ACTG1P15	0	0	0
ACTG1P16	0	0	0
ACTG1P17	1	1	3
ACTG1P18	3	3	3
ACTG1P19	0	0	0
ACTG1P2	47	39	1
ACTG1P20	0	0	0
ACTG1P21	0	0	0
ACTG1P22	0	0	0
ACTG1P23	0	0	0
ACTG1P24	0	0	0
ACTG1P25	9	10	2
ACTG1P3	0	0	0
ACTG1P4	0	0	0
ACTG1P9	0	0	0
ACTG2	17	17	19
ACTL10	8	8	8
ACTL11P	0	0	0
ACTL6A	15	15	13
ACTL6B	1	1	5
ACTL7A	0	0	0
ACTL7B	0	0	0
ACTL8	0	0	0
ACTL9	0	0	2
ACTN1	521	521	540
ACTN1-DT	4	4	2
ACTN2	17	18	35
ACTN3	22	19	9
ACTN4	0	0	135
ACTN4P1	0	0	0
ACTP1	0	0	0
ACTR10	204	204	210
ACTR1A	90	90	90
ACTR1AP1	0	0	0
ACTR1B	0	0	6
ACTR2	3897	3893	14563
ACTR3	2329	2290	2092
ACTR3-AS1	161	162	618
ACTR3B	75	69	180
ACTR3BP1	0	0	0
ACTR3BP2	0	0	0
ACTR3BP3	0	0	0
ACTR3BP4	0	0	0
ACTR3BP5	0	0	0
ACTR3BP6	0	0	0
ACTR3BP7	0	0	0
ACTR3C	0	0	2
ACTR3P1	0	0	0
ACTR3P2	3	3	0
ACTR3P3	0	0	0
ACTR5	65	65	345
ACTR6	45	45	61
ACTR6P1	0	0	0
ACTR8	36	36	37
ACTRT1	0	0	0
ACTRT1P1	1	1	1
ACTRT2	0	0	0
ACTRT3	0	0	1
ACVR1	386	194	611
ACVR1B	24	24	94
ACVR1C	135	135	610
ACVR2A	14	14	16
ACVR2B	159	129	471
ACVR2B-AS1	0	0	0
ACVRL1	48	48	79
ACY1	7	6	1
ACY3	0	0	0
ACYP1	10	10	9
ACYP2	715	752	1254
ADA	80	80	81
ADA2	90	90	98
ADAD1	0	0	0
ADAD1P1	0	0	0
ADAD1P2	0	0	0
ADAD2	0	0	0
ADAL	48	48	55
ADAM10	186	240	597
ADAM11	0	0	0
ADAM12	11	11	12
ADAM15	4	4	5
ADAM17	39	39	37
ADAM18	36	35	32
ADAM19	3	3	3
ADAM1A	1	1	1
ADAM1B	0	0	0
ADAM2	0	0	0
ADAM20	0	0	0
ADAM20P1	0	0	0
ADAM20P2	0	0	0
ADAM20P3	0	0	0
ADAM21	0	0	0
ADAM21P1	0	0	0
ADAM22	0	0	0
ADAM23	3	3	2
ADAM24P	0	0	2
ADAM28	10	10	11
ADAM29	0	0	0
ADAM30	0	0	0
ADAM32	0	0	0
ADAM33	0	0	0
ADAM3A	21	22	40
ADAM3B	1	1	2
ADAM5	12	12	49
ADAM6	0	0	0
ADAM7	8	8	49
ADAM7-AS1	269	273	287
ADAM7-AS2	1	1	2
ADAM8	60	60	65
ADAM9	10	10	13
ADAMDEC1	4	4	11
ADAMTS1	15	15	15
ADAMTS10	19	19	19
ADAMTS12	0	0	1
ADAMTS13	0	0	0
ADAMTS14	0	0	0
ADAMTS15	6	6	6
ADAMTS16	2	2	2
ADAMTS16-DT	0	0	1
ADAMTS17	0	0	2
ADAMTS18	5	5	2
ADAMTS19	0	0	0
ADAMTS19-AS1	0	0	0
ADAMTS2	0	0	0
ADAMTS20	0	0	0
ADAMTS3	0	0	0
ADAMTS4	1	0	13
ADAMTS5	11	11	13
ADAMTS6	27	27	31
ADAMTS7	0	0	0
ADAMTS7P1	83	90	200
ADAMTS7P3	1	2	0
ADAMTS7P4	15	11	14
ADAMTS8	0	0	0
ADAMTS9	0	0	0
ADAMTS9-AS1	4	4	7
ADAMTS9-AS2	238	237	723
ADAMTSL1	27	27	32
ADAMTSL2	0	0	0
ADAMTSL3	0	0	0
ADAMTSL4	0	0	0
ADAMTSL4-AS1	14	14	22
ADAMTSL5	0	0	0
ADAP1	176	193	157
ADAP2	0	0	12
ADAR	426	426	434
ADARB1	65	65	67
ADARB2	244	248	749
ADARB2-AS1	3	3	10
ADAT1	78	78	83
ADAT2	10	10	16
ADAT3	0	0	0
ADCK1	3	3	3
ADCK2	11	11	11
ADCK5	0	0	0
ADCY1	4	4	4
ADCY10	5	5	9
ADCY10P1	3	3	5
ADCY2	11	11	14
ADCY3	5	5	7
ADCY4	36	37	0
ADCY5	14	14	14
ADCY6	0	0	0
ADCY6-DT	0	0	0
ADCY7	55	55	59
ADCY8	0	0	0
ADCY9	3	3	3
ADCYAP1	0	0	0
ADCYAP1R1	0	0	0
ADD1	492	492	513
ADD2	161	161	167
ADD3	640	640	656
ADD3-AS1	5	4	13
ADGB	231	250	512
ADGB-DT	0	0	0
ADGRA1	0	0	0
ADGRA1-AS1	0	0	0
ADGRA2	0	0	3
ADGRA3	0	0	0
ADGRA3P1	0	0	0
ADGRB1	0	0	0
ADGRB2	0	0	0
ADGRB3	942	948	1563
ADGRB3-DT	0	0	0
ADGRD1	0	0	0
ADGRD1-AS1	0	0	0
ADGRD2	0	0	0
ADGRE1	61	61	62
ADGRE2	50	48	49
ADGRE3	78	78	78
ADGRE4P	32	20	44
ADGRE5	73	86	84
ADGRF1	0	0	0
ADGRF2	19	17	27
ADGRF3	0	0	0
ADGRF4	0	0	1
ADGRF5	49	49	51
ADGRF5-AS1	0	0	0
ADGRF5P1	0	0	0
ADGRF5P2	0	0	0
ADGRG1	19	19	20
ADGRG2	0	0	0
ADGRG3	1	1	10
ADGRG4	0	0	0
ADGRG5	27	27	27
ADGRG6	22	22	25
ADGRG7	1	1	1
ADGRL1	0	0	0
ADGRL1-AS1	25	25	0
ADGRL2	12	12	12
ADGRL3	19	19	21
ADGRL3-AS1	69	96	316
ADGRL4	85	85	104
ADGRV1	1	1	1
ADH1A	0	0	2
ADH1B	29	29	17
ADH1C	27	27	28
ADH4	21	21	9
ADH5	106	103	111
ADH5P2	0	0	0
ADH5P3	0	0	0
ADH5P4	1	2	0
ADH5P5	0	1	0
ADH6	31	31	391
ADH7	2	2	2
ADHFE1	1	1	5
ADI1	35	37	13
ADI1P1	0	0	0
ADI1P2	0	0	0
ADI1P3	0	0	0
ADIG	0	0	0
ADIPOQ	23	25	35
ADIPOQ-AS1	0	0	0
ADIPOR1	3751	3745	3854
ADIPOR1P1	0	0	0
ADIPOR1P2	0	0	0
ADIPOR2	29	29	67
ADIRF	40	40	27
ADIRF-AS1	8	6	0
ADK	111	111	113
ADM	22	22	22
ADM2	0	0	0
ADM5	0	0	0
ADNP	331	331	330
ADNP2	24	23	40
ADNP-AS1	3	3	6
ADO	184	184	184
ADORA1	0	0	0
ADORA2A	33	33	4
ADORA2A-AS1	17	18	53
ADORA2B	0	0	0
ADORA2BP1	3	3	3
ADORA3	0	0	0
ADPGK	22	22	22
ADPGK-AS1	2	2	3
ADPRH	52	52	52
ADPRHL1	0	0	0
ADPRM	35	35	51
ADPRS	6	6	6
ADRA1A	19	19	12
ADRA1B	0	0	0
ADRA1D	17	17	219
ADRA2A	11	11	11
ADRA2B	0	0	0
ADRA2C	0	0	2
ADRB1	0	0	97
ADRB2	11	11	11
ADRB3	14	14	22
ADRM1	99	99	102
ADSL	80	80	78
ADSS1	0	0	0
ADSS2	203	203	201
ADTRP	0	0	0
AEBP1	0	0	0
AEBP2	85	85	80
AEN	8	8	8
AFAP1	16	16	16
AFAP1-AS1	4	4	5
AFAP1L1	45	45	46
AFAP1L2	24	24	24
AFDN	42	42	39
AFDN-DT	0	0	0
AFF1	747	747	763
AFF1-AS1	0	0	0
AFF2	641	616	1726
AFF3	42	42	34
AFF4	242	242	232
AFG1L	19	19	19
AFG3L1P	15	15	5
AFG3L2	52	52	59
AFG3L2P1	0	1	8
AFM	0	0	0
AFMID	22	22	22
AFP	14	14	15
AFTPH	918	920	829
AFTPH-DT	0	0	5
AGA	14	14	14
AGAP1	10	10	12
AGAP10P	15	12	14
AGAP11	34	38	65
AGAP12P	2	5	0
AGAP13P	1	9	0
AGAP14P	20	20	4
AGAP1-IT1	1	1	1
AGAP2	27	27	29
AGAP2-AS1	3	3	3
AGAP3	32	32	32
AGAP4	3	2	65
AGAP5	13	8	2
AGAP6	14	18	1
AGAP7P	33	23	21
AGAP9	1	1	0
AGBL1	7	7	7
AGBL1-AS1	3	1	2
AGBL2	136	133	0
AGBL3	7	7	15
AGBL4	0	0	0
AGBL4-AS1	3	8	0
AGBL4-IT1	16	16	29
AGBL5	116	116	117
AGBL5-AS1	0	0	1
AGER	0	0	10
AGFG1	246	245	372
AGFG2	61	61	61
AGGF1	556	553	263
AGGF1P1	0	0	0
AGGF1P10	2	1	0
AGGF1P2	0	0	0
AGGF1P3	1	1	0
AGGF1P4	0	0	0
AGGF1P5	0	0	0
AGGF1P6	0	0	0
AGGF1P7	0	0	0
AGGF1P8	0	0	0
AGGF1P9	0	0	0
AGK	0	0	3
AGKP1	0	0	0
AGKP2	0	0	0
AGL	120	120	120
AGMAT	27	25	18
AGMO	0	0	0
AGO1	156	156	157
AGO2	617	618	614
AGO3	42	42	73
AGO4	247	247	151
AGPAT1	42	33	13
AGPAT2	6	6	6
AGPAT3	192	192	213
AGPAT4	258	257	270
AGPAT4-IT1	0	0	0
AGPAT5	20	20	14
AGPAT5P1	0	0	0
AGPS	117	117	122
AGR2	0	0	0
AGR3	0	0	0
AGRN	3	3	3
AGRP	0	0	0
AGT	16	16	30
AGTPBP1	672	672	700
AGTR1	1	0	2
AGTR2	0	0	0
AGTRAP	28	28	30
AGXT	0	0	0
AGXT2	0	0	0
AHCTF1	139	171	200
AHCTF1P1	78	47	1
AHCY	55	55	55
AHCYL1	325	324	304
AHCYL2	11	11	11
AHCYP1	0	0	0
AHCYP2	0	0	1
AHCYP3	0	0	0
AHCYP4	2	2	2
AHCYP5	0	0	0
AHCYP6	26	27	36
AHCYP7	0	0	0
AHCYP8	0	0	0
AHDC1	4	4	4
AHI1	3	3	3
AHI1-DT	61	61	124
AHNAK	1056	1054	1050
AHNAK2	17	17	18
AHR	64	64	117
AHRR	48	48	49
AHSA1	34	34	42
AHSA2P	399	399	2574
AHSG	0	0	0
AHSP	1115	1115	1126
AICDA	0	0	0
AIDA	1203	1300	466
AIDAP1	2	2	0
AIDAP2	0	0	0
AIDAP3	2	2	0
AIF1	0	0	711
AIF1L	241	241	244
AIFM1	77	77	93
AIFM1P1	0	0	0
AIFM2	6	6	7
AIFM3	2	2	8
AIG1	309	310	5
AIG1P1	0	0	0
AIM2	43	43	51
AIMP1	141	141	143
AIMP1P1	0	0	0
AIMP1P2	0	0	0
AIMP2	6	6	6
AIP	162	162	162
AIPL1	12	12	56
AIRE	5	5	6
AIRN	1	1	2
AJAP1	0	0	2
AJM1	0	0	0
AJUBA	15	15	15
AK1	1	5	9
AK2	109	96	110
AK2P1	8	8	0
AK2P2	0	0	0
AK3	86	86	97
AK3P2	0	0	0
AK3P3	0	0	0
AK3P4	0	0	0
AK3P5	0	0	0
AK3P6	5	5	3
AK4	7	7	5
AK4P1	3	3	0
AK4P2	0	0	0
AK4P3	2	2	0
AK4P4	0	0	0
AK4P5	0	0	0
AK4P6	0	0	0
AK5	8	8	8
AK6	19	17	13
AK7	0	0	0
AK8	0	0	0
AK9	59	59	52
AKAIN1	18	18	24
AKAP1	0	0	12
AKAP10	208	208	214
AKAP11	321	321	302
AKAP12	101	101	101
AKAP13	332	340	633
AKAP14	8	32	33
AKAP17A	0	0	0
AKAP17A_1	0	0	0
AKAP17BP	0	0	0
AKAP3	7	5	6
AKAP4	8	10	8
AKAP5	35	35	35
AKAP6	0	0	0
AKAP7	154	154	167
AKAP8	15	15	18
AKAP8L	48	45	77
AKAP8P1	0	0	0
AKAP9	406	406	269
AKIP1	8	8	8
AKIRIN1	195	195	373
AKIRIN1P1	0	0	0
AKIRIN1P2	2	2	0
AKIRIN2	302	302	311
AKIRIN2P1	0	0	0
AKNA	271	271	284
AKNAD1	5	6	4
AKR1A1	90	90	95
AKR1B1	34	34	54
AKR1B10	0	0	0
AKR1B10P1	0	0	0
AKR1B10P2	0	0	1
AKR1B15	5	5	7
AKR1B1P1	0	0	0
AKR1B1P2	1	1	0
AKR1B1P3	0	0	0
AKR1B1P4	1	1	1
AKR1B1P5	0	0	1
AKR1B1P6	0	0	0
AKR1B1P7	0	0	0
AKR1B1P8	0	0	0
AKR1C1	79	81	82
AKR1C2	66	63	67
AKR1C3	47	47	20
AKR1C4	1	1	0
AKR1C6P	13	12	17
AKR1C7P	0	0	8
AKR1C8	0	0	0
AKR1D1	0	0	0
AKR1D1P1	42	42	2780
AKR1E2	32	32	40
AKR7A2	38	38	38
AKR7A2P1	2	2	0
AKR7A2P2	0	0	0
AKR7A3	0	0	0
AKR7L	1	1	2
AKT1	27	27	33
AKT1S1	81	81	88
AKT2	109	109	112
AKT3	179	159	115
AKT3-IT1	2	2	0
AKTIP	53	53	53
ALAD	136	136	140
ALAS1	67	67	75
ALAS2	17245	17243	17472
ALB	2060	2060	2096
ALCAM	31	31	36
ALDH16A1	60	60	62
ALDH18A1	14	14	81
ALDH1A1	31	31	64
ALDH1A2	115	117	372
ALDH1A2-AS1	3	3	12
ALDH1A3	52	52	54
ALDH1A3-AS1	7	7	7
ALDH1B1	8	8	8
ALDH1L1	0	0	0
ALDH1L1-AS1	0	0	0
ALDH1L1-AS2	9	9	16
ALDH1L2	0	0	0
ALDH2	108	108	171
ALDH3A1	0	0	0
ALDH3A2	64	64	66
ALDH3B1	157	157	86
ALDH3B2	0	0	0
ALDH4A1	43	44	123
ALDH5A1	95	95	314
ALDH6A1	29	30	37
ALDH7A1	247	244	553
ALDH7A1P1	1	1	0
ALDH7A1P2	0	0	0
ALDH7A1P3	0	0	0
ALDH7A1P4	0	0	0
ALDH8A1	10	10	11
ALDH9A1	109	108	110
ALDOA	16	15	62
ALDOAP1	0	1	0
ALDOAP2	3	3	0
ALDOB	19	19	19
ALDOC	54	54	55
ALG1	0	0	0
ALG10	0	0	0
ALG10B	8	8	9
ALG11	0	0	0
ALG12	0	0	0
ALG13	83	83	83
ALG14	3	3	6
ALG14-AS1	0	0	2
ALG1L	13	9	48
ALG1L10P	0	0	4
ALG1L11P	0	0	0
ALG1L12P	0	0	0
ALG1L13P	1	1	0
ALG1L15P	0	0	0
ALG1L2	0	0	0
ALG1L3P	1	1	8
ALG1L5P	0	0	2
ALG1L6P	2	1	0
ALG1L7P	20	20	451
ALG1L8P	2	2	0
ALG1L9P	2	2	0
ALG2	42	42	42
ALG3	8	8	7
ALG3P1	0	0	0
ALG5	26	26	26
ALG6	44	44	61
ALG8	3	3	5
ALG9	18	18	19
ALK	3	3	5
ALKAL1	1	1	0
ALKAL2	1	1	1
ALKBH1	54	54	54
ALKBH2	0	0	0
ALKBH3	40	40	39
ALKBH3-AS1	0	0	0
ALKBH4	9	9	9
ALKBH5	244	245	231
ALKBH6	0	0	0
ALKBH7	116	116	117
ALKBH8	59	59	59
ALLC	0	0	0
ALMS1	85	86	0
ALMS1-IT1	1	1	0
ALMS1P1	1	1	0
ALOX12	65	65	66
ALOX12-AS1	287	280	847
ALOX12B	2	2	7
ALOX12P1	0	0	1
ALOX12P2	161	160	549
ALOX15	32	32	34
ALOX15B	5	8	1
ALOX15P1	2	1	0
ALOX15P2	3	3	6
ALOX5	0	0	24
ALOX5AP	104	104	99
ALOXE3	3	3	3
ALOXE3P1	0	0	0
ALPG	1	1	0
ALPI	0	0	0
ALPK1	102	102	139
ALPK2	118	119	108
ALPK3	22	22	30
ALPL	71	71	94
ALPP	0	0	0
ALS2	38	38	39
ALS2CL	38	38	11
ALX1	1	1	4
ALX3	18	18	16
ALX4	18	18	61
ALYREF	2	2	3
AMACR	2	2	1
AMBN	21	21	9
AMBP	56	56	61
AMBRA1	105	93	172
AMD1	406	410	576
AMD1P1	0	0	0
AMD1P2	0	1	0
AMD1P3	1	1	1
AMD1P4	0	0	0
AMDHD1	138	133	94
AMDHD2	1	1	1
AMELX	0	0	0
AMELY	16	16	75
AMER1	24	29	29
AMER2	19	19	15
AMER3	0	0	0
AMFR	522	522	547
AMH	0	0	1
AMHR2	0	0	0
AMIGO1	22	22	24
AMIGO2	0	0	0
AMIGO3	0	0	0
AMMECR1	330	327	375
AMMECR1L	37	37	37
AMMECR1LP1	0	0	0
AMN	0	0	0
AMN1	0	0	0
AMOT	7	7	8
AMOTL1	24	24	24
AMOTL2	34	34	35
AMPD1	22	22	569
AMPD2	4	4	9
AMPD3	69	69	71
AMPH	0	0	0
AMT	21	22	7
AMTN	1	1	1
AMY1A	4	4	1
AMY1B	1	2	0
AMY1C	3	3	2
AMY2A	0	21	0
AMY2B	78	55	68
AMYP1	1	4	0
AMZ1	2	2	2
AMZ2	82	82	82
AMZ2P1	35	35	35
AMZ2P2	0	0	0
AMZ2P3	0	0	0
ANAPC1	72	64	42
ANAPC10	29	23	31
ANAPC10P1	12	18	49
ANAPC11	147	147	151
ANAPC13	183	183	191
ANAPC15	32	32	32
ANAPC15P1	0	0	0
ANAPC15P2	0	0	0
ANAPC16	211	211	227
ANAPC1P1	63	38	42
ANAPC1P2	22	26	2
ANAPC1P3	1	1	0
ANAPC1P4	2	7	0
ANAPC1P5	5	5	3
ANAPC1P6	0	1	0
ANAPC2	49	49	51
ANAPC4	28	28	28
ANAPC5	609	608	532
ANAPC7	40	40	56
ANCV1RP	0	0	0
ANG	0	0	0
ANGEL1	10	11	30
ANGEL2	37	37	37
ANGPT1	40	40	40
ANGPT2	80	80	431
ANGPT4	0	0	0
ANGPTL1	19	19	19
ANGPTL2	0	0	0
ANGPTL3	0	0	1
ANGPTL4	0	0	0
ANGPTL5	3	3	3
ANGPTL6	0	0	0
ANGPTL7	1	1	0
ANGPTL8	24	24	24
ANHX	3	3	3
ANK1	2060	2052	2321
ANK2	184	185	431
ANK3	1094	1091	2998
ANKAR	46	46	46
ANKDD1A	46	47	56
ANKDD1B	0	0	0
ANKEF1	14	14	14
ANKFN1	0	0	0
ANKFY1	164	164	137
ANKH	417	417	428
ANKHD1	28	27	24
ANKHD1-EIF4EBP3	179	185	177
ANKIB1	489	486	304
ANKK1	0	0	0
ANKLE1	16	18	13
ANKLE2	16	16	16
ANKMY1	2	2	2
ANKMY2	80	78	234
ANKRA2	21	21	22
ANKRD1	3	3	1
ANKRD10	12	12	12
ANKRD11	66	64	64
ANKRD11P1	0	0	0
ANKRD11P2	0	0	0
ANKRD12	742	744	746
ANKRD13A	182	182	195
ANKRD13B	0	0	0
ANKRD13C	123	123	109
ANKRD13D	86	86	86
ANKRD16	7	9	12
ANKRD17	506	506	531
ANKRD18A	1	1	1
ANKRD18B	74	74	100
ANKRD18CP	19	21	114
ANKRD18DP	0	0	0
ANKRD18EP	0	0	3
ANKRD19P	1	1	1
ANKRD2	1	1	4
ANKRD20A1	15	17	2
ANKRD20A10P	0	0	0
ANKRD20A11P	25	41	38
ANKRD20A16P	0	0	0
ANKRD20A17P	0	0	0
ANKRD20A18P	0	0	0
ANKRD20A19P	12	12	12
ANKRD20A20P	2	2	0
ANKRD20A4-ANKRD20A20P	59	54	20
ANKRD20A5P	71	88	46
ANKRD20A6P	1	1	0
ANKRD20A7P	14	14	15
ANKRD20A8P	84	85	42
ANKRD20A9P	32	34	1
ANKRD22	8	8	11
ANKRD23	0	0	0
ANKRD24	7	7	7
ANKRD26	73	73	79
ANKRD26P1	53	57	25
ANKRD26P2	13	13	22
ANKRD26P3	109	109	97
ANKRD26P4	0	0	0
ANKRD27	132	132	162
ANKRD28	293	293	309
ANKRD29	20	20	20
ANKRD30A	0	0	0
ANKRD30B	75	75	9
ANKRD30BL	0	0	0
ANKRD30BP1	11	15	0
ANKRD30BP2	5	5	0
ANKRD30BP3	0	0	1
ANKRD31	0	0	0
ANKRD33	0	0	0
ANKRD33B	28	28	28
ANKRD34A	22	22	23
ANKRD34B	0	0	0
ANKRD34C	33	2	19
ANKRD34C-AS1	113	101	284
ANKRD35	1	1	2
ANKRD36	0	0	0
ANKRD36B	0	0	0
ANKRD36BP1	2	2	7
ANKRD36BP2	377	375	400
ANKRD36C	49	48	42
ANKRD36P1	1	1	2
ANKRD37	0	0	0
ANKRD39	0	0	0
ANKRD40	206	207	222
ANKRD40CL	0	0	0
ANKRD42	212	212	480
ANKRD42-DT	4	4	9
ANKRD44	471	470	520
ANKRD44-AS1	0	0	0
ANKRD44-IT1	33	33	98
ANKRD45	12	12	17
ANKRD46	54	54	103
ANKRD49	77	77	82
ANKRD49P1	0	0	0
ANKRD49P2	0	0	0
ANKRD49P3	0	0	0
ANKRD49P4	0	0	0
ANKRD50	61	61	62
ANKRD52	8	8	8
ANKRD53	0	0	0
ANKRD54	0	0	5
ANKRD54P1	0	0	0
ANKRD55	11	11	11
ANKRD6	16	16	16
ANKRD60	0	0	0
ANKRD61	0	0	0
ANKRD62	1	1	0
ANKRD62P1	0	0	0
