Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	count_RFfr	cpm_RFfr	Gene Name_star	count_star	cpm_star
rRNA	RNA18SN1	SGI75460076	13799	RNA18SN1	78285	14019.058111265676	RNA18SN1	0	0.0
rRNA	RNA18SN2	SGI75460076	13798	RNA18SN2	45585	8163.233876247631	RNA18SN2	0	0.0
rRNA	RNA18SN3	SGI75460076	13797	RNA18SN3	61356	10987.46029858615	RNA18SN3	0	0.0
rRNA	RNA28SN1	SGI75460076	13793	RNA28SN1	85913	15385.05894504909	RNA28SN1	0	0.0
rRNA	RNA28SN2	SGI75460076	13792	RNA28SN2	74049	13260.4871186193	RNA28SN2	0	0.0
rRNA	RNA28SN3	SGI75460076	13791	RNA28SN3	90132	16140.585625402027	RNA28SN3	0	0.0
rRNA	RNA45SN1	SGI75460076	13789	RNA45SN1	18	3.223389487165896	RNA45SN1	0	0.0
rRNA	RNA45SN2	SGI75460076	13788	RNA45SN2	15	2.68615790597158	RNA45SN2	6	1.2256939777160665
rRNA	RNA45SN3	SGI75460076	13787	RNA45SN3	27	4.835084230748843	RNA45SN3	0	0.0
rRNA	RNA5-8SN1	SGI75460076	13786	RNA5-8SN1	72988	13070.486216070243	RNA5-8SN1	0	0.0
rRNA	RNA5-8SN2	SGI75460076	13785	RNA5-8SN2	34723	6218.097397936744	RNA5-8SN2	0	0.0
rRNA	RNA5-8SN3	SGI75460076	13784	RNA5-8SN3	106009	18983.79423027608	RNA5-8SN3	0	0.0
rRNA	RNA5S1	SGI75460076	13775	RNA5S1	421	75.39149856093567	RNA5S1	0	0.0
rRNA	RNA5S10	SGI75460076	13774	RNA5S10	352	63.0351721934664	RNA5S10	0	0.0
rRNA	RNA5S11	SGI75460076	13773	RNA5S11	338	60.52809148122626	RNA5S11	0	0.0
rRNA	RNA5S12	SGI75460076	13772	RNA5S12	407	72.88441784869553	RNA5S12	0	0.0
rRNA	RNA5S13	SGI75460076	13771	RNA5S13	334	59.81178270630051	RNA5S13	0	0.0
rRNA	RNA5S14	SGI75460076	13770	RNA5S14	325	58.20008796271756	RNA5S14	0	0.0
rRNA	RNA5S15	SGI75460076	13769	RNA5S15	318	56.94654760659749	RNA5S15	0	0.0
rRNA	RNA5S16	SGI75460076	13768	RNA5S16	344	61.6025546436149	RNA5S16	0	0.0
rRNA	RNA5S17	SGI75460076	13767	RNA5S17	333	59.63270551256907	RNA5S17	0	0.0
rRNA	RNA5S2	SGI75460076	13766	RNA5S2	415	74.31703539854703	RNA5S2	0	0.0
rRNA	RNA5S3	SGI75460076	13765	RNA5S3	409	73.24257223615841	RNA5S3	0	0.0
rRNA	RNA5S4	SGI75460076	13764	RNA5S4	569	101.8949232331886	RNA5S4	0	0.0
rRNA	RNA5S5	SGI75460076	13763	RNA5S5	418	74.85426697974135	RNA5S5	0	0.0
rRNA	RNA5S6	SGI75460076	13762	RNA5S6	1079	193.2242920362223	RNA5S6	0	0.0
rRNA	RNA5S7	SGI75460076	13761	RNA5S7	631	112.9977092445378	RNA5S7	0	0.0
rRNA	RNA5S8	SGI75460076	13760	RNA5S8	340	60.88624586868914	RNA5S8	0	0.0
rRNA	RNA5S9	SGI75460076	13759	RNA5S9	204	36.53174752121349	RNA5S9	0	0.0
