Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	count_RFfr	cpm_RFfr	Gene Name_star	count_star	cpm_star
miRNA	MIR1-1	SGI75460076	24046	MIR1-1	0	0.0	MIR1-1	0	0.0
miRNA	MIR1-2	SGI75460076	24044	MIR1-2	0	0.0	MIR1-2	0	0.0
miRNA	MIR100	SGI75460076	24043	MIR100	3	0.5372315811943159	MIR100	0	0.0
miRNA	MIR101-1	SGI75460076	24041	MIR101-1	48	8.595705299109055	MIR101-1	1	0.2042823296193444
miRNA	MIR101-2	SGI75460076	24040	MIR101-2	52	9.31201407403481	MIR101-2	55	11.23552812906394
miRNA	MIR10226	SGI75460076	24039	MIR10226	0	0.0	MIR10226	0	0.0
miRNA	MIR10392	SGI75460076	24038	MIR10392	0	0.0	MIR10392	0	0.0
miRNA	MIR10393	SGI75460076	24037	MIR10393	4	0.7163087749257546	MIR10393	4	0.8171293184773776
miRNA	MIR10394	SGI75460076	24036	MIR10394	4	0.7163087749257546	MIR10394	4	0.8171293184773776
miRNA	MIR10396A	SGI75460076	24035	MIR10396A	0	0.0	MIR10396A	0	0.0
miRNA	MIR10396B	SGI75460076	24034	MIR10396B	3	0.5372315811943159	MIR10396B	0	0.0
miRNA	MIR10397	SGI75460076	24033	MIR10397	4	0.7163087749257546	MIR10397	4	0.8171293184773776
miRNA	MIR10398	SGI75460076	24032	MIR10398	0	0.0	MIR10398	0	0.0
miRNA	MIR10399	SGI75460076	24031	MIR10399	3	0.5372315811943159	MIR10399	3	0.6128469888580332
miRNA	MIR103A1	SGI75460076	24030	MIR103A1	96	17.19141059821811	MIR103A1	0	0.0
miRNA	MIR103A2	SGI75460076	24029	MIR103A2	117	20.95203166657832	MIR103A2	233	47.59778280130725
miRNA	MIR103B1	SGI75460076	24028	MIR103B1	0	0.0	MIR103B1	0	0.0
miRNA	MIR103B2	SGI75460076	24027	MIR103B2	0	0.0	MIR103B2	0	0.0
miRNA	MIR10400	SGI75460076	24026	MIR10400	0	0.0	MIR10400	0	0.0
miRNA	MIR105-1	SGI75460076	24025	MIR105-1	0	0.0	MIR105-1	0	0.0
miRNA	MIR105-2	SGI75460076	24024	MIR105-2	0	0.0	MIR105-2	0	0.0
miRNA	MIR10522	SGI75460076	24023	MIR10522	0	0.0	MIR10522	0	0.0
miRNA	MIR10523	SGI75460076	24022	MIR10523	0	0.0	MIR10523	0	0.0
miRNA	MIR10524	SGI75460076	24021	MIR10524	0	0.0	MIR10524	0	0.0
miRNA	MIR10525	SGI75460076	24020	MIR10525	0	0.0	MIR10525	0	0.0
miRNA	MIR10526	SGI75460076	24019	MIR10526	0	0.0	MIR10526	0	0.0
miRNA	MIR10527	SGI75460076	24018	MIR10527	3	0.5372315811943159	MIR10527	0	0.0
miRNA	MIR106A	SGI75460076	24017	MIR106A	4	0.7163087749257546	MIR106A	2	0.4085646592386888
miRNA	MIR106B	SGI75460076	24016	MIR106B	39	6.984010555526107	MIR106B	9	1.8385409665741
miRNA	MIR107	SGI75460076	24015	MIR107	10	1.7907719373143864	MIR107	0	0.0
miRNA	MIR10A	SGI75460076	24014	MIR10A	1	0.1790771937314386	MIR10A	0	0.0
miRNA	MIR10B	SGI75460076	24013	MIR10B	3	0.5372315811943159	MIR10B	0	0.0
miRNA	MIR11181	SGI75460076	24012	MIR11181	0	0.0	MIR11181	0	0.0
miRNA	MIR11399	SGI75460076	24011	MIR11399	0	0.0	MIR11399	0	0.0
miRNA	MIR11400	SGI75460076	24010	MIR11400	0	0.0	MIR11400	0	0.0
miRNA	MIR11401	SGI75460076	24009	MIR11401	0	0.0	MIR11401	0	0.0
miRNA	MIR1178	SGI75460076	24008	MIR1178	0	0.0	MIR1178	0	0.0
miRNA	MIR1179	SGI75460076	24007	MIR1179	0	0.0	MIR1179	0	0.0
miRNA	MIR1180	SGI75460076	24006	MIR1180	0	0.0	MIR1180	0	0.0
miRNA	MIR1181	SGI75460076	24005	MIR1181	0	0.0	MIR1181	0	0.0
miRNA	MIR1182	SGI75460076	24004	MIR1182	0	0.0	MIR1182	0	0.0
miRNA	MIR1183	SGI75460076	24003	MIR1183	0	0.0	MIR1183	0	0.0
miRNA	MIR1184-1	SGI75460076	24002	MIR1184-1	0	0.0	MIR1184-1	0	0.0
miRNA	MIR1184-2	SGI75460076	24001	MIR1184-2	0	0.0	MIR1184-2	0	0.0
miRNA	MIR1184-3	SGI75460076	24000	MIR1184-3	0	0.0	MIR1184-3	0	0.0
miRNA	MIR1185-1	SGI75460076	23999	MIR1185-1	0	0.0	MIR1185-1	0	0.0
miRNA	MIR1185-2	SGI75460076	23998	MIR1185-2	1	0.1790771937314386	MIR1185-2	0	0.0
miRNA	MIR1193	SGI75460076	23997	MIR1193	0	0.0	MIR1193	0	0.0
miRNA	MIR1197	SGI75460076	23996	MIR1197	0	0.0	MIR1197	0	0.0
miRNA	MIR1199	SGI75460076	23995	MIR1199	0	0.0	MIR1199	0	0.0
miRNA	MIR1200	SGI75460076	23994	MIR1200	0	0.0	MIR1200	0	0.0
miRNA	MIR1202	SGI75460076	23993	MIR1202	0	0.0	MIR1202	0	0.0
miRNA	MIR1203	SGI75460076	23992	MIR1203	0	0.0	MIR1203	0	0.0
miRNA	MIR1204	SGI75460076	23991	MIR1204	0	0.0	MIR1204	0	0.0
miRNA	MIR1205	SGI75460076	23990	MIR1205	0	0.0	MIR1205	0	0.0
miRNA	MIR1206	SGI75460076	23989	MIR1206	0	0.0	MIR1206	0	0.0
miRNA	MIR1207	SGI75460076	23988	MIR1207	0	0.0	MIR1207	0	0.0
miRNA	MIR1208	SGI75460076	23987	MIR1208	0	0.0	MIR1208	0	0.0
miRNA	MIR12113	SGI75460076	23986	MIR12113	0	0.0	MIR12113	0	0.0
miRNA	MIR12114	SGI75460076	23985	MIR12114	0	0.0	MIR12114	0	0.0
miRNA	MIR12115	SGI75460076	23984	MIR12115	0	0.0	MIR12115	0	0.0
miRNA	MIR12116	SGI75460076	23983	MIR12116	0	0.0	MIR12116	0	0.0
miRNA	MIR12117	SGI75460076	23982	MIR12117	0	0.0	MIR12117	0	0.0
miRNA	MIR12118	SGI75460076	23981	MIR12118	0	0.0	MIR12118	0	0.0
miRNA	MIR12119	SGI75460076	23980	MIR12119	3	0.5372315811943159	MIR12119	3	0.6128469888580332
miRNA	MIR12120	SGI75460076	23979	MIR12120	0	0.0	MIR12120	0	0.0
miRNA	MIR12121	SGI75460076	23978	MIR12121	0	0.0	MIR12121	0	0.0
miRNA	MIR12122	SGI75460076	23977	MIR12122	0	0.0	MIR12122	0	0.0
miRNA	MIR12123	SGI75460076	23976	MIR12123	0	0.0	MIR12123	0	0.0
miRNA	MIR12124	SGI75460076	23975	MIR12124	0	0.0	MIR12124	0	0.0
miRNA	MIR12125	SGI75460076	23974	MIR12125	0	0.0	MIR12125	0	0.0
miRNA	MIR12126	SGI75460076	23973	MIR12126	0	0.0	MIR12126	0	0.0
miRNA	MIR12127	SGI75460076	23972	MIR12127	0	0.0	MIR12127	0	0.0
