Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	count_RFfr	cpm_RFfr	Gene Name_star	count_star	cpm_star
miRNA	MIR1-1	SGI75460075	24046	MIR1-1	0	0.0	MIR1-1	0	0.0
miRNA	MIR1-2	SGI75460075	24044	MIR1-2	3	0.5064081734279192	MIR1-2	0	0.0
miRNA	MIR100	SGI75460075	24043	MIR100	6	1.0128163468558384	MIR100	1	0.1751458877672157
miRNA	MIR101-1	SGI75460075	24041	MIR101-1	169	28.527660436439444	MIR101-1	0	0.0
miRNA	MIR101-2	SGI75460075	24040	MIR101-2	190	32.07251765043488	MIR101-2	148	25.921591389547924
miRNA	MIR10226	SGI75460075	24039	MIR10226	0	0.0	MIR10226	0	0.0
miRNA	MIR10392	SGI75460075	24038	MIR10392	0	0.0	MIR10392	0	0.0
miRNA	MIR10393	SGI75460075	24037	MIR10393	4	0.6752108979038922	MIR10393	4	0.7005835510688628
miRNA	MIR10394	SGI75460075	24036	MIR10394	4	0.6752108979038922	MIR10394	4	0.7005835510688628
miRNA	MIR10396A	SGI75460075	24035	MIR10396A	0	0.0	MIR10396A	0	0.0
miRNA	MIR10396B	SGI75460075	24034	MIR10396B	4	0.6752108979038922	MIR10396B	0	0.0
miRNA	MIR10397	SGI75460075	24033	MIR10397	3	0.5064081734279192	MIR10397	3	0.5254376633016471
miRNA	MIR10398	SGI75460075	24032	MIR10398	0	0.0	MIR10398	0	0.0
miRNA	MIR10399	SGI75460075	24031	MIR10399	4	0.6752108979038922	MIR10399	4	0.7005835510688628
miRNA	MIR103A1	SGI75460075	24030	MIR103A1	732	123.56359431641224	MIR103A1	3	0.5254376633016471
miRNA	MIR103A2	SGI75460075	24029	MIR103A2	220	37.13659938471407	MIR103A2	677	118.57376601840502
miRNA	MIR103B1	SGI75460075	24028	MIR103B1	0	0.0	MIR103B1	4	0.7005835510688628
miRNA	MIR103B2	SGI75460075	24027	MIR103B2	0	0.0	MIR103B2	0	0.0
miRNA	MIR10400	SGI75460075	24026	MIR10400	3	0.5064081734279192	MIR10400	3	0.5254376633016471
miRNA	MIR105-1	SGI75460075	24025	MIR105-1	0	0.0	MIR105-1	0	0.0
miRNA	MIR105-2	SGI75460075	24024	MIR105-2	0	0.0	MIR105-2	0	0.0
miRNA	MIR10522	SGI75460075	24023	MIR10522	0	0.0	MIR10522	0	0.0
miRNA	MIR10523	SGI75460075	24022	MIR10523	0	0.0	MIR10523	0	0.0
miRNA	MIR10524	SGI75460075	24021	MIR10524	0	0.0	MIR10524	0	0.0
miRNA	MIR10525	SGI75460075	24020	MIR10525	0	0.0	MIR10525	0	0.0
