Gene Name	fr	rf	star
ABHD16A	12	12	13
ABHD16B	0	0	0
ABHD17A	41	23	8
ABHD17AP1	0	5	0
ABHD17AP3	2	2	2
ABHD17AP4	0	0	0
ABHD17AP5	0	0	0
ABHD17AP6	2	12	0
ABHD17AP7	0	0	0
ABHD17AP8	0	0	0
ABHD17AP9	0	0	0
ABHD17B	0	0	0
ABHD17C	56	56	87
ABHD18	162	159	175
ABHD2	58	58	58
ABHD3	0	0	0
ABHD4	8	8	8
ABHD5	75	75	75
ABHD6	0	0	0
ABHD8	46	44	55
ABI1	151	151	154
ABI1P1	1	1	0
ABI2	36	36	39
ABI3	157	157	157
ABI3BP	0	0	0
ABITRAM	4	4	4
ABITRAMP1	0	0	0
ABL1	1074	1098	1125
ABL2	6	6	13
ABLIM1	100	100	103
ABLIM2	0	0	0
ABLIM3	96	96	100
ABO	8	8	0
ABR	3	3	39
ABRA	0	0	1
ABRACL	85	85	86
ABRAXAS1	45	45	45
ABRAXAS2	27	27	27
ABT1	19	19	0
ABT1P1	0	0	0
ABTB1	34	34	34
ABTB2	0	0	454
ACAA1	3	3	3
ACAA2	72	66	74
ACAA2P1	0	0	0
ACACA	3	3	6
ACACB	5	5	5
ACAD10	15	15	11
ACAD11	0	0	0
ACAD8	0	0	0
ACAD9	18	18	24
ACADL	6	6	6
ACADM	16	16	22
ACADS	124	136	141
ACADSB	295	298	65
ACADVL	78	78	80
ACAN	0	0	0
ACAP1	0	0	0
ACAP2	221	221	195
ACAP3	0	0	1
ACAT1	260	261	208
ACAT2	415	423	606
ACBD3	150	149	124
ACBD3-AS1	0	0	2
ACBD4	1	1	1
ACBD5	53	53	53
ACBD6	53	53	54
ACBD7	3	4	16
ACBD7-DCLRE1CP1	0	0	0
ACCS	0	0	0
ACCSL	0	0	0
ACD	4	4	0
ACE	0	0	0
ACE2	9	9	11
ACE3P	16	17	18
ACER1	0	0	0
ACER2	22	22	22
ACER2P1	0	0	0
ACER3	4	4	6
ACHE	12	12	215
ACIN1	71	71	70
ACKR1	2	2	2
ACKR2	29	30	24
ACKR3	0	0	0
ACKR4	2	2	2
ACKR4P1	2	2	6
ACLY	18	18	21
ACMSD	0	0	0
ACNATP	0	0	0
ACO1	22	22	25
ACO2	54	56	45
ACOD1	0	0	0
ACOT1	0	0	0
ACOT11	174	168	130
ACOT12	6	6	6
ACOT13	18	18	21
ACOT2	0	0	2
ACOT4	13	13	13
ACOT6	72	72	119
ACOT7	1	1	1
ACOT8	24	24	24
ACOT9	92	92	80
ACOX1	6	6	6
ACOX2	0	0	0
ACOX3	0	0	0
ACOXL	1	1	2
ACOXL-AS1	2	2	3
ACP1	258	254	272
ACP2	3	3	3
ACP3	0	0	0
ACP4	0	0	0
ACP5	0	0	0
ACP6	0	0	0
ACP7	0	0	0
ACR	0	0	0
ACRBP	22	22	28
ACRP1	0	0	0
ACRV1	1	1	6
ACSBG1	0	0	0
ACSBG2	0	0	0
ACSF2	0	0	0
ACSF3	3	3	4
ACSL1	96	96	96
ACSL3	19	19	20
ACSL4	102	102	102
ACSL5	34	33	66
ACSL6	18	18	34
ACSM1	0	0	0
ACSM2A	2	2	0
ACSM2B	19	19	18
ACSM3	0	0	0
ACSM4	10	10	6
ACSM5	35	35	233
ACSM5P1	0	0	2
ACSM6	0	0	0
ACSS1	0	0	1
ACSS2	0	0	0
ACSS3	0	0	0
ACTA1	0	0	4
ACTA2	4	4	52
ACTA2-AS1	3	3	3
ACTB	6682	6659	6842
ACTBL2	0	0	0
ACTBP1	0	0	0
ACTBP10	0	0	0
ACTBP11	0	0	0
ACTBP12	0	0	0
ACTBP14	0	0	0
ACTBP15	0	0	0
ACTBP2	1	1	1
ACTBP3	0	0	0
ACTBP4	1	1	1
ACTBP6	0	0	0
ACTBP7	0	0	0
ACTBP8	0	0	0
ACTBP9	0	0	0
ACTC1	0	0	0
ACTE1P	4	4	3
ACTG1	482	479	161
ACTG1P1	0	0	0
ACTG1P10	1	1	6
ACTG1P11	21	17	1
ACTG1P12	2	2	0
ACTG1P13	0	0	0
ACTG1P14	0	0	0
ACTG1P15	0	0	0
ACTG1P16	0	0	1
ACTG1P17	0	0	2
ACTG1P18	0	0	0
ACTG1P19	0	0	0
ACTG1P2	43	37	0
ACTG1P20	0	0	14
ACTG1P21	0	0	0
ACTG1P22	0	0	0
ACTG1P23	0	0	1
ACTG1P24	0	0	0
ACTG1P25	1	1	3
ACTG1P3	1	1	0
ACTG1P4	0	0	0
ACTG1P9	0	0	0
ACTG2	4	4	8
ACTL10	0	0	0
ACTL11P	0	0	0
ACTL6A	42	41	11
ACTL6B	1	1	2
ACTL7A	0	0	0
ACTL7B	0	0	0
ACTL8	0	0	0
ACTL9	0	0	2
ACTN1	50	50	51
ACTN1-DT	3	3	1
ACTN2	11	11	27
ACTN3	16	17	8
ACTN4	0	0	33
ACTN4P1	0	0	0
ACTP1	0	0	0
ACTR10	31	31	44
ACTR1A	89	89	90
ACTR1AP1	0	0	0
ACTR1B	0	0	5
ACTR2	1147	1125	3606
ACTR3	1494	1452	994
ACTR3-AS1	26	26	450
ACTR3B	52	48	124
ACTR3BP1	0	0	0
ACTR3BP2	0	0	0
ACTR3BP3	0	0	0
ACTR3BP4	0	0	0
ACTR3BP5	0	0	0
ACTR3BP6	0	0	0
ACTR3BP7	0	0	0
ACTR3C	34	34	32
ACTR3P1	0	0	0
ACTR3P2	0	0	0
ACTR3P3	0	0	0
ACTR5	52	52	338
ACTR6	15	15	17
ACTR6P1	0	0	0
ACTR8	29	29	32
ACTRT1	0	0	0
ACTRT1P1	0	0	0
ACTRT2	0	0	0
ACTRT3	1	1	0
ACVR1	210	73	398
ACVR1B	7	7	53
ACVR1C	91	90	349
ACVR2A	2	2	3
ACVR2B	13	0	15
ACVR2B-AS1	0	0	0
ACVRL1	0	0	0
ACY1	4	4	2
ACY3	0	0	0
ACYP1	2	2	2
ACYP2	754	760	1627
ADA	33	33	35
ADA2	31	31	32
ADAD1	0	0	0
ADAD1P1	0	0	0
ADAD1P2	0	0	0
ADAD2	0	0	0
ADAL	11	11	12
ADAM10	208	315	360
ADAM11	0	0	0
ADAM12	28	27	8
ADAM15	8	8	12
ADAM17	8	8	6
ADAM18	45	44	17
ADAM19	6	6	6
ADAM1A	1	1	1
ADAM1B	0	0	0
ADAM2	0	0	0
ADAM20	3	3	3
ADAM20P1	0	1	0
ADAM20P2	0	0	0
ADAM20P3	0	0	0
ADAM21	0	0	0
ADAM21P1	5	5	5
ADAM22	0	0	0
ADAM23	3	3	3
ADAM24P	0	0	2
ADAM28	6	6	6
ADAM29	0	0	0
ADAM30	0	0	0
ADAM32	0	0	0
ADAM33	0	0	0
ADAM3A	2	2	11
ADAM3B	1	1	7
ADAM5	6	6	32
ADAM6	0	0	0
ADAM7	3	3	30
ADAM7-AS1	88	92	194
ADAM7-AS2	1	1	1
ADAM8	37	37	39
ADAM9	0	0	0
ADAMDEC1	3	3	8
ADAMTS1	26	26	27
ADAMTS10	0	0	1
ADAMTS12	1	1	1
ADAMTS13	0	0	0
ADAMTS14	8	8	8
ADAMTS15	0	0	0
ADAMTS16	0	0	0
ADAMTS16-DT	1	0	1
ADAMTS17	6	6	0
ADAMTS18	0	0	0
ADAMTS19	0	0	3
ADAMTS19-AS1	0	0	1
ADAMTS2	0	0	0
ADAMTS20	3	3	3
ADAMTS3	0	0	0
ADAMTS4	2	2	6
ADAMTS5	13	13	13
ADAMTS6	2	2	3
ADAMTS7	0	0	0
ADAMTS7P1	56	57	143
ADAMTS7P3	2	2	2
ADAMTS7P4	1	1	0
ADAMTS8	0	0	0
ADAMTS9	18	18	18
ADAMTS9-AS1	4	4	12
ADAMTS9-AS2	125	124	532
ADAMTSL1	0	0	1
ADAMTSL2	0	0	0
ADAMTSL3	0	0	0
ADAMTSL4	0	0	0
ADAMTSL4-AS1	12	12	0
ADAMTSL5	0	0	0
ADAP1	422	467	359
ADAP2	8	8	0
ADAR	259	259	262
ADARB1	30	30	30
ADARB2	181	182	528
ADARB2-AS1	1	1	8
ADAT1	3	3	5
ADAT2	3	3	2
ADAT3	0	0	0
ADCK1	3	3	3
ADCK2	0	0	0
ADCK5	0	0	0
ADCY1	0	0	0
ADCY10	2	2	3
ADCY10P1	14	14	15
ADCY2	0	0	0
ADCY3	1	1	1
ADCY4	5	5	0
ADCY5	0	0	0
ADCY6	1	1	1
ADCY6-DT	0	0	0
ADCY7	65	65	66
ADCY8	0	0	0
ADCY9	0	0	0
ADCYAP1	0	0	0
ADCYAP1R1	0	0	0
ADD1	169	169	178
ADD2	179	179	181
ADD3	389	389	421
ADD3-AS1	6	6	24
ADGB	224	232	434
ADGB-DT	0	0	0
ADGRA1	0	0	0
ADGRA1-AS1	0	0	0
ADGRA2	0	0	0
ADGRA3	3	3	3
ADGRA3P1	0	0	0
ADGRB1	0	0	0
ADGRB2	0	0	0
ADGRB3	835	840	1183
ADGRB3-DT	0	0	0
ADGRD1	0	0	0
ADGRD1-AS1	0	0	0
ADGRD2	0	0	0
ADGRE1	30	30	30
ADGRE2	1	1	2
ADGRE3	9	9	9
ADGRE4P	24	16	16
ADGRE5	22	22	25
ADGRF1	0	0	0
ADGRF2	19	11	28
ADGRF3	2	2	0
ADGRF4	2	2	1
ADGRF5	3	3	2
ADGRF5-AS1	1	1	1
ADGRF5P1	0	0	0
ADGRF5P2	0	0	0
ADGRG1	53	53	121
ADGRG2	0	0	0
ADGRG3	2	2	2
ADGRG4	0	0	0
ADGRG5	0	0	0
ADGRG6	0	0	0
ADGRG7	2	2	2
ADGRL1	0	0	0
ADGRL1-AS1	9	9	0
ADGRL2	0	0	0
ADGRL3	6	6	7
ADGRL3-AS1	35	59	252
ADGRL4	47	47	58
ADGRV1	12	12	12
ADH1A	0	0	1
ADH1B	49	49	45
ADH1C	10	11	10
ADH4	24	24	16
ADH5	46	46	46
ADH5P2	0	0	0
ADH5P3	0	0	0
ADH5P4	0	0	0
ADH5P5	0	0	0
ADH6	49	49	254
ADH7	1	1	0
ADHFE1	35	35	35
ADI1	30	30	9
ADI1P1	0	0	0
ADI1P2	0	0	0
ADI1P3	0	0	0
ADIG	12	12	12
ADIPOQ	13	13	18
ADIPOQ-AS1	1	1	2
ADIPOR1	1235	1235	1260
ADIPOR1P1	0	0	0
ADIPOR1P2	0	0	0
ADIPOR2	18	16	32
ADIRF	4	4	4
ADIRF-AS1	0	0	0
ADK	40	40	43
ADM	3	3	4
ADM2	0	0	1
ADM5	0	0	0
ADNP	158	158	158
ADNP2	10	10	14
ADNP-AS1	2	2	2
ADO	62	62	62
ADORA1	0	0	0
ADORA2A	1	1	3
ADORA2A-AS1	6	6	46
ADORA2B	0	0	0
ADORA2BP1	0	0	0
ADORA3	0	0	1
ADPGK	11	11	11
ADPGK-AS1	0	0	3
ADPRH	4	4	6
ADPRHL1	0	0	0
ADPRM	11	11	35
ADPRS	0	0	0
ADRA1A	4	4	9
ADRA1B	0	0	0
ADRA1D	14	14	187
ADRA2A	0	0	0
ADRA2B	0	0	0
ADRA2C	0	0	0
ADRB1	0	0	73
ADRB2	16	16	16
ADRB3	0	0	0
ADRM1	28	28	29
ADSL	62	62	56
ADSS1	17	17	17
ADSS2	13	13	24
ADTRP	31	31	31
AEBP1	7	7	7
AEBP2	35	35	35
AEN	0	0	0
AFAP1	29	29	29
AFAP1-AS1	0	0	1
AFAP1L1	9	9	9
AFAP1L2	0	0	0
AFDN	59	59	63
AFDN-DT	0	0	1
AFF1	170	170	179
AFF1-AS1	0	0	1
AFF2	455	447	1215
AFF3	39	39	43
AFF4	85	85	85
AFG1L	19	19	19
AFG3L1P	16	16	15
AFG3L2	31	31	30
AFG3L2P1	2	2	6
AFM	3	3	3
AFMID	63	63	64
AFP	0	0	2
AFTPH	247	247	670
AFTPH-DT	2	2	5
AGA	0	0	0
AGAP1	0	0	2
AGAP10P	4	3	0
AGAP11	6	6	4
AGAP12P	1	1	0
AGAP13P	0	0	0
AGAP14P	43	54	0
AGAP1-IT1	0	0	0
AGAP2	3	3	3
AGAP2-AS1	0	0	1
AGAP3	0	0	0
AGAP4	1	2	32
AGAP5	10	3	0
AGAP6	1	1	0
AGAP7P	7	26	0
AGAP9	1	1	0
AGBL1	0	0	0
AGBL1-AS1	8	8	11
AGBL2	131	133	11
AGBL3	0	0	0
AGBL4	0	0	0
AGBL4-AS1	1	1	0
AGBL4-IT1	5	8	10
AGBL5	9	9	9
AGBL5-AS1	0	0	0
AGER	0	0	8
AGFG1	304	304	166
AGFG2	0	0	0
AGGF1	180	180	66
AGGF1P1	1	1	0
AGGF1P10	1	1	1
AGGF1P2	0	0	0
AGGF1P3	0	0	0
AGGF1P4	0	0	0
AGGF1P5	0	0	0
AGGF1P6	0	0	0
AGGF1P7	0	0	0
AGGF1P8	0	0	0
AGGF1P9	0	0	0
AGK	0	0	0
AGKP1	30	30	30
AGKP2	0	0	0
AGL	41	41	43
AGMAT	10	8	5
AGMO	0	0	0
AGO1	124	124	141
AGO2	277	276	246
AGO3	16	16	16
AGO4	76	76	74
AGPAT1	10	10	23
AGPAT2	0	0	0
AGPAT3	103	103	134
AGPAT4	97	96	183
AGPAT4-IT1	0	0	0
AGPAT5	29	29	0
AGPAT5P1	0	0	0
AGPS	75	75	83
AGR2	0	0	0
AGR3	0	0	0
AGRN	0	0	0
AGRP	0	0	0
AGT	8	8	13
AGTPBP1	269	269	247
AGTR1	3	3	6
AGTR2	0	0	0
AGTRAP	27	27	27
AGXT	0	0	1
AGXT2	0	0	0
AHCTF1	80	80	77
AHCTF1P1	6	6	4
AHCY	12	12	12
AHCYL1	112	112	94
AHCYL2	25	25	25
AHCYP1	0	0	0
AHCYP2	0	0	0
AHCYP3	0	0	0
AHCYP4	0	0	0
AHCYP5	0	0	0
AHCYP6	39	41	44
AHCYP7	2	2	2
AHCYP8	0	0	0
AHDC1	6	6	7
AHI1	23	23	39
AHI1-DT	72	72	105
AHNAK	711	706	721
AHNAK2	0	0	0
AHR	85	85	116
AHRR	9	8	4
AHSA1	23	23	80
AHSA2P	313	313	2186
AHSG	0	0	0
AHSP	494	494	496
AICDA	0	0	0
AIDA	272	324	187
AIDAP1	0	1	0
AIDAP2	2	1	0
AIDAP3	0	0	0
AIF1	0	0	292
AIF1L	4	4	4
AIFM1	28	27	35
AIFM1P1	0	0	0
AIFM2	0	0	1
AIFM3	0	0	0
AIG1	16	16	17
AIG1P1	0	0	0
AIM2	7	7	0
AIMP1	35	35	35
AIMP1P1	0	0	0
AIMP1P2	0	0	0
AIMP2	25	25	27
AIP	12	12	17
AIPL1	6	6	35
AIRE	0	0	1
AIRN	0	0	2
AJAP1	3	3	3
AJM1	0	0	0
AJUBA	0	0	0
AK1	1	1	1
AK2	165	162	147
AK2P1	3	2	0
AK2P2	0	0	0
AK3	107	108	97
AK3P2	0	0	0
AK3P3	0	0	0
AK3P4	0	0	0
AK3P5	2	2	2
AK3P6	2	2	2
AK4	1	1	0
AK4P1	1	1	0
AK4P2	0	0	0
AK4P3	1	1	0
AK4P4	0	0	0
AK4P5	0	0	0
AK4P6	0	0	0
AK5	0	0	0
AK6	0	0	19
AK7	0	0	0
AK8	0	0	0
AK9	60	60	61
AKAIN1	3	2	5
AKAP1	7	7	0
AKAP10	53	53	54
AKAP11	133	133	133
AKAP12	64	64	63
AKAP13	89	93	123
AKAP14	6	6	22
AKAP17A	3	3	0
AKAP17A_1	2	2	0
AKAP17BP	0	0	0
AKAP3	69	65	8
AKAP4	1	1	5
AKAP5	36	36	35
AKAP6	27	27	27
AKAP7	88	88	93
AKAP8	5	5	9
AKAP8L	23	23	13
AKAP8P1	0	0	0
AKAP9	199	198	181
AKIP1	5	5	5
AKIRIN1	41	41	58
AKIRIN1P1	0	0	0
AKIRIN1P2	0	0	0
AKIRIN2	124	124	129
AKIRIN2P1	0	0	0
AKNA	114	114	120
AKNAD1	10	4	9
AKR1A1	45	45	45
AKR1B1	0	0	8
AKR1B10	0	0	0
AKR1B10P1	0	0	0
AKR1B10P2	0	0	0
AKR1B15	2	2	5
AKR1B1P1	0	0	0
AKR1B1P2	0	0	2
AKR1B1P3	0	0	1
AKR1B1P4	1	1	1
AKR1B1P5	0	0	2
AKR1B1P6	0	0	0
AKR1B1P7	0	0	0
AKR1B1P8	0	0	0
AKR1C1	3	4	3
AKR1C2	3	2	3
AKR1C3	36	35	34
AKR1C4	19	19	20
AKR1C6P	1	2	4
AKR1C7P	5	5	13
AKR1C8	0	0	0
AKR1D1	5	5	5
AKR1D1P1	15	15	1798
AKR1E2	0	0	0
AKR7A2	80	80	80
AKR7A2P1	0	0	0
AKR7A2P2	0	0	0
AKR7A3	0	0	0
AKR7L	2	2	2
AKT1	35	35	37
AKT1S1	18	18	18
AKT2	25	25	26
AKT3	49	33	48
AKT3-IT1	0	0	0
AKTIP	2	2	2
ALAD	39	39	51
ALAS1	18	18	19
ALAS2	4155	4157	4211
ALB	1803	1803	1836
ALCAM	78	78	85
ALDH16A1	9	9	9
ALDH18A1	8	8	17
ALDH1A1	153	153	78
ALDH1A2	115	115	49
ALDH1A2-AS1	3	3	4
ALDH1A3	1	1	0
ALDH1A3-AS1	0	1	1
ALDH1B1	0	0	0
ALDH1L1	0	0	0
ALDH1L1-AS1	0	0	2
ALDH1L1-AS2	7	7	10
ALDH1L2	0	0	0
ALDH2	72	72	88
ALDH3A1	0	0	0
ALDH3A2	45	45	45
ALDH3B1	204	204	100
ALDH3B2	0	0	0
ALDH4A1	33	35	66
ALDH5A1	33	33	32
ALDH6A1	8	8	16
ALDH7A1	129	129	463
ALDH7A1P1	0	0	0
ALDH7A1P2	0	0	0
ALDH7A1P3	0	0	0
ALDH7A1P4	0	0	0
ALDH8A1	1	1	1
ALDH9A1	58	58	66
ALDOA	20	20	12
ALDOAP1	0	0	0
ALDOAP2	0	0	0
ALDOB	48	48	23
ALDOC	13	13	13
ALG1	3	3	5
ALG10	0	0	0
ALG10B	0	0	0
ALG11	0	0	0
ALG12	0	0	0
ALG13	29	29	30
ALG14	0	0	0
ALG14-AS1	0	0	3
ALG1L	22	22	50
ALG1L10P	0	0	3
ALG1L11P	0	0	0
ALG1L12P	0	0	0
ALG1L13P	1	1	0
ALG1L15P	0	0	0
ALG1L2	0	0	0
ALG1L3P	1	1	9
ALG1L5P	2	2	2
ALG1L6P	1	1	0
ALG1L7P	15	15	303
ALG1L8P	0	0	1
ALG1L9P	1	1	0
ALG2	6	6	6
ALG3	1	1	0
ALG3P1	0	0	0
ALG5	16	16	16
ALG6	8	8	37
ALG8	6	6	10
ALG9	0	0	0
ALK	0	0	0
ALKAL1	0	0	1
ALKAL2	0	0	0
ALKBH1	3	3	3
ALKBH2	0	0	0
ALKBH3	0	0	14
ALKBH3-AS1	0	0	0
ALKBH4	4	4	5
ALKBH5	166	166	167
ALKBH6	0	0	0
ALKBH7	27	27	27
ALKBH8	16	16	16
ALLC	0	0	0
ALMS1	28	28	0
ALMS1-IT1	1	1	0
ALMS1P1	1	1	0
ALOX12	0	0	0
ALOX12-AS1	59	58	604
ALOX12B	13	13	12
ALOX12P1	0	0	0
ALOX12P2	88	88	391
ALOX15	1	1	3
ALOX15B	4	4	6
ALOX15P1	2	1	2
ALOX15P2	2	2	0
ALOX5	0	0	0
ALOX5AP	58	58	66
ALOXE3	2	2	0
ALOXE3P1	0	0	0
ALPG	0	0	0
ALPI	0	0	0
ALPK1	23	23	40
ALPK2	55	55	80
ALPK3	15	15	23
ALPL	5	5	5
ALPP	0	0	0
ALS2	1	1	0
ALS2CL	70	70	72
ALX1	1	1	4
ALX3	1	1	3
ALX4	15	14	50
ALYREF	8	8	8
AMACR	0	0	1
AMBN	16	16	7
AMBP	10	10	6
AMBRA1	76	65	117
AMD1	302	304	381
AMD1P1	0	0	0
AMD1P2	0	0	0
AMD1P3	1	1	1
AMD1P4	0	0	0
AMDHD1	102	101	64
AMDHD2	0	0	0
AMELX	0	0	0
AMELY	11	11	59
AMER1	4	4	5
AMER2	16	16	15
AMER3	0	0	0
AMFR	80	80	80
AMH	2	2	2
AMHR2	0	0	0
AMIGO1	0	0	2
AMIGO2	52	52	52
AMIGO3	0	0	0
AMMECR1	231	231	420
AMMECR1L	14	14	14
AMMECR1LP1	0	0	0
AMN	0	0	0
AMN1	0	0	0
AMOT	0	0	0
AMOTL1	108	108	108
AMOTL2	0	0	0
AMPD1	32	15	294
AMPD2	34	34	15
AMPD3	12	12	14
AMPH	0	0	0
AMT	12	12	1
AMTN	2	1	0
AMY1A	2	2	0
AMY1B	2	2	0
AMY1C	1	1	2
AMY2A	0	0	0
AMY2B	3	3	10
AMYP1	0	0	0
AMZ1	0	0	0
AMZ2	65	65	75
AMZ2P1	0	0	1
AMZ2P2	0	0	0
AMZ2P3	0	0	0
ANAPC1	49	49	39
ANAPC10	3	3	5
ANAPC10P1	10	10	17
ANAPC11	54	54	9
ANAPC13	47	47	38
ANAPC15	2	2	4
ANAPC15P1	0	0	0
ANAPC15P2	0	0	0
ANAPC16	96	96	98
ANAPC1P1	20	23	12
ANAPC1P2	4	4	0
ANAPC1P3	0	0	0
ANAPC1P4	8	13	2
ANAPC1P5	1	1	0
ANAPC1P6	1	1	0
ANAPC2	3	3	3
ANAPC4	50	50	51
ANAPC5	301	302	150
ANAPC7	29	29	30
ANCV1RP	0	0	0
ANG	0	0	0
ANGEL1	15	15	30
ANGEL2	55	55	56
ANGPT1	9	9	9
ANGPT2	78	77	260
ANGPT4	0	0	0
ANGPTL1	0	0	0
ANGPTL2	0	0	0
ANGPTL3	26	26	26
ANGPTL4	0	0	0
ANGPTL5	0	0	0
ANGPTL6	8	8	8
ANGPTL7	0	0	0
ANGPTL8	1	1	1
ANHX	0	0	0
ANK1	505	511	914
ANK2	134	132	245
ANK3	1038	1039	1624
ANKAR	0	0	0
ANKDD1A	20	22	60
ANKDD1B	0	0	0
ANKEF1	0	0	0
ANKFN1	0	0	0
ANKFY1	48	48	48
ANKH	97	97	99
ANKHD1	118	118	61
ANKHD1-EIF4EBP3	56	56	9
ANKIB1	73	73	72
ANKK1	0	0	0
ANKLE1	1	1	0
ANKLE2	29	29	29
ANKMY1	0	0	0
ANKMY2	56	54	152
ANKRA2	38	38	39
ANKRD1	1	1	2
ANKRD10	2	2	2
ANKRD11	14	14	15
ANKRD11P1	0	0	2
ANKRD11P2	0	0	0
ANKRD12	289	289	293
ANKRD13A	58	58	58
ANKRD13B	0	0	0
ANKRD13C	61	61	59
ANKRD13D	27	27	27
ANKRD16	4	4	14
ANKRD17	213	213	204
ANKRD18A	0	0	0
ANKRD18B	56	56	59
ANKRD18CP	18	18	66
ANKRD18DP	4	4	0
ANKRD18EP	0	0	7
ANKRD19P	0	0	0
ANKRD2	1	1	5
ANKRD20A1	8	8	3
ANKRD20A10P	0	0	0
ANKRD20A11P	16	30	12
ANKRD20A16P	0	0	0
ANKRD20A17P	0	0	0
ANKRD20A18P	0	0	0
ANKRD20A19P	2	2	0
ANKRD20A20P	1	1	0
ANKRD20A4-ANKRD20A20P	31	30	19
ANKRD20A5P	109	110	38
ANKRD20A6P	0	0	0
ANKRD20A7P	13	13	10
ANKRD20A8P	41	41	26
ANKRD20A9P	38	34	0
ANKRD22	10	10	13
ANKRD23	0	0	1
ANKRD24	0	0	0
ANKRD26	43	43	46
ANKRD26P1	42	43	26
ANKRD26P2	1	1	5
ANKRD26P3	3	3	5
ANKRD26P4	0	0	0
ANKRD27	75	76	71
ANKRD28	92	92	101
ANKRD29	0	0	0
ANKRD30A	0	0	0
ANKRD30B	56	56	6
ANKRD30BL	0	0	0
ANKRD30BP1	10	13	0
ANKRD30BP2	3	3	2
ANKRD30BP3	2	1	2
ANKRD31	0	0	0
ANKRD33	0	0	0
ANKRD33B	27	27	27
ANKRD34A	0	0	1
ANKRD34B	4	4	7
ANKRD34C	12	1	10
ANKRD34C-AS1	61	70	180
ANKRD35	3	3	1
ANKRD36	0	0	13
ANKRD36B	0	0	0
ANKRD36BP1	1	1	6
ANKRD36BP2	40	38	70
ANKRD36C	53	46	52
ANKRD36P1	2	2	3
ANKRD37	0	0	0
ANKRD39	14	14	14
ANKRD40	46	46	47
ANKRD40CL	0	0	0
ANKRD42	156	155	327
ANKRD42-DT	1	1	7
ANKRD44	139	139	166
ANKRD44-AS1	0	0	0
ANKRD44-IT1	16	16	53
ANKRD45	4	4	10
ANKRD46	25	26	126
ANKRD49	88	88	94
ANKRD49P1	0	0	0
ANKRD49P2	0	0	0
ANKRD49P3	0	0	0
ANKRD49P4	0	0	0
ANKRD50	4	4	5
ANKRD52	0	0	0
ANKRD53	0	0	0
ANKRD54	1	1	3
ANKRD54P1	0	0	0
ANKRD55	0	0	0
ANKRD6	13	13	13
ANKRD60	22	22	22
ANKRD61	0	0	0
ANKRD62	2	2	2
ANKRD62P1	0	0	0
ANKRD62P1-PARP4P3	1	1	0
