Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	count_RFfr	cpm_RFfr	Gene Name_star	count_star	cpm_star
pseudo	A2MP1	SGI75460105	45082	A2MP1	0	0.0	A2MP1	196	27.30712081938081
pseudo	AA06	SGI75460105	45078	AA06	1	0.1524510392053764	AA06	0	0.0
pseudo	AACSP1	SGI75460105	45075	AACSP1	3	0.4573531176161292	AACSP1	124	17.27593357960827
pseudo	AADACP1	SGI75460105	45069	AADACP1	0	0.0	AADACP1	0	0.0
pseudo	AARS1P1	SGI75460105	45059	AARS1P1	0	0.0	AARS1P1	0	0.0
pseudo	AARSD1P1	SGI75460105	45056	AARSD1P1	0	0.0	AARSD1P1	0	0.0
pseudo	ABCA11P	SGI75460105	45045	ABCA11P	0	0.0	ABCA11P	0	0.0
pseudo	ABCA17P	SGI75460105	45042	ABCA17P	16	2.4392166272860223	ABCA17P	92	12.81762813970936
pseudo	ABCA3P1	SGI75460105	45039	ABCA3P1	0	0.0	ABCA3P1	0	0.0
pseudo	ABCB10P1	SGI75460105	45029	ABCB10P1	1	0.1524510392053764	ABCB10P1	0	0.0
pseudo	ABCB10P3	SGI75460105	45028	ABCB10P3	0	0.0	ABCB10P3	0	0.0
pseudo	ABCB10P4	SGI75460105	45027	ABCB10P4	0	0.0	ABCB10P4	0	0.0
pseudo	ABCC13	SGI75460105	45015	ABCC13	13	1.981863509669893	ABCC13	64	8.916610879797815
pseudo	ABCC6P1	SGI75460105	45008	ABCC6P1	1	0.1524510392053764	ABCC6P1	66	9.1952549697915
pseudo	ABCC6P2	SGI75460105	45007	ABCC6P2	0	0.0	ABCC6P2	0	0.0
pseudo	ABCD1P1	SGI75460105	45003	ABCD1P1	0	0.0	ABCD1P1	0	0.0
pseudo	ABCD1P2	SGI75460105	45002	ABCD1P2	0	0.0	ABCD1P2	0	0.0
pseudo	ABCD1P3	SGI75460105	45001	ABCD1P3	0	0.0	ABCD1P3	0	0.0
pseudo	ABCD1P4	SGI75460105	45000	ABCD1P4	0	0.0	ABCD1P4	0	0.0
pseudo	ABCD1P5	SGI75460105	44999	ABCD1P5	0	0.0	ABCD1P5	0	0.0
pseudo	ABCF2P1	SGI75460105	44991	ABCF2P1	0	0.0	ABCF2P1	0	0.0
pseudo	ABCF2P2	SGI75460105	44990	ABCF2P2	0	0.0	ABCF2P2	0	0.0
pseudo	ABHD17AP1	SGI75460105	44969	ABHD17AP1	1	0.1524510392053764	ABHD17AP1	0	0.0
pseudo	ABHD17AP3	SGI75460105	44968	ABHD17AP3	2	0.3049020784107528	ABHD17AP3	3	0.4179661349905226
pseudo	ABHD17AP4	SGI75460105	44967	ABHD17AP4	0	0.0	ABHD17AP4	0	0.0
pseudo	ABHD17AP5	SGI75460105	44966	ABHD17AP5	0	0.0	ABHD17AP5	0	0.0
pseudo	ABHD17AP6	SGI75460105	44965	ABHD17AP6	3	0.4573531176161292	ABHD17AP6	1	0.1393220449968408
pseudo	ABHD17AP7	SGI75460105	44964	ABHD17AP7	0	0.0	ABHD17AP7	0	0.0
pseudo	ABHD17AP8	SGI75460105	44963	ABHD17AP8	0	0.0	ABHD17AP8	0	0.0
pseudo	ABHD17AP9	SGI75460105	44962	ABHD17AP9	0	0.0	ABHD17AP9	0	0.0
pseudo	ABI1P1	SGI75460105	44951	ABI1P1	1	0.1524510392053764	ABI1P1	0	0.0
pseudo	ABITRAMP1	SGI75460105	44946	ABITRAMP1	0	0.0	ABITRAMP1	0	0.0
pseudo	ABT1P1	SGI75460105	44933	ABT1P1	0	0.0	ABT1P1	0	0.0
pseudo	ACAA2P1	SGI75460105	44928	ACAA2P1	0	0.0	ACAA2P1	0	0.0
pseudo	ACE3P	SGI75460105	44898	ACE3P	2	0.3049020784107528	ACE3P	19	2.6471188549399765
pseudo	ACER2P1	SGI75460105	44895	ACER2P1	0	0.0	ACER2P1	0	0.0
pseudo	ACKR4P1	SGI75460105	44887	ACKR4P1	0	0.0	ACKR4P1	6	0.8359322699810453
pseudo	ACNATP	SGI75460105	44884	ACNATP	0	0.0	ACNATP	0	0.0
pseudo	ACRP1	SGI75460105	44856	ACRP1	0	0.0	ACRP1	3	0.4179661349905226
pseudo	ACSM5P1	SGI75460105	44839	ACSM5P1	0	0.0	ACSM5P1	2	0.2786440899936817
pseudo	ACTBP1	SGI75460105	44829	ACTBP1	0	0.0	ACTBP1	0	0.0
pseudo	ACTBP10	SGI75460105	44828	ACTBP10	1	0.1524510392053764	ACTBP10	0	0.0
pseudo	ACTBP11	SGI75460105	44827	ACTBP11	0	0.0	ACTBP11	2	0.2786440899936817
pseudo	ACTBP12	SGI75460105	44826	ACTBP12	0	0.0	ACTBP12	0	0.0
pseudo	ACTBP14	SGI75460105	44825	ACTBP14	0	0.0	ACTBP14	0	0.0
pseudo	ACTBP15	SGI75460105	44824	ACTBP15	0	0.0	ACTBP15	0	0.0
pseudo	ACTBP2	SGI75460105	44823	ACTBP2	4	0.6098041568215056	ACTBP2	1	0.1393220449968408
pseudo	ACTBP3	SGI75460105	44822	ACTBP3	0	0.0	ACTBP3	0	0.0
pseudo	ACTBP4	SGI75460105	44821	ACTBP4	1	0.1524510392053764	ACTBP4	11	1.5325424949652495
pseudo	ACTBP6	SGI75460105	44820	ACTBP6	0	0.0	ACTBP6	2	0.2786440899936817
pseudo	ACTBP7	SGI75460105	44819	ACTBP7	0	0.0	ACTBP7	1	0.1393220449968408
pseudo	ACTBP8	SGI75460105	44818	ACTBP8	0	0.0	ACTBP8	0	0.0
pseudo	ACTBP9	SGI75460105	44817	ACTBP9	1	0.1524510392053764	ACTBP9	1	0.1393220449968408
pseudo	ACTG1P1	SGI75460105	44813	ACTG1P1	0	0.0	ACTG1P1	0	0.0
pseudo	ACTG1P10	SGI75460105	44812	ACTG1P10	0	0.0	ACTG1P10	0	0.0
pseudo	ACTG1P11	SGI75460105	44811	ACTG1P11	1	0.1524510392053764	ACTG1P11	1	0.1393220449968408
