Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	tpm_RFfr	Gene Name_star	tpm_star
pseudo	A2MP1	SGI75460067	6	A2MP1	0.0	A2MP1	0.006828
pseudo	AA06	SGI75460067	10	AA06	0.0	AA06	0.0
pseudo	AACSP1	SGI75460067	13	AACSP1	0.0	AACSP1	0.001023
pseudo	AADACP1	SGI75460067	19	AADACP1	0.0	AADACP1	0.0
pseudo	AARS1P1	SGI75460067	29	AARS1P1	0.0	AARS1P1	0.0
pseudo	AARSD1P1	SGI75460067	32	AARSD1P1	0.0	AARSD1P1	0.0
pseudo	ABCA11P	SGI75460067	43	ABCA11P	0.020441	ABCA11P	0.036658
pseudo	ABCA17P	SGI75460067	46	ABCA17P	0.000779	ABCA17P	0.004864
pseudo	ABCA3P1	SGI75460067	49	ABCA3P1	0.003748	ABCA3P1	0.0
pseudo	ABCB10P1	SGI75460067	59	ABCB10P1	0.003962	ABCB10P1	0.0
pseudo	ABCB10P3	SGI75460067	60	ABCB10P3	0.006332	ABCB10P3	0.0
pseudo	ABCB10P4	SGI75460067	61	ABCB10P4	0.0	ABCB10P4	0.0
pseudo	ABCC13	SGI75460067	73	ABCC13	0.013679	ABCC13	0.291216
pseudo	ABCC6P1	SGI75460067	80	ABCC6P1	0.000148	ABCC6P1	0.0
pseudo	ABCC6P2	SGI75460067	81	ABCC6P2	0.0	ABCC6P2	0.0
pseudo	ABCD1P1	SGI75460067	85	ABCD1P1	0.0	ABCD1P1	0.0
pseudo	ABCD1P2	SGI75460067	86	ABCD1P2	0.0	ABCD1P2	0.0
pseudo	ABCD1P3	SGI75460067	87	ABCD1P3	0.0	ABCD1P3	0.0
pseudo	ABCD1P4	SGI75460067	88	ABCD1P4	0.0	ABCD1P4	0.000733
pseudo	ABCD1P5	SGI75460067	89	ABCD1P5	0.0	ABCD1P5	0.0
pseudo	ABCF2P1	SGI75460067	97	ABCF2P1	0.004442	ABCF2P1	0.0
pseudo	ABCF2P2	SGI75460067	98	ABCF2P2	0.0	ABCF2P2	0.0
pseudo	ABHD17AP1	SGI75460067	119	ABHD17AP1	0.010137	ABHD17AP1	0.0
