Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	tpm_RFfr	Gene Name_star	tpm_star
protein_coding	A1BG	SGI75460067	0	A1BG	0.008487	A1BG	0.018992
protein_coding	A1CF	SGI75460067	2	A1CF	0.007522	A1CF	0.034539
protein_coding	A2M	SGI75460067	3	A2M	0.734601	A2M	0.820457
protein_coding	A2ML1	SGI75460067	5	A2ML1	0.0	A2ML1	0.0
protein_coding	A3GALT2	SGI75460067	7	A3GALT2	0.003684	A3GALT2	0.003099
protein_coding	A4GALT	SGI75460067	8	A4GALT	0.0	A4GALT	0.0
protein_coding	A4GNT	SGI75460067	9	A4GNT	0.0	A4GNT	0.0
protein_coding	AAAS	SGI75460067	11	AAAS	0.0	AAAS	0.001286
protein_coding	AACS	SGI75460067	12	AACS	0.0	AACS	0.0
protein_coding	AADAC	SGI75460067	14	AADAC	0.0	AADAC	0.0
protein_coding	AADACL2	SGI75460067	15	AADACL2	6e-05	AADACL2	0.0
protein_coding	AADACL3	SGI75460067	17	AADACL3	0.0	AADACL3	0.002764
protein_coding	AADACL4	SGI75460067	18	AADACL4	0.0	AADACL4	0.0
protein_coding	AADAT	SGI75460067	20	AADAT	0.0	AADAT	0.0
protein_coding	AAGAB	SGI75460067	21	AAGAB	0.193335	AAGAB	0.227977
protein_coding	AAK1	SGI75460067	22	AAK1	0.015344	AAK1	0.020081
protein_coding	AAMDC	SGI75460067	23	AAMDC	0.0	AAMDC	0.0
protein_coding	AAMP	SGI75460067	24	AAMP	0.165273	AAMP	0.187709
protein_coding	AANAT	SGI75460067	25	AANAT	4.3e-05	AANAT	0.007356
protein_coding	AAR2	SGI75460067	26	AAR2	0.027996	AAR2	0.034704
protein_coding	AARD	SGI75460067	27	AARD	0.001598	AARD	0.001241
protein_coding	AARS1	SGI75460067	28	AARS1	0.054604	AARS1	0.0
protein_coding	AARS2	SGI75460067	30	AARS2	0.04638	AARS2	0.062046
protein_coding	AARSD1	SGI75460067	31	AARSD1	0.009444	AARSD1	0.001077
protein_coding	AASDH	SGI75460067	33	AASDH	0.120453	AASDH	0.120051
protein_coding	AASDHPPT	SGI75460067	34	AASDHPPT	0.007168	AASDHPPT	0.009963
protein_coding	AASS	SGI75460067	35	AASS	0.0	AASS	0.0
protein_coding	AATF	SGI75460067	37	AATF	0.1002	AATF	0.2483
protein_coding	AATK	SGI75460067	38	AATK	0.021136	AATK	0.139566
protein_coding	ABAT	SGI75460067	40	ABAT	0.075605	ABAT	0.09372
protein_coding	ABCA1	SGI75460067	41	ABCA1	0.001237	ABCA1	0.003174
protein_coding	ABCA10	SGI75460067	42	ABCA10	0.000825	ABCA10	0.000947
protein_coding	ABCA12	SGI75460067	44	ABCA12	0.0	ABCA12	0.0
protein_coding	ABCA13	SGI75460067	45	ABCA13	0.0	ABCA13	0.0
protein_coding	ABCA2	SGI75460067	47	ABCA2	0.002621	ABCA2	0.0
protein_coding	ABCA3	SGI75460067	48	ABCA3	0.000469	ABCA3	0.002853
protein_coding	ABCA4	SGI75460067	50	ABCA4	0.0	ABCA4	0.0
protein_coding	ABCA5	SGI75460067	51	ABCA5	0.016322	ABCA5	0.010559
protein_coding	ABCA6	SGI75460067	52	ABCA6	0.083498	ABCA6	0.0
protein_coding	ABCA7	SGI75460067	53	ABCA7	0.0	ABCA7	0.0
protein_coding	ABCA8	SGI75460067	54	ABCA8	0.0	ABCA8	0.0
protein_coding	ABCA9	SGI75460067	55	ABCA9	0.0	ABCA9	0.047749
protein_coding	ABCB1	SGI75460067	57	ABCB1	0.001339	ABCB1	0.001578
protein_coding	ABCB10	SGI75460067	58	ABCB10	0.377874	ABCB10	0.541971
protein_coding	ABCB11	SGI75460067	62	ABCB11	0.0	ABCB11	0.0
protein_coding	ABCB4	SGI75460067	63	ABCB4	0.155742	ABCB4	0.184349
protein_coding	ABCB5	SGI75460067	64	ABCB5	0.002028	ABCB5	0.003527
protein_coding	ABCB6	SGI75460067	65	ABCB6	0.040153	ABCB6	0.014749
protein_coding	ABCB7	SGI75460067	66	ABCB7	0.035467	ABCB7	0.051296
protein_coding	ABCB8	SGI75460067	67	ABCB8	0.003046	ABCB8	0.005778
protein_coding	ABCB9	SGI75460067	68	ABCB9	0.0	ABCB9	0.0
protein_coding	ABCC1	SGI75460067	69	ABCC1	0.0	ABCC1	0.0
protein_coding	ABCC10	SGI75460067	70	ABCC10	0.001048	ABCC10	0.0
protein_coding	ABCC11	SGI75460067	71	ABCC11	0.005129	ABCC11	0.0
protein_coding	ABCC12	SGI75460067	72	ABCC12	5e-06	ABCC12	0.001938
protein_coding	ABCC2	SGI75460067	74	ABCC2	0.0	ABCC2	0.0
protein_coding	ABCC3	SGI75460067	75	ABCC3	0.01687	ABCC3	0.002541
protein_coding	ABCC4	SGI75460067	76	ABCC4	0.465832	ABCC4	0.606311
protein_coding	ABCC5	SGI75460067	77	ABCC5	0.003195	ABCC5	0.0
protein_coding	ABCC6	SGI75460067	79	ABCC6	0.0	ABCC6	0.0
