Gene type	Gene Name	fr	rf	star
rRNA	RNA18SN1	3.817124	5.00743	0.0
rRNA	RNA18SN2	0.045473	0.04929	0.014877
rRNA	RNA18SN3	4.819099	0.109854	0.0
rRNA	RNA28SN1	37.382256	30.199604	0.002725
rRNA	RNA28SN2	2.946737	9.424685	0.016428
rRNA	RNA28SN3	32.951641	18.572048	0.111095
rRNA	RNA45SN1	0.19969	0.1293	0.0
rRNA	RNA45SN2	0.015134	0.14557	0.039567
rRNA	RNA45SN3	0.189347	0.222687	0.0
rRNA	RNA5-8SN1	3.454479	2.234069	0.0
rRNA	RNA5-8SN2	0.011845	0.420259	0.0
rRNA	RNA5-8SN3	3.286906	1.801965	0.0
rRNA	RNA5S1	0.174136	0.140543	0.0
rRNA	RNA5S10	0.16903	0.153962	0.0
rRNA	RNA5S11	0.204069	0.20181	0.0
rRNA	RNA5S12	0.161107	0.158906	0.0
rRNA	RNA5S13	0.156881	0.176915	0.0
rRNA	RNA5S14	0.144204	0.173737	0.0
rRNA	RNA5S15	0.203012	0.182389	0.0
rRNA	RNA5S16	0.204773	0.155728	0.0
rRNA	RNA5S17	0.202836	0.167028	0.0
rRNA	RNA5S2	0.208294	0.195278	0.0
rRNA	RNA5S3	0.120082	0.150607	0.0
rRNA	RNA5S4	0.197026	0.174267	0.0
rRNA	RNA5S5	0.194208	0.20852	0.0
rRNA	RNA5S6	0.183468	0.155375	0.0
rRNA	RNA5S7	0.167054	0.1356	0.0
rRNA	RNA5S8	0.141211	0.122711	0.0
rRNA	RNA5S9	0.195265	0.188392	0.0
