,Gene Name,SGI75460067_x,SGI75460067_y,SGI75460068,SGI75460075,SGI75460076,SGI75460103,SGI75460104
3519,CCER2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3520,CCHCR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3521,CCIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3522,CCK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3523,CCKAR,0.002726,0.002726,0.002726,0.002726,0.002726,0.002726,0.002726
3524,CCKBR,0.00087,0.00087,0.00087,0.00087,0.00087,0.00087,0.00087
3525,CCL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3526,CCL11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3527,CCL13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3528,CCL14,1.95877,1.95877,1.95877,1.95877,1.95877,1.95877,1.95877
3529,CCL15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3530,CCL15-CCL14,0.000199,0.000199,0.000199,0.000199,0.000199,0.000199,0.000199
3531,CCL16,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754
3532,CCL17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3533,CCL18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3534,CCL19,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469
3535,CCL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3536,CCL20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3537,CCL21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3538,CCL22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3539,CCL23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3540,CCL24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3541,CCL25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3542,CCL26,0.00418,0.00418,0.00418,0.00418,0.00418,0.00418,0.00418
3543,CCL27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3544,CCL28,0.039754,0.039754,0.039754,0.039754,0.039754,0.039754,0.039754
3545,CCL3,0.006663,0.006663,0.006663,0.006663,0.006663,0.006663,0.006663
3546,CCL3L3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3547,CCL4,0.126993,0.126993,0.126993,0.126993,0.126993,0.126993,0.126993
3548,CCL4L2,0.088621,0.088621,0.088621,0.088621,0.088621,0.088621,0.088621
3549,CCL5,11.884367999999998,11.884367999999998,11.884367999999998,11.884367999999998,11.884367999999998,11.884367999999998,11.884367999999998
3550,CCL7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3551,CCL8,0.037969,0.037969,0.037969,0.037969,0.037969,0.037969,0.037969
3552,CCM2,0.284889,0.284889,0.284889,0.284889,0.284889,0.284889,0.284889
3553,CCM2L,0.184954,0.184954,0.184954,0.184954,0.184954,0.184954,0.184954
3554,CCN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3555,CCN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3556,CCN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3557,CCN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3558,CCN5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3559,CCN6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3560,CCNA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3561,CCNA2,0.059599,0.059599,0.059599,0.059599,0.059599,0.059599,0.059599
3562,CCNB1,0.0833,0.0833,0.0833,0.0833,0.0833,0.0833,0.0833
3563,CCNB1IP1,0.008059,0.008059,0.008059,0.008059,0.008059,0.008059,0.008059
3564,CCNB1IP1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3565,CCNB1IP1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3566,CCNB1IP1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3567,CCNB2,0.023065,0.023065,0.023065,0.023065,0.023065,0.023065,0.023065
3568,CCNB2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3569,CCNB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3570,CCNB3P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3571,CCNC,0.574263,0.574263,0.574263,0.574263,0.574263,0.574263,0.574263
3572,CCND1,0.480696,0.480696,0.480696,0.480696,0.480696,0.480696,0.480696
3573,CCND2,0.045891,0.045891,0.045891,0.045891,0.045891,0.045891,0.045891
3574,CCND2-AS1,0.001564,0.001564,0.001564,0.001564,0.001564,0.001564,0.001564
3575,CCND2P1,0.083256,0.083256,0.083256,0.083256,0.083256,0.083256,0.083256
3576,CCND3,1.212382,1.212382,1.212382,1.212382,1.212382,1.212382,1.212382
3577,CCND3P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3578,CCND3P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3579,CCNDBP1,0.620662,0.620662,0.620662,0.620662,0.620662,0.620662,0.620662
3580,CCNE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3581,CCNE2,0.07021,0.07021,0.07021,0.07021,0.07021,0.07021,0.07021
3582,CCNF,0.000318,0.000318,0.000318,0.000318,0.000318,0.000318,0.000318
3583,CCNG1,0.690301,0.690301,0.690301,0.690301,0.690301,0.690301,0.690301
3584,CCNG1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3585,CCNG2,0.222777,0.222777,0.222777,0.222777,0.222777,0.222777,0.222777
3586,CCNG2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3587,CCNH,0.049496,0.049496,0.049496,0.049496,0.049496,0.049496,0.049496
3588,CCNHP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3589,CCNI,6.826819,6.826819,6.826819,6.826819,6.826819,6.826819,6.826819
3590,CCNI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3591,CCNJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3592,CCNJL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3593,CCNJP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3594,CCNJP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3595,CCNK,0.053005,0.053005,0.053005,0.053005,0.053005,0.053005,0.053005
3596,CCNL1,0.436891,0.436891,0.436891,0.436891,0.436891,0.436891,0.436891
3597,CCNL2,0.003547,0.003547,0.003547,0.003547,0.003547,0.003547,0.003547
3598,CCNL2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3599,CCNO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,CCNP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3601,CCNQ,0.150595,0.150595,0.150595,0.150595,0.150595,0.150595,0.150595
3602,CCNQP1,0.001703,0.001703,0.001703,0.001703,0.001703,0.001703,0.001703
3603,CCNQP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3604,CCNQP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3605,CCNT1,0.17016,0.17016,0.17016,0.17016,0.17016,0.17016,0.17016
3606,CCNT2,0.164818,0.164818,0.164818,0.164818,0.164818,0.164818,0.164818
3607,CCNT2-AS1,0.001476,0.001476,0.001476,0.001476,0.001476,0.001476,0.001476
3608,CCNT2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3609,CCNY,0.035245,0.035245,0.035245,0.035245,0.035245,0.035245,0.035245
3610,CCNYL1,0.277443,0.277443,0.277443,0.277443,0.277443,0.277443,0.277443
3611,CCNYL2,0.000485,0.000485,0.000485,0.000485,0.000485,0.000485,0.000485
3612,CCNYL3,0.000286,0.000286,0.000286,0.000286,0.000286,0.000286,0.000286
3613,CCNYL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3614,CCNYL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3615,CCNYL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3616,CCNYL7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3617,CCP110,0.035012,0.035012,0.035012,0.035012,0.035012,0.035012,0.035012
3618,CCPG1,0.02587,0.02587,0.02587,0.02587,0.02587,0.02587,0.02587
3619,CCR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3620,CCR10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3621,CCR12P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3622,CCR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3623,CCR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3624,CCR4,0.037427,0.037427,0.037427,0.037427,0.037427,0.037427,0.037427
3625,CCR5,0.030515,0.030515,0.030515,0.030515,0.030515,0.030515,0.030515
3626,CCR5AS,0.004529,0.004529,0.004529,0.004529,0.004529,0.004529,0.004529
3627,CCR6,0.013563,0.013563,0.013563,0.013563,0.013563,0.013563,0.013563
3628,CCR7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3629,CCR8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3630,CCR9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3631,CCRL2,0.198113,0.198113,0.198113,0.198113,0.198113,0.198113,0.198113
3632,CCS,0.108955,0.108955,0.108955,0.108955,0.108955,0.108955,0.108955
3633,CCSAP,0.060794,0.060794,0.060794,0.060794,0.060794,0.060794,0.060794
3634,CCSER1,0.011999,0.011999,0.011999,0.011999,0.011999,0.011999,0.011999
3635,CCSER2,0.672268,0.672268,0.672268,0.672268,0.672268,0.672268,0.672268
3636,CCT2,0.305217,0.305217,0.305217,0.305217,0.305217,0.305217,0.305217
3637,CCT3,0.400556,0.400556,0.400556,0.400556,0.400556,0.400556,0.400556
3638,CCT3P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3639,CCT4,0.067246,0.067246,0.067246,0.067246,0.067246,0.067246,0.067246
3640,CCT4P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3641,CCT4P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3642,CCT5,0.016596,0.016596,0.016596,0.016596,0.016596,0.016596,0.016596
3643,CCT5-2P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3644,CCT5P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3645,CCT5P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3646,CCT6A,0.402263,0.402263,0.402263,0.402263,0.402263,0.402263,0.402263
3647,CCT6B,0.202675,0.202675,0.202675,0.202675,0.202675,0.202675,0.202675
3648,CCT6P1,0.00908,0.00908,0.00908,0.00908,0.00908,0.00908,0.00908
3649,CCT6P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3650,CCT6P3,0.020151,0.020151,0.020151,0.020151,0.020151,0.020151,0.020151
3651,CCT6P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3652,CCT6P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3653,CCT7,0.399851,0.399851,0.399851,0.399851,0.399851,0.399851,0.399851
3654,CCT7P1,0.009796,0.009796,0.009796,0.009796,0.009796,0.009796,0.009796
3655,CCT7P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3656,CCT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3657,CCT8L1P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3658,CCT8L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3659,CCT8P1,0.053667,0.053667,0.053667,0.053667,0.053667,0.053667,0.053667
3660,CCZ1,0.414211,0.414211,0.414211,0.414211,0.414211,0.414211,0.414211
3661,CCZ1B,0.013584,0.013584,0.013584,0.013584,0.013584,0.013584,0.013584
3662,CCZ1P-OR7E38P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3663,CCZ1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3664,CD101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3665,CD101-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3666,CD109,0.020894,0.020894,0.020894,0.020894,0.020894,0.020894,0.020894
3667,CD109-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3668,CD14,0.185183,0.185183,0.185183,0.185183,0.185183,0.185183,0.185183
3669,CD151,0.279425,0.279425,0.279425,0.279425,0.279425,0.279425,0.279425
3670,CD160,0.283369,0.283369,0.283369,0.283369,0.283369,0.283369,0.283369
3671,CD163,0.04079,0.04079,0.04079,0.04079,0.04079,0.04079,0.04079
3672,CD163L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3673,CD164,0.818822,0.818822,0.818822,0.818822,0.818822,0.818822,0.818822
3674,CD164L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3675,CD177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3676,CD177P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3677,CD180,0.063039,0.063039,0.063039,0.063039,0.063039,0.063039,0.063039
3678,CD19,0.030618,0.030618,0.030618,0.030618,0.030618,0.030618,0.030618
3679,CD1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3680,CD1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3681,CD1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3682,CD1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3683,CD1E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3684,CD2,0.333254,0.333254,0.333254,0.333254,0.333254,0.333254,0.333254
3685,CD200,0.00508,0.00508,0.00508,0.00508,0.00508,0.00508,0.00508
3686,CD200R1,0.007454,0.007454,0.007454,0.007454,0.007454,0.007454,0.007454
3687,CD200R1L,0.000636,0.000636,0.000636,0.000636,0.000636,0.000636,0.000636
3688,CD200R1L-AS1,0.009548,0.009548,0.009548,0.009548,0.009548,0.009548,0.009548
3689,CD207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3690,CD209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3691,CD22,0.043222,0.043222,0.043222,0.043222,0.043222,0.043222,0.043222
3692,CD226,0.196932,0.196932,0.196932,0.196932,0.196932,0.196932,0.196932
3693,CD24,0.059525,0.059525,0.059525,0.059525,0.059525,0.059525,0.059525
3694,CD244,0.268437,0.268437,0.268437,0.268437,0.268437,0.268437,0.268437
3695,CD247,0.366455,0.366455,0.366455,0.366455,0.366455,0.366455,0.366455
3696,CD248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3697,CD24P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3698,CD24P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3699,CD24P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700,CD24P4,0.068651,0.068651,0.068651,0.068651,0.068651,0.068651,0.068651
3701,CD27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3702,CD27-AS1,0.016826,0.016826,0.016826,0.016826,0.016826,0.016826,0.016826
3703,CD274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3704,CD276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3705,CD28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3706,CD2AP,0.614345,0.614345,0.614345,0.614345,0.614345,0.614345,0.614345
3707,CD2BP2,0.085804,0.085804,0.085804,0.085804,0.085804,0.085804,0.085804
3708,CD300A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3709,CD300C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3710,CD300E,0.008216,0.008216,0.008216,0.008216,0.008216,0.008216,0.008216
3711,CD300H,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3712,CD300LB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3713,CD300LD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3714,CD300LD-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3715,CD300LF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3716,CD300LG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3717,CD302,0.084577,0.084577,0.084577,0.084577,0.084577,0.084577,0.084577
3718,CD320,0.002875,0.002875,0.002875,0.002875,0.002875,0.002875,0.002875
3719,CD33,0.63725,0.63725,0.63725,0.63725,0.63725,0.63725,0.63725
3720,CD34,0.033945,0.033945,0.033945,0.033945,0.033945,0.033945,0.033945
3721,CD36,2.235153,2.235153,2.235153,2.235153,2.235153,2.235153,2.235153
3722,CD37,3.566076,3.566076,3.566076,3.566076,3.566076,3.566076,3.566076
3723,CD38,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188
3724,CD3D,0.331157,0.331157,0.331157,0.331157,0.331157,0.331157,0.331157
3725,CD3E,0.056771,0.056771,0.056771,0.056771,0.056771,0.056771,0.056771
3726,CD3G,0.119144,0.119144,0.119144,0.119144,0.119144,0.119144,0.119144
3727,CD4,0.007491,0.007491,0.007491,0.007491,0.007491,0.007491,0.007491
3728,CD40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3729,CD40LG,0.040285,0.040285,0.040285,0.040285,0.040285,0.040285,0.040285
3730,CD44,0.491168,0.491168,0.491168,0.491168,0.491168,0.491168,0.491168
3731,CD44-AS1,0.006008,0.006008,0.006008,0.006008,0.006008,0.006008,0.006008
3732,CD44-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3733,CD46,0.141785,0.141785,0.141785,0.141785,0.141785,0.141785,0.141785
3734,CD46P1,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664,0.003664
3735,CD47,0.120188,0.120188,0.120188,0.120188,0.120188,0.120188,0.120188
3736,CD48,3.67846,3.67846,3.67846,3.67846,3.67846,3.67846,3.67846
3737,CD5,0.014196,0.014196,0.014196,0.014196,0.014196,0.014196,0.014196
3738,CD52,15.981326,15.981326,15.981326,15.981326,15.981326,15.981326,15.981326
3739,CD53,2.506299,2.506299,2.506299,2.506299,2.506299,2.506299,2.506299
3740,CD55,0.745099,0.745099,0.745099,0.745099,0.745099,0.745099,0.745099
3741,CD58,0.010829,0.010829,0.010829,0.010829,0.010829,0.010829,0.010829
3742,CD59,0.251711,0.251711,0.251711,0.251711,0.251711,0.251711,0.251711
3743,CD5L,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3744,CD6,0.034815,0.034815,0.034815,0.034815,0.034815,0.034815,0.034815
3745,CD63,1.433986,1.433986,1.433986,1.433986,1.433986,1.433986,1.433986
3746,CD68,0.701342,0.701342,0.701342,0.701342,0.701342,0.701342,0.701342
3747,CD69,0.055849,0.055849,0.055849,0.055849,0.055849,0.055849,0.055849
3748,CD7,0.00209,0.00209,0.00209,0.00209,0.00209,0.00209,0.00209
3749,CD70,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359
3750,CD72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3751,CD74,2.674836,2.674836,2.674836,2.674836,2.674836,2.674836,2.674836
3752,CD79A,0.086703,0.086703,0.086703,0.086703,0.086703,0.086703,0.086703
3753,CD79B,0.082937,0.082937,0.082937,0.082937,0.082937,0.082937,0.082937
3754,CD80,0.001997,0.001997,0.001997,0.001997,0.001997,0.001997,0.001997
3755,CD81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3756,CD81-AS1,0.000391,0.000391,0.000391,0.000391,0.000391,0.000391,0.000391
3757,CD82,0.064939,0.064939,0.064939,0.064939,0.064939,0.064939,0.064939
3758,CD83,0.002493,0.002493,0.002493,0.002493,0.002493,0.002493,0.002493
3759,CD83P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3760,CD84,0.038005,0.038005,0.038005,0.038005,0.038005,0.038005,0.038005
3761,CD86,0.003842,0.003842,0.003842,0.003842,0.003842,0.003842,0.003842
3762,CD8A,0.05738,0.05738,0.05738,0.05738,0.05738,0.05738,0.05738
3763,CD8B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3764,CD8B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3765,CD9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3766,CD93,0.026057,0.026057,0.026057,0.026057,0.026057,0.026057,0.026057
3767,CD96,0.134071,0.134071,0.134071,0.134071,0.134071,0.134071,0.134071
3768,CD99,0.404168,0.404168,0.404168,0.404168,0.404168,0.404168,0.404168
3769,CD99L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3770,CD99P1,0.000679,0.000679,0.000679,0.000679,0.000679,0.000679,0.000679
3771,CD99P1_1,0.00233,0.00233,0.00233,0.00233,0.00233,0.00233,0.00233
3772,CD99_1,0.514149,0.514149,0.514149,0.514149,0.514149,0.514149,0.514149
3773,CDA,0.023474,0.023474,0.023474,0.023474,0.023474,0.023474,0.023474
3774,CDADC1,0.000901,0.000901,0.000901,0.000901,0.000901,0.000901,0.000901
3775,CDAN1,0.024761,0.024761,0.024761,0.024761,0.024761,0.024761,0.024761
3776,CDC123,0.871197,0.871197,0.871197,0.871197,0.871197,0.871197,0.871197
3777,CDC14A,0.027663,0.027663,0.027663,0.027663,0.027663,0.027663,0.027663
3778,CDC14B,0.342811,0.342811,0.342811,0.342811,0.342811,0.342811,0.342811
3779,CDC14BL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3780,CDC14C,0.032444,0.032444,0.032444,0.032444,0.032444,0.032444,0.032444
3781,CDC16,0.59985,0.59985,0.59985,0.59985,0.59985,0.59985,0.59985
3782,CDC20,0.00853,0.00853,0.00853,0.00853,0.00853,0.00853,0.00853
3783,CDC20B,4.6e-05,4.6e-05,4.6e-05,4.6e-05,4.6e-05,4.6e-05,4.6e-05
3784,CDC20P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3785,CDC23,0.017623,0.017623,0.017623,0.017623,0.017623,0.017623,0.017623
3786,CDC25A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3787,CDC25B,0.254274,0.254274,0.254274,0.254274,0.254274,0.254274,0.254274
3788,CDC25C,0.062498,0.062498,0.062498,0.062498,0.062498,0.062498,0.062498
3789,CDC26,0.519941,0.519941,0.519941,0.519941,0.519941,0.519941,0.519941
3790,CDC26P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3791,CDC27,0.936689,0.936689,0.936689,0.936689,0.936689,0.936689,0.936689
3792,CDC27P1,0.182721,0.182721,0.182721,0.182721,0.182721,0.182721,0.182721
3793,CDC27P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3794,CDC34,1.458051,1.458051,1.458051,1.458051,1.458051,1.458051,1.458051
3795,CDC37,0.063288,0.063288,0.063288,0.063288,0.063288,0.063288,0.063288
3796,CDC37L1,0.010728,0.010728,0.010728,0.010728,0.010728,0.010728,0.010728
3797,CDC37L1-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3798,CDC37P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3799,CDC37P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3800,CDC40,0.161707,0.161707,0.161707,0.161707,0.161707,0.161707,0.161707
3801,CDC42,1.18133,1.18133,1.18133,1.18133,1.18133,1.18133,1.18133
3802,CDC42BPA,0.066136,0.066136,0.066136,0.066136,0.066136,0.066136,0.066136
3803,CDC42BPB,0.098336,0.098336,0.098336,0.098336,0.098336,0.098336,0.098336
3804,CDC42BPG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3805,CDC42EP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3806,CDC42EP2,0.075736,0.075736,0.075736,0.075736,0.075736,0.075736,0.075736
3807,CDC42EP3,0.225198,0.225198,0.225198,0.225198,0.225198,0.225198,0.225198
3808,CDC42EP3P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3809,CDC42EP4,0.048727,0.048727,0.048727,0.048727,0.048727,0.048727,0.048727
3810,CDC42EP5,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611,0.000611
3811,CDC42P1,0.007773,0.007773,0.007773,0.007773,0.007773,0.007773,0.007773
3812,CDC42P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3813,CDC42P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3814,CDC42P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3815,CDC42P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3816,CDC42P6,0.069191,0.069191,0.069191,0.069191,0.069191,0.069191,0.069191
3817,CDC42SE1,0.614086,0.614086,0.614086,0.614086,0.614086,0.614086,0.614086
3818,CDC42SE2,1.193053,1.193053,1.193053,1.193053,1.193053,1.193053,1.193053
3819,CDC45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3820,CDC5L,0.356851,0.356851,0.356851,0.356851,0.356851,0.356851,0.356851
3821,CDC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3822,CDC7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3823,CDC73,0.256341,0.256341,0.256341,0.256341,0.256341,0.256341,0.256341
3824,CDCA2,0.010245,0.010245,0.010245,0.010245,0.010245,0.010245,0.010245
3825,CDCA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3826,CDCA4,0.007534,0.007534,0.007534,0.007534,0.007534,0.007534,0.007534
3827,CDCA4P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3828,CDCA4P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3829,CDCA4P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3830,CDCA4P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3831,CDCA5,0.137233,0.137233,0.137233,0.137233,0.137233,0.137233,0.137233
3832,CDCA7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3833,CDCA7L,0.018715,0.018715,0.018715,0.018715,0.018715,0.018715,0.018715
3834,CDCA8,0.086643,0.086643,0.086643,0.086643,0.086643,0.086643,0.086643
3835,CDCP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3836,CDCP2,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206
3837,CDH1,0.000667,0.000667,0.000667,0.000667,0.000667,0.000667,0.000667
3838,CDH10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3839,CDH11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3840,CDH12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3841,CDH12P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3842,CDH12P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3843,CDH12P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3844,CDH12P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3845,CDH13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3846,CDH15,0.006269,0.006269,0.006269,0.006269,0.006269,0.006269,0.006269
3847,CDH16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3848,CDH17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3849,CDH18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3850,CDH18-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3851,CDH19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3852,CDH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3853,CDH20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3854,CDH22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3855,CDH23,0.000472,0.000472,0.000472,0.000472,0.000472,0.000472,0.000472
3856,CDH23-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3857,CDH24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3858,CDH26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3859,CDH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3860,CDH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3861,CDH5,0.092035,0.092035,0.092035,0.092035,0.092035,0.092035,0.092035
