,Gene Name,SGI75460067_x,SGI75460067_y,SGI75460068,SGI75460075,SGI75460076,SGI75460103,SGI75460104
28344,POU5F1P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28345,POU5F1P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28346,POU5F1P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28347,POU5F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28348,POU6F1,0.001018,0.001018,0.001018,0.001018,0.001018,0.001018,0.001018
28349,POU6F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28350,POU6F2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28351,POU6F2-AS2,0.003294,0.003294,0.003294,0.003294,0.003294,0.003294,0.003294
28352,PP12613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28353,PP1P,0.014684,0.014684,0.014684,0.014684,0.014684,0.014684,0.014684
28354,PP2D1,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05
28355,PP7080,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28356,PPA1,0.838908,0.838908,0.838908,0.838908,0.838908,0.838908,0.838908
28357,PPA2,0.307514,0.307514,0.307514,0.307514,0.307514,0.307514,0.307514
28358,PPAN,0.030172,0.030172,0.030172,0.030172,0.030172,0.030172,0.030172
28359,PPAN-P2RY11,0.004498,0.004498,0.004498,0.004498,0.004498,0.004498,0.004498
28360,PPARA,0.007519,0.007519,0.007519,0.007519,0.007519,0.007519,0.007519
28361,PPARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28362,PPARG,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417,0.00417
28363,PPARGC1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28364,PPARGC1B,0.00541,0.00541,0.00541,0.00541,0.00541,0.00541,0.00541
28365,PPAT,0.010007,0.010007,0.010007,0.010007,0.010007,0.010007,0.010007
28366,PPATP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28367,PPATP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28368,PPBP,90.174757,90.174757,90.174757,90.174757,90.174757,90.174757,90.174757
28369,PPBPP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28370,PPBPP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28371,PPCDC,0.001022,0.001022,0.001022,0.001022,0.001022,0.001022,0.001022
28372,PPCS,0.303197,0.303197,0.303197,0.303197,0.303197,0.303197,0.303197
28373,PPDPF,0.622948,0.622948,0.622948,0.622948,0.622948,0.622948,0.622948
28374,PPDPFL,0.000561,0.000561,0.000561,0.000561,0.000561,0.000561,0.000561
28375,PPEF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28376,PPEF1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28377,PPEF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28378,PPFIA1,0.059297,0.059297,0.059297,0.059297,0.059297,0.059297,0.059297
28379,PPFIA1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28380,PPFIA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28381,PPFIA2-AS1,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
28382,PPFIA3,0.007153,0.007153,0.007153,0.007153,0.007153,0.007153,0.007153
28383,PPFIA4,0.000306,0.000306,0.000306,0.000306,0.000306,0.000306,0.000306
28384,PPFIBP1,0.225726,0.225726,0.225726,0.225726,0.225726,0.225726,0.225726
28385,PPFIBP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28386,PPHLN1,0.504784,0.504784,0.504784,0.504784,0.504784,0.504784,0.504784
28387,PPIA,4.274436,4.274436,4.274436,4.274436,4.274436,4.274436,4.274436
28388,PPIAL4A,0.012414,0.012414,0.012414,0.012414,0.012414,0.012414,0.012414
28389,PPIAL4C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28390,PPIAL4D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28391,PPIAL4E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28392,PPIAL4F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28393,PPIAL4G,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28394,PPIAL4H,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28395,PPIAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28396,PPIAP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28397,PPIAP11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28398,PPIAP13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28399,PPIAP14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28400,PPIAP15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28401,PPIAP16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28402,PPIAP17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28403,PPIAP18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28404,PPIAP19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28405,PPIAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28406,PPIAP20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28407,PPIAP21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28408,PPIAP22,0.177594,0.177594,0.177594,0.177594,0.177594,0.177594,0.177594
28409,PPIAP23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28410,PPIAP24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28411,PPIAP25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28412,PPIAP26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28413,PPIAP27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28414,PPIAP28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28415,PPIAP29,0.069566,0.069566,0.069566,0.069566,0.069566,0.069566,0.069566
28416,PPIAP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28417,PPIAP30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28418,PPIAP31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28419,PPIAP35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28420,PPIAP36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28421,PPIAP37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28422,PPIAP38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28423,PPIAP39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28424,PPIAP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28425,PPIAP41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28426,PPIAP42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28427,PPIAP43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28428,PPIAP44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28429,PPIAP45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28430,PPIAP46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28431,PPIAP47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28432,PPIAP48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28433,PPIAP49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28434,PPIAP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28435,PPIAP50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28436,PPIAP51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28437,PPIAP52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28438,PPIAP53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28439,PPIAP54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28440,PPIAP55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28441,PPIAP57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28442,PPIAP58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28443,PPIAP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28444,PPIAP61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28445,PPIAP63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28446,PPIAP65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28447,PPIAP66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28448,PPIAP67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28449,PPIAP68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28450,PPIAP69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28451,PPIAP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28452,PPIAP70,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28453,PPIAP72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28454,PPIAP73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28455,PPIAP74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28456,PPIAP75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28457,PPIAP76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28458,PPIAP77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28459,PPIAP78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28460,PPIAP79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28461,PPIAP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28462,PPIAP80,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28463,PPIAP82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28464,PPIAP83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28465,PPIAP84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28466,PPIAP85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28467,PPIAP86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28468,PPIAP87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28469,PPIAP88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28470,PPIAP89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28471,PPIAP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28472,PPIAP90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28473,PPIAP91,0.017362,0.017362,0.017362,0.017362,0.017362,0.017362,0.017362
28474,PPIAP93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28475,PPIB,0.127792,0.127792,0.127792,0.127792,0.127792,0.127792,0.127792
28476,PPIC,0.008401,0.008401,0.008401,0.008401,0.008401,0.008401,0.008401
28477,PPID,0.423906,0.423906,0.423906,0.423906,0.423906,0.423906,0.423906
28478,PPIE,0.153,0.153,0.153,0.153,0.153,0.153,0.153
28479,PPIEL,0.000633,0.000633,0.000633,0.000633,0.000633,0.000633,0.000633
28480,PPIF,0.274706,0.274706,0.274706,0.274706,0.274706,0.274706,0.274706
28481,PPIG,0.665381,0.665381,0.665381,0.665381,0.665381,0.665381,0.665381
28482,PPIGP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28483,PPIH,0.019431,0.019431,0.019431,0.019431,0.019431,0.019431,0.019431
28484,PPIHP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28485,PPIHP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28486,PPIL1,0.017137,0.017137,0.017137,0.017137,0.017137,0.017137,0.017137
28487,PPIL1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28488,PPIL2,0.099557,0.099557,0.099557,0.099557,0.099557,0.099557,0.099557
28489,PPIL3,0.128146,0.128146,0.128146,0.128146,0.128146,0.128146,0.128146
28490,PPIL4,0.028676,0.028676,0.028676,0.028676,0.028676,0.028676,0.028676
28491,PPIL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28492,PPIP5K1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28493,PPIP5K1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28494,PPIP5K1P1-CATSPER2,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017,0.00017
28495,PPIP5K2,0.126114,0.126114,0.126114,0.126114,0.126114,0.126114,0.126114
28496,PPL,0.036224,0.036224,0.036224,0.036224,0.036224,0.036224,0.036224
28497,PPM1A,0.509744,0.509744,0.509744,0.509744,0.509744,0.509744,0.509744
28498,PPM1AP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28499,PPM1B,0.515163,0.515163,0.515163,0.515163,0.515163,0.515163,0.515163
28500,PPM1D,0.014871,0.014871,0.014871,0.014871,0.014871,0.014871,0.014871
28501,PPM1E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28502,PPM1F,0.152585,0.152585,0.152585,0.152585,0.152585,0.152585,0.152585
28503,PPM1F-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28504,PPM1G,0.067425,0.067425,0.067425,0.067425,0.067425,0.067425,0.067425
28505,PPM1H,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28506,PPM1J,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28507,PPM1K,0.097642,0.097642,0.097642,0.097642,0.097642,0.097642,0.097642
28508,PPM1K-DT,0.001104,0.001104,0.001104,0.001104,0.001104,0.001104,0.001104
28509,PPM1L,0.001258,0.001258,0.001258,0.001258,0.001258,0.001258,0.001258
28510,PPM1M,0.164373,0.164373,0.164373,0.164373,0.164373,0.164373,0.164373
28511,PPM1N,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28512,PPME1,0.121114,0.121114,0.121114,0.121114,0.121114,0.121114,0.121114
28513,PPOX,0.114469,0.114469,0.114469,0.114469,0.114469,0.114469,0.114469
28514,PPP1CA,0.356575,0.356575,0.356575,0.356575,0.356575,0.356575,0.356575
28515,PPP1CB,0.410619,0.410619,0.410619,0.410619,0.410619,0.410619,0.410619
28516,PPP1CC,1.146311,1.146311,1.146311,1.146311,1.146311,1.146311,1.146311
28517,PPP1R10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28518,PPP1R10P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28519,PPP1R11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28520,PPP1R11P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28521,PPP1R11P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28522,PPP1R12A,0.052968,0.052968,0.052968,0.052968,0.052968,0.052968,0.052968
28523,PPP1R12A-AS1,0.002338,0.002338,0.002338,0.002338,0.002338,0.002338,0.002338
28524,PPP1R12B,0.012231,0.012231,0.012231,0.012231,0.012231,0.012231,0.012231
28525,PPP1R12BP1,0.000131,0.000131,0.000131,0.000131,0.000131,0.000131,0.000131
28526,PPP1R12BP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28527,PPP1R12C,0.076329,0.076329,0.076329,0.076329,0.076329,0.076329,0.076329
28528,PPP1R13B,0.003596,0.003596,0.003596,0.003596,0.003596,0.003596,0.003596
28529,PPP1R13B-DT,0.000406,0.000406,0.000406,0.000406,0.000406,0.000406,0.000406
28530,PPP1R13L,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28531,PPP1R14A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28532,PPP1R14B,0.380352,0.380352,0.380352,0.380352,0.380352,0.380352,0.380352
28533,PPP1R14B-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28534,PPP1R14BP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28535,PPP1R14BP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28536,PPP1R14BP3,0.043458,0.043458,0.043458,0.043458,0.043458,0.043458,0.043458
28537,PPP1R14BP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28538,PPP1R14BP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28539,PPP1R14C,0.001158,0.001158,0.001158,0.001158,0.001158,0.001158,0.001158
28540,PPP1R14D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28541,PPP1R15A,0.128203,0.128203,0.128203,0.128203,0.128203,0.128203,0.128203
28542,PPP1R15B,0.20964,0.20964,0.20964,0.20964,0.20964,0.20964,0.20964
28543,PPP1R16A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28544,PPP1R16B,0.114927,0.114927,0.114927,0.114927,0.114927,0.114927,0.114927
28545,PPP1R17,0.117401,0.117401,0.117401,0.117401,0.117401,0.117401,0.117401
28546,PPP1R18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28547,PPP1R1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28548,PPP1R1AP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28549,PPP1R1AP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28550,PPP1R1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28551,PPP1R1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28552,PPP1R2,0.363199,0.363199,0.363199,0.363199,0.363199,0.363199,0.363199
28553,PPP1R21,0.580562,0.580562,0.580562,0.580562,0.580562,0.580562,0.580562
28554,PPP1R26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28555,PPP1R26-AS1,0.000184,0.000184,0.000184,0.000184,0.000184,0.000184,0.000184
28556,PPP1R26P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28557,PPP1R26P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28558,PPP1R26P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28559,PPP1R26P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28560,PPP1R26P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28561,PPP1R27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28562,PPP1R2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28563,PPP1R2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28564,PPP1R2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28565,PPP1R2P10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28566,PPP1R2P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28567,PPP1R2P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28568,PPP1R2P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28569,PPP1R2P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28570,PPP1R2P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28571,PPP1R32,0.001386,0.001386,0.001386,0.001386,0.001386,0.001386,0.001386
28572,PPP1R35,0.039189,0.039189,0.039189,0.039189,0.039189,0.039189,0.039189
28573,PPP1R36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28574,PPP1R37,0.002996,0.002996,0.002996,0.002996,0.002996,0.002996,0.002996
28575,PPP1R3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28576,PPP1R3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28577,PPP1R3C,0.032933,0.032933,0.032933,0.032933,0.032933,0.032933,0.032933
28578,PPP1R3D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28579,PPP1R3E,0.026179,0.026179,0.026179,0.026179,0.026179,0.026179,0.026179
28580,PPP1R3F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28581,PPP1R3G,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28582,PPP1R42,6e-06,6e-06,6e-06,6e-06,6e-06,6e-06,6e-06
28583,PPP1R7,0.231777,0.231777,0.231777,0.231777,0.231777,0.231777,0.231777
28584,PPP1R8,0.002395,0.002395,0.002395,0.002395,0.002395,0.002395,0.002395
28585,PPP1R8P1,0.001692,0.001692,0.001692,0.001692,0.001692,0.001692,0.001692
28586,PPP1R9A,0.028625,0.028625,0.028625,0.028625,0.028625,0.028625,0.028625
28587,PPP1R9B,0.101691,0.101691,0.101691,0.101691,0.101691,0.101691,0.101691
28588,PPP2CA,0.357691,0.357691,0.357691,0.357691,0.357691,0.357691,0.357691
28589,PPP2CB,0.004155,0.004155,0.004155,0.004155,0.004155,0.004155,0.004155
28590,PPP2CBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28591,PPP2R1A,0.090783,0.090783,0.090783,0.090783,0.090783,0.090783,0.090783
28592,PPP2R1B,0.169458,0.169458,0.169458,0.169458,0.169458,0.169458,0.169458
28593,PPP2R2A,0.196366,0.196366,0.196366,0.196366,0.196366,0.196366,0.196366
28594,PPP2R2B,0.004655,0.004655,0.004655,0.004655,0.004655,0.004655,0.004655
28595,PPP2R2B-IT1,0.002362,0.002362,0.002362,0.002362,0.002362,0.002362,0.002362
28596,PPP2R2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28597,PPP2R2D,0.091867,0.091867,0.091867,0.091867,0.091867,0.091867,0.091867
28598,PPP2R2DP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28599,PPP2R3A,0.005484,0.005484,0.005484,0.005484,0.005484,0.005484,0.005484
28600,PPP2R3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28601,PPP2R3B_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28602,PPP2R3C,0.534003,0.534003,0.534003,0.534003,0.534003,0.534003,0.534003
28603,PPP2R5A,0.638757,0.638757,0.638757,0.638757,0.638757,0.638757,0.638757
28604,PPP2R5B,0.013829,0.013829,0.013829,0.013829,0.013829,0.013829,0.013829
28605,PPP2R5C,1.029547,1.029547,1.029547,1.029547,1.029547,1.029547,1.029547
28606,PPP2R5CP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28607,PPP2R5D,0.005409,0.005409,0.005409,0.005409,0.005409,0.005409,0.005409
28608,PPP2R5E,0.295458,0.295458,0.295458,0.295458,0.295458,0.295458,0.295458
28609,PPP3CA,0.007289,0.007289,0.007289,0.007289,0.007289,0.007289,0.007289
28610,PPP3CB,0.212248,0.212248,0.212248,0.212248,0.212248,0.212248,0.212248
28611,PPP3CB-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28612,PPP3CC,0.205304,0.205304,0.205304,0.205304,0.205304,0.205304,0.205304
28613,PPP3R1,0.067577,0.067577,0.067577,0.067577,0.067577,0.067577,0.067577
28614,PPP3R2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28615,PPP4C,0.04932,0.04932,0.04932,0.04932,0.04932,0.04932,0.04932
28616,PPP4R1,0.623244,0.623244,0.623244,0.623244,0.623244,0.623244,0.623244
28617,PPP4R1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28618,PPP4R1L,0.000169,0.000169,0.000169,0.000169,0.000169,0.000169,0.000169
28619,PPP4R2,0.013271,0.013271,0.013271,0.013271,0.013271,0.013271,0.013271
28620,PPP4R3A,0.453105,0.453105,0.453105,0.453105,0.453105,0.453105,0.453105
28621,PPP4R3B,0.893263,0.893263,0.893263,0.893263,0.893263,0.893263,0.893263
28622,PPP4R3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28623,PPP4R4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28624,PPP5C,2.35806,2.35806,2.35806,2.35806,2.35806,2.35806,2.35806
28625,PPP5D1P,0.000126,0.000126,0.000126,0.000126,0.000126,0.000126,0.000126
28626,PPP6C,0.488308,0.488308,0.488308,0.488308,0.488308,0.488308,0.488308
28627,PPP6CP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28628,PPP6R1,0.371204,0.371204,0.371204,0.371204,0.371204,0.371204,0.371204
28629,PPP6R2,0.157482,0.157482,0.157482,0.157482,0.157482,0.157482,0.157482
28630,PPP6R2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28631,PPP6R3,0.311028,0.311028,0.311028,0.311028,0.311028,0.311028,0.311028
28632,PPRC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28633,PPT1,0.018933,0.018933,0.018933,0.018933,0.018933,0.018933,0.018933
28634,PPT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28635,PPT2-EGFL8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28636,PPTC7,0.214455,0.214455,0.214455,0.214455,0.214455,0.214455,0.214455
28637,PPWD1,0.173637,0.173637,0.173637,0.173637,0.173637,0.173637,0.173637
28638,PPY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28639,PPY2P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28640,PQBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28641,PRAC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28642,PRAC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28643,PRADC1,0.003954,0.003954,0.003954,0.003954,0.003954,0.003954,0.003954
28644,PRADC1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28645,PRAF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28646,PRAG1,0.004083,0.004083,0.004083,0.004083,0.004083,0.004083,0.004083
28647,PRAM1,0.011028,0.011028,0.011028,0.011028,0.011028,0.011028,0.011028
28648,PRAME,0.005401,0.005401,0.005401,0.005401,0.005401,0.005401,0.005401
28649,PRAMEF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28650,PRAMEF10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28651,PRAMEF11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28652,PRAMEF12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28653,PRAMEF13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28654,PRAMEF14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28655,PRAMEF15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28656,PRAMEF17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28657,PRAMEF18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28658,PRAMEF19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28659,PRAMEF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28660,PRAMEF20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28661,PRAMEF25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28662,PRAMEF26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28663,PRAMEF27,0.000172,0.000172,0.000172,0.000172,0.000172,0.000172,0.000172
28664,PRAMEF29P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28665,PRAMEF30P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28666,PRAMEF31P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28667,PRAMEF32P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28668,PRAMEF33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28669,PRAMEF34P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28670,PRAMEF35P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28671,PRAMEF36P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28672,PRAMEF4,8.7e-05,8.7e-05,8.7e-05,8.7e-05,8.7e-05,8.7e-05,8.7e-05
28673,PRAMEF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28674,PRAMEF6,0.001113,0.001113,0.001113,0.001113,0.001113,0.001113,0.001113
28675,PRAMEF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28676,PRAMEF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28677,PRAMEF9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28678,PRAMENP,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016
28679,PRANCR,0.004997,0.004997,0.004997,0.004997,0.004997,0.004997,0.004997
28680,PRAP1,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244
28681,PRB1,0.002679,0.002679,0.002679,0.002679,0.002679,0.002679,0.002679
