Gene Name	fr	rf	star
ACADS	22	22	27
ACADSB	124	124	69
ACADVL	217	218	226
ACAN	0	0	0
ACAP1	0	0	100
ACAP2	663	663	674
ACAP3	16	16	23
ACAT1	56	56	47
ACAT2	37	37	39
ACBD3	349	349	353
ACBD3-AS1	1	1	0
ACBD4	8	8	8
ACBD5	57	57	57
ACBD6	118	118	117
ACBD7	3	3	3
ACBD7-DCLRE1CP1	0	0	0
ACCS	15	15	16
ACCSL	0	0	0
ACD	11	11	12
ACE	10	10	11
ACE2	4	4	2
ACE3P	1	1	0
ACER1	0	0	0
ACER2	79	80	84
ACER2P1	3	2	0
ACER3	73	73	73
ACHE	44	44	49
ACIN1	306	306	318
ACKR1	37	37	37
ACKR2	1	1	1
ACKR3	0	0	0
ACKR4	1	1	0
ACKR4P1	0	0	0
ACLY	131	131	132
ACMSD	0	0	0
ACNATP	0	0	0
ACO1	21	21	23
ACO2	99	100	108
ACOD1	0	0	0
ACOT1	13	13	0
ACOT11	6	6	7
ACOT12	0	0	0
ACOT13	32	32	33
ACOT2	21	21	21
ACOT4	3	3	3
ACOT6	1	1	1
ACOT7	47	47	47
ACOT8	4	4	3
ACOT9	75	75	67
ACOX1	210	210	223
ACOX2	0	0	0
ACOX3	26	26	26
ACOXL	0	0	0
ACOXL-AS1	1	1	0
ACP1	757	757	765
ACP2	3	3	3
ACP3	16	16	16
ACP4	0	0	0
ACP5	20	20	25
ACP6	0	0	0
ACP7	0	0	0
ACR	1	1	0
ACRBP	1298	1298	1323
ACRP1	1	1	0
ACRV1	0	0	0
ACSBG1	6	6	6
ACSBG2	0	0	0
ACSF2	34	34	35
ACSF3	14	14	14
ACSL1	349	349	372
ACSL3	94	94	102
ACSL4	324	324	329
ACSL5	93	92	104
ACSL6	212	212	208
ACSM1	0	0	0
ACSM2A	3	3	3
ACSM2B	7	7	6
ACSM3	42	42	43
ACSM4	1	1	1
ACSM5	4	4	6
ACSM5P1	0	0	1
ACSM6	0	0	0
ACSS1	77	77	80
ACSS2	19	19	19
ACSS3	2	2	2
ACTA1	1	1	0
ACTA2	1	1	3
ACTA2-AS1	32	32	32
ACTB	25258	25241	25563
ACTBL2	0	0	0
ACTBP1	0	0	0
ACTBP10	1	1	0
ACTBP11	3	1	0
ACTBP12	0	0	0
ACTBP14	0	0	0
ACTBP15	1	1	0
ACTBP2	19	9	0
ACTBP3	0	0	0
ACTBP4	0	0	1
ACTBP6	0	0	0
ACTBP7	0	0	0
ACTBP8	0	0	0
ACTBP9	0	0	2
ACTC1	0	0	0
ACTE1P	1	1	0
ACTG1	1958	1952	1269
ACTG1P1	0	0	1
ACTG1P10	0	0	0
ACTG1P11	1	1	0
ACTG1P12	0	0	0
ACTG1P13	0	0	0
ACTG1P14	0	0	0
ACTG1P15	0	0	0
ACTG1P16	0	0	0
ACTG1P17	3	3	5
ACTG1P18	0	0	0
ACTG1P19	1	1	0
ACTG1P2	1	1	0
ACTG1P20	0	0	6
ACTG1P21	0	0	0
ACTG1P22	0	0	0
ACTG1P23	0	0	0
ACTG1P24	0	0	0
ACTG1P25	1	1	0
ACTG1P3	0	0	0
ACTG1P4	0	0	0
ACTG1P9	0	0	0
ACTG2	2	2	2
ACTL10	11	11	11
ACTL11P	0	0	0
ACTL6A	56	56	89
ACTL6B	0	0	1
ACTL7A	0	0	0
ACTL7B	0	0	0
ACTL8	0	0	0
ACTL9	0	0	0
ACTN1	800	802	834
ACTN1-DT	0	0	2
ACTN2	3	3	4
ACTN3	1	1	0
ACTN4	0	0	216
ACTN4P1	0	0	0
ACTP1	0	0	0
ACTR10	152	152	184
ACTR1A	165	165	166
ACTR1AP1	0	0	0
ACTR1B	0	0	15
ACTR2	2892	2895	3363
ACTR3	1986	1983	2047
ACTR3-AS1	51	50	63
ACTR3B	44	40	130
ACTR3BP1	0	0	0
ACTR3BP2	0	0	0
ACTR3BP3	0	0	0
ACTR3BP4	0	0	0
ACTR3BP5	0	0	0
ACTR3BP6	0	0	0
ACTR3BP7	0	0	0
ACTR3C	17	21	33
ACTR3P1	0	0	0
ACTR3P2	0	0	0
ACTR3P3	0	0	0
ACTR5	35	35	82
ACTR6	104	104	114
ACTR6P1	0	0	0
ACTR8	105	105	90
ACTRT1	0	0	0
ACTRT1P1	0	0	0
ACTRT2	0	0	0
ACTRT3	0	0	0
ACVR1	109	109	213
ACVR1B	19	19	25
ACVR1C	34	35	43
ACVR2A	255	255	212
ACVR2B	204	163	544
ACVR2B-AS1	0	0	0
ACVRL1	9	9	9
ACY1	2	2	1
ACY3	0	0	0
ACYP1	20	20	20
ACYP2	483	507	451
ADA	33	33	36
ADA2	200	200	218
ADAD1	0	0	0
ADAD1P1	0	0	0
ADAD1P2	0	0	0
ADAD2	0	0	0
ADAL	11	11	12
ADAM10	376	380	398
ADAM11	0	0	0
ADAM12	6	6	7
ADAM15	7	7	8
ADAM17	59	58	50
ADAM18	8	8	1
ADAM19	183	183	193
ADAM1A	1	1	1
ADAM1B	0	0	0
ADAM2	0	0	0
ADAM20	2	2	3
ADAM20P1	2	2	2
ADAM20P2	0	0	0
ADAM20P3	0	0	0
ADAM21	0	0	0
ADAM21P1	0	0	0
ADAM22	0	0	5
ADAM23	14	14	14
ADAM24P	0	0	0
ADAM28	152	152	166
ADAM29	0	0	0
ADAM30	0	0	0
ADAM32	8	7	25
ADAM33	0	0	0
ADAM3A	1	1	1
ADAM3B	0	0	0
ADAM5	4	4	12
ADAM6	0	0	0
ADAM7	2	2	18
ADAM7-AS1	151	154	162
ADAM7-AS2	0	0	0
ADAM8	215	215	260
ADAM9	58	58	81
ADAMDEC1	1	1	3
ADAMTS1	0	0	0
ADAMTS10	0	0	0
ADAMTS12	0	0	0
ADAMTS13	0	0	0
ADAMTS14	0	0	0
ADAMTS15	0	0	0
ADAMTS16	0	0	0
ADAMTS16-DT	0	0	0
ADAMTS17	3	3	4
ADAMTS18	0	0	1
ADAMTS19	0	0	0
ADAMTS19-AS1	0	0	0
ADAMTS2	1	1	2
ADAMTS20	0	0	0
ADAMTS3	0	0	0
ADAMTS4	7	7	5
ADAMTS5	16	16	16
ADAMTS6	106	106	95
ADAMTS7	0	0	0
ADAMTS7P1	2	2	3
ADAMTS7P3	0	0	0
ADAMTS7P4	5	5	2
ADAMTS8	0	0	0
ADAMTS9	3	3	3
ADAMTS9-AS1	0	0	0
ADAMTS9-AS2	20	24	43
ADAMTSL1	0	0	0
ADAMTSL2	0	0	0
ADAMTSL3	0	0	0
ADAMTSL4	13	13	13
ADAMTSL4-AS1	126	126	141
ADAMTSL5	0	0	0
ADAP1	103	106	120
ADAP2	17	16	11
ADAR	789	789	807
ADARB1	64	64	66
ADARB2	166	168	190
ADARB2-AS1	0	0	3
ADAT1	79	79	93
ADAT2	44	41	40
ADAT3	19	19	1
ADCK1	13	13	13
ADCK2	21	21	21
ADCK5	0	0	0
ADCY1	0	0	0
ADCY10	0	0	0
ADCY10P1	8	8	8
ADCY2	0	0	0
ADCY3	24	24	26
ADCY4	12	10	0
ADCY5	0	0	0
ADCY6	24	24	15
ADCY6-DT	2	2	2
ADCY7	128	128	128
ADCY8	0	0	0
ADCY9	6	6	6
ADCYAP1	0	0	0
ADCYAP1R1	7	7	7
ADD1	754	754	769
ADD2	171	171	172
ADD3	1509	1509	1546
ADD3-AS1	6	7	6
ADGB	9	10	17
ADGB-DT	0	0	0
ADGRA1	0	0	0
ADGRA1-AS1	0	0	0
ADGRA2	9	9	11
ADGRA3	5	5	8
ADGRA3P1	0	0	0
ADGRB1	6	6	6
ADGRB2	0	0	0
ADGRB3	27	30	41
ADGRB3-DT	6	6	6
ADGRD1	0	0	0
ADGRD1-AS1	0	0	0
ADGRD2	0	0	0
ADGRE1	162	158	165
ADGRE2	140	140	138
ADGRE3	47	47	51
ADGRE4P	10	10	9
ADGRE5	553	549	576
ADGRF1	0	0	0
ADGRF2	3	2	2
ADGRF3	9	9	9
ADGRF4	2	2	4
ADGRF5	11	11	11
ADGRF5-AS1	0	0	0
ADGRF5P1	0	0	0
ADGRF5P2	0	0	0
ADGRG1	47	47	55
ADGRG2	0	0	0
ADGRG3	123	123	142
ADGRG4	0	0	0
ADGRG5	23	23	25
ADGRG6	0	0	0
ADGRG7	0	0	0
ADGRL1	0	0	14
ADGRL1-AS1	35	35	0
ADGRL2	6	6	6
ADGRL3	8	8	8
ADGRL3-AS1	13	12	16
ADGRL4	48	48	46
ADGRV1	0	0	0
ADH1A	1	1	1
ADH1B	3	3	5
ADH1C	1	0	0
ADH4	5	5	5
ADH5	113	110	191
ADH5P2	0	0	0
ADH5P3	0	0	0
ADH5P4	4	6	0
ADH5P5	0	0	0
ADH6	0	0	14
ADH7	1	1	0
ADHFE1	16	16	16
ADI1	144	127	74
ADI1P1	0	0	0
ADI1P2	0	0	0
ADI1P3	0	0	0
ADIG	0	0	0
ADIPOQ	4	4	9
ADIPOQ-AS1	1	1	0
ADIPOR1	3785	3785	3845
ADIPOR1P1	0	0	0
ADIPOR1P2	2	2	0
ADIPOR2	0	0	21
ADIRF	10	10	10
ADIRF-AS1	15	12	0
ADK	172	172	174
ADM	47	47	48
ADM2	0	0	0
ADM5	0	0	0
ADNP	446	446	455
ADNP2	24	24	26
ADNP-AS1	2	2	1
ADO	94	94	94
ADORA1	0	0	0
ADORA2A	38	38	39
ADORA2A-AS1	19	19	27
ADORA2B	5	5	7
ADORA2BP1	0	0	0
ADORA3	19	19	19
ADPGK	39	39	35
ADPGK-AS1	0	0	0
ADPRH	31	31	31
ADPRHL1	0	0	0
ADPRM	98	98	100
ADPRS	11	11	11
ADRA1A	0	0	0
ADRA1B	0	0	0
ADRA1D	3	3	15
ADRA2A	3	3	3
ADRA2B	0	0	0
ADRA2C	0	0	0
ADRB1	0	0	12
ADRB2	21	21	21
ADRB3	0	0	0
ADRM1	167	167	170
ADSL	125	125	130
ADSS1	0	0	0
ADSS2	181	180	192
ADTRP	16	16	17
AEBP1	2	2	2
AEBP2	132	132	142
AEN	60	60	60
AFAP1	105	105	106
AFAP1-AS1	11	11	11
AFAP1L1	18	18	19
AFAP1L2	65	65	66
AFDN	125	125	126
AFDN-DT	0	0	0
AFF1	697	698	678
AFF1-AS1	3	3	11
AFF2	82	81	98
AFF3	196	196	215
AFF4	349	349	358
AFG1L	16	16	16
AFG3L1P	36	36	36
AFG3L2	89	89	79
AFG3L2P1	3	3	4
AFM	0	0	0
AFMID	11	11	12
AFP	0	0	0
AFTPH	577	569	630
AFTPH-DT	0	0	0
AGA	14	14	14
AGAP1	0	0	0
AGAP10P	12	8	8
AGAP11	10	8	9
AGAP12P	3	4	0
AGAP13P	4	6	3
AGAP14P	16	15	6
AGAP1-IT1	0	0	0
AGAP2	56	56	59
AGAP2-AS1	0	0	0
AGAP3	6	6	6
AGAP4	2	26	3
AGAP5	21	9	18
AGAP6	17	14	12
AGAP7P	17	21	0
AGAP9	10	7	0
AGBL1	0	0	0
AGBL1-AS1	4	2	3
AGBL2	4	4	2
AGBL3	24	24	26
AGBL4	0	0	0
AGBL4-AS1	7	10	1
AGBL4-IT1	8	8	10
AGBL5	39	39	39
AGBL5-AS1	0	0	1
AGER	0	0	7
AGFG1	648	648	691
AGFG2	23	23	23
AGGF1	195	194	222
AGGF1P1	1	4	0
AGGF1P10	0	1	0
AGGF1P2	14	10	12
AGGF1P3	0	1	0
AGGF1P4	0	0	0
AGGF1P5	0	0	0
AGGF1P6	0	0	0
AGGF1P7	0	0	0
AGGF1P8	1	1	0
AGGF1P9	0	0	0
AGK	7	7	13
AGKP1	0	0	0
AGKP2	0	0	0
AGL	161	161	164
AGMAT	32	32	40
AGMO	0	0	0
AGO1	204	204	212
AGO2	822	821	829
AGO3	165	165	167
AGO4	186	184	114
AGPAT1	41	39	35
AGPAT2	17	17	17
AGPAT3	119	119	134
AGPAT4	143	142	147
AGPAT4-IT1	0	0	0
AGPAT5	39	40	57
AGPAT5P1	0	0	0
AGPS	169	169	178
AGR2	0	0	0
AGR3	0	0	0
AGRN	13	13	13
AGRP	11	11	11
AGT	2	2	2
AGTPBP1	640	640	634
AGTR1	0	0	0
AGTR2	0	0	0
AGTRAP	18	18	23
AGXT	0	0	2
AGXT2	0	0	0
AHCTF1	356	355	356
AHCTF1P1	61	64	1
AHCY	52	52	54
AHCYL1	241	241	244
AHCYL2	37	37	38
AHCYP1	0	0	0
AHCYP2	0	0	0
AHCYP3	0	0	0
AHCYP4	0	0	0
AHCYP5	0	0	0
AHCYP6	1	1	2
AHCYP7	0	0	0
AHCYP8	0	0	0
AHDC1	19	19	22
AHI1	34	34	35
AHI1-DT	18	18	27
AHNAK	2859	2823	2849
AHNAK2	0	0	0
AHR	180	181	208
AHRR	5	5	2
AHSA1	56	56	49
AHSA2P	34	34	96
AHSG	0	0	0
AHSP	711	711	744
AICDA	0	0	0
AIDA	903	941	559
AIDAP1	14	11	0
AIDAP2	3	9	0
AIDAP3	0	0	0
AIF1	0	0	499
AIF1L	61	61	70
AIFM1	20	20	30
AIFM1P1	0	0	0
AIFM2	7	7	8
AIFM3	8	8	4
AIG1	60	60	193
AIG1P1	0	0	0
AIM2	97	97	98
AIMP1	230	230	234
AIMP1P1	0	0	0
AIMP1P2	0	0	0
AIMP2	16	16	16
AIP	105	105	105
AIPL1	2	2	2
AIRE	0	0	0
AIRN	0	0	0
AJAP1	0	0	0
AJM1	5	5	5
AJUBA	1	1	0
AK1	85	85	88
AK2	251	248	262
AK2P1	3	3	0
AK2P2	2	2	0
AK3	259	258	307
AK3P2	0	0	0
AK3P3	0	0	0
AK3P4	0	0	0
AK3P5	0	0	0
AK3P6	0	0	0
AK4	8	11	8
AK4P1	1	3	0
AK4P2	0	0	0
AK4P3	10	3	0
AK4P4	0	0	0
AK4P5	0	0	0
AK4P6	0	0	0
AK5	20	20	23
AK6	20	20	42
AK7	0	0	0
AK8	0	0	0
AK9	47	47	51
AKAIN1	0	0	0
AKAP1	8	8	8
AKAP10	105	105	94
AKAP11	422	422	428
AKAP12	121	121	119
AKAP13	956	956	971
AKAP14	1	1	1
AKAP17A	15	15	0
AKAP17A_1	0	0	0
AKAP17BP	0	0	0
AKAP3	4	4	48
AKAP4	2	2	0
AKAP5	18	18	18
AKAP6	17	17	17
AKAP7	218	218	212
AKAP8	135	135	153
AKAP8L	145	145	160
AKAP8P1	0	0	2
AKAP9	482	484	561
AKIP1	14	14	14
AKIRIN1	277	277	322
AKIRIN1P1	0	0	0
AKIRIN1P2	0	0	0
AKIRIN2	464	464	476
AKIRIN2P1	0	0	0
AKNA	746	746	787
AKNAD1	2	2	0
AKR1A1	77	77	80
AKR1B1	108	108	110
AKR1B10	0	0	0
AKR1B10P1	0	0	0
AKR1B10P2	0	0	0
AKR1B15	3	3	4
AKR1B1P1	0	0	0
AKR1B1P2	0	0	0
AKR1B1P3	0	0	0
AKR1B1P4	0	0	0
AKR1B1P5	0	0	0
AKR1B1P6	0	0	0
AKR1B1P7	0	0	0
AKR1B1P8	0	0	0
AKR1C1	45	43	23
AKR1C2	9	12	13
AKR1C3	35	35	41
AKR1C4	0	0	0
AKR1C6P	0	0	0
AKR1C7P	3	3	5
AKR1C8	0	0	0
AKR1D1	5	5	5
AKR1D1P1	3	3	317
AKR1E2	0	0	0
AKR7A2	74	74	78
AKR7A2P1	0	0	0
AKR7A2P2	0	0	0
AKR7A3	0	0	0
AKR7L	1	1	1
AKT1	92	92	93
AKT1S1	78	78	73
AKT2	214	214	222
AKT3	401	287	266
AKT3-IT1	0	0	0
AKTIP	43	42	34
ALAD	391	391	394
ALAS1	85	85	80
ALAS2	11944	11945	12037
ALB	192	192	207
ALCAM	123	122	141
ALDH16A1	73	73	75
ALDH18A1	7	7	20
ALDH1A1	76	76	79
ALDH1A2	20	20	21
ALDH1A2-AS1	0	0	3
ALDH1A3	10	10	11
ALDH1A3-AS1	17	17	16
ALDH1B1	11	11	11
ALDH1L1	0	0	0
ALDH1L1-AS1	3	3	3
ALDH1L1-AS2	0	0	1
ALDH1L2	11	11	11
ALDH2	227	227	272
ALDH3A1	0	0	0
ALDH3A2	107	107	109
ALDH3B1	38	38	69
ALDH3B2	0	0	0
ALDH4A1	10	10	8
ALDH5A1	281	280	290
ALDH6A1	35	35	34
ALDH7A1	10	10	15
ALDH7A1P1	2	2	0
ALDH7A1P2	0	0	0
ALDH7A1P3	0	0	0
ALDH7A1P4	0	0	0
ALDH8A1	0	0	0
ALDH9A1	62	62	81
ALDOA	991	991	986
ALDOAP1	1	1	0
ALDOAP2	0	0	0
ALDOB	3	3	5
ALDOC	56	56	56
ALG1	6	6	6
ALG10	14	14	14
ALG10B	3	6	7
ALG11	103	102	105
ALG12	39	39	26
ALG13	121	118	123
ALG14	10	10	11
ALG14-AS1	0	0	1
ALG1L	6	6	7
ALG1L10P	0	0	1
ALG1L11P	0	0	0
ALG1L12P	0	0	0
ALG1L13P	2	4	0
ALG1L15P	0	0	0
ALG1L2	0	0	0
ALG1L3P	0	0	1
ALG1L5P	0	0	0
ALG1L6P	0	0	0
ALG1L7P	2	2	10
ALG1L8P	1	1	0
ALG1L9P	18	18	16
ALG2	56	56	56
ALG3	41	41	41
ALG3P1	0	0	0
ALG5	23	23	23
ALG6	62	62	106
ALG8	47	47	54
ALG9	36	36	39
ALK	0	0	0
ALKAL1	0	0	1
ALKAL2	7	7	7
ALKBH1	23	23	26
ALKBH2	29	29	28
ALKBH3	70	70	70
ALKBH3-AS1	0	0	0
ALKBH4	3	3	3
ALKBH5	351	351	358
ALKBH6	18	18	12
ALKBH7	61	61	61
ALKBH8	32	32	32
ALLC	0	0	0
ALMS1	90	145	52
ALMS1-IT1	2	5	0
ALMS1P1	1	1	0
ALOX12	137	137	142
ALOX12-AS1	47	47	69
ALOX12B	2	2	2
ALOX12P1	0	0	0
ALOX12P2	5	4	16
ALOX15	14	14	19
ALOX15B	6	6	7
ALOX15P1	13	13	5
ALOX15P2	0	0	0
ALOX5	43	43	149
ALOX5AP	155	155	155
ALOXE3	0	0	0
ALOXE3P1	0	0	0
ALPG	0	0	0
ALPI	0	0	0
ALPK1	234	236	242
ALPK2	21	21	28
ALPK3	8	8	7
ALPL	113	113	115
ALPP	0	0	0
ALS2	18	18	15
ALS2CL	7	7	8
ALX1	1	1	2
ALX3	0	0	1
ALX4	0	0	7
ALYREF	22	22	23
AMACR	32	32	33
AMBN	6	6	7
AMBP	1	1	2
AMBRA1	113	113	156
AMD1	977	972	990
AMD1P1	0	0	0
AMD1P2	1	1	0
AMD1P3	1	1	0
AMD1P4	0	0	0
AMDHD1	10	10	8
AMDHD2	10	10	11
AMELX	0	0	0
AMELY	3	3	15
AMER1	47	47	52
AMER2	2	2	1
AMER3	0	0	0
AMFR	533	533	541
AMH	0	0	0
AMHR2	0	0	0
AMIGO1	13	13	13
AMIGO2	48	48	48
AMIGO3	0	0	0
AMMECR1	91	95	105
AMMECR1L	44	47	45
AMMECR1LP1	0	0	0
AMN	0	0	0
AMN1	41	41	44
AMOT	43	43	43
AMOTL1	50	50	51
AMOTL2	1	1	2
AMPD1	3	3	42
AMPD2	289	289	408
AMPD3	50	50	62
AMPH	0	0	0
AMT	8	8	6
AMTN	0	0	0
AMY1A	0	2	0
AMY1B	4	2	0
AMY1C	1	2	0
AMY2A	0	5	0
AMY2B	23	16	20
AMYP1	0	0	0
AMZ1	2	2	4
AMZ2	121	121	122
AMZ2P1	0	0	2
AMZ2P2	0	0	0
AMZ2P3	0	0	0
ANAPC1	97	109	93
ANAPC10	19	19	16
ANAPC10P1	1	1	1
ANAPC11	83	83	110
ANAPC13	161	161	160
ANAPC15	53	53	56
ANAPC15P1	0	0	0
ANAPC15P2	0	0	0
ANAPC16	412	412	453
ANAPC1P1	1	1	0
ANAPC1P2	104	89	96
ANAPC1P3	1	2	0
ANAPC1P4	46	30	30
ANAPC1P5	0	0	0
ANAPC1P6	0	0	0
ANAPC2	43	43	47
ANAPC4	61	61	59
ANAPC5	549	549	606
ANAPC7	115	115	99
ANCV1RP	0	0	0
ANG	0	0	0
ANGEL1	16	16	21
ANGEL2	84	84	86
ANGPT1	118	118	101
ANGPT2	9	9	42
ANGPT4	0	0	0
ANGPTL1	0	0	0
ANGPTL2	0	0	0
ANGPTL3	11	11	11
ANGPTL4	0	0	0
ANGPTL5	0	0	0
ANGPTL6	30	30	30
ANGPTL7	0	0	0
ANGPTL8	0	0	0
ANHX	0	0	0
ANK1	1780	1785	1905
ANK2	68	46	72
ANK3	269	268	325
ANKAR	55	55	54
ANKDD1A	101	101	115
ANKDD1B	8	8	8
ANKEF1	16	16	16
ANKFN1	2	2	2
ANKFY1	153	153	154
ANKH	688	688	693
ANKHD1	161	161	203
ANKHD1-EIF4EBP3	211	210	247
ANKIB1	303	301	473
ANKK1	0	0	0
ANKLE1	44	41	41
ANKLE2	83	83	86
ANKMY1	35	35	41
ANKMY2	50	50	54
ANKRA2	31	31	32
ANKRD1	4	4	3
ANKRD10	128	128	126
ANKRD11	380	379	381
ANKRD11P1	0	0	0
ANKRD11P2	5	5	0
ANKRD12	1837	1837	1822
ANKRD13A	537	537	552
ANKRD13B	0	0	0
ANKRD13C	187	187	179
ANKRD13D	35	35	39
ANKRD16	8	8	9
ANKRD17	938	938	925
ANKRD18A	9	8	9
ANKRD18B	3	3	3
ANKRD18CP	13	12	37
ANKRD18DP	5	5	0
ANKRD18EP	0	0	1
ANKRD19P	0	0	0
ANKRD2	0	0	0
ANKRD20A1	3	2	6
ANKRD20A10P	0	0	0
ANKRD20A11P	15	14	7
ANKRD20A16P	0	0	0
ANKRD20A17P	0	0	0
ANKRD20A18P	0	0	0
ANKRD20A19P	0	0	2
ANKRD20A20P	8	4	8
ANKRD20A4-ANKRD20A20P	20	20	40
ANKRD20A5P	19	21	18
ANKRD20A6P	0	0	0
ANKRD20A7P	9	7	2
ANKRD20A8P	1	1	0
ANKRD20A9P	1	3	11
ANKRD22	1	1	1
ANKRD23	2	2	2
ANKRD24	0	0	0
ANKRD26	98	98	106
ANKRD26P1	4	4	4
ANKRD26P2	0	0	2
ANKRD26P3	0	0	2
ANKRD26P4	0	0	0
ANKRD27	119	120	180
ANKRD28	1070	1070	1080
ANKRD29	0	0	4
ANKRD30A	0	0	0
ANKRD30B	1	1	0
ANKRD30BL	1	1	0
ANKRD30BP1	2	4	0
ANKRD30BP2	6	5	0
ANKRD30BP3	1	1	1
ANKRD31	6	6	6
ANKRD33	0	0	0
ANKRD33B	92	92	96
ANKRD34A	0	0	0
ANKRD34B	6	6	6
ANKRD34C	24	1	11
ANKRD34C-AS1	3	3	2
ANKRD35	17	17	16
ANKRD36	0	0	57
ANKRD36B	0	0	23
ANKRD36BP1	0	0	0
ANKRD36BP2	358	358	370
ANKRD36C	125	95	136
ANKRD36P1	0	0	1
ANKRD37	14	14	14
ANKRD39	28	28	29
ANKRD40	97	97	102
ANKRD40CL	0	0	0
ANKRD42	52	43	45
ANKRD42-DT	3	3	3
ANKRD44	741	741	766
ANKRD44-AS1	11	11	12
ANKRD44-IT1	580	562	586
ANKRD45	4	4	4
ANKRD46	50	50	92
ANKRD49	42	42	45
ANKRD49P1	3	3	5
ANKRD49P2	0	0	0
ANKRD49P3	0	0	0
ANKRD49P4	0	0	0
ANKRD50	14	14	14
ANKRD52	46	46	47
ANKRD53	1	1	1
ANKRD54	20	20	20
ANKRD54P1	2	2	2
ANKRD55	22	22	23
ANKRD6	11	11	12
ANKRD60	0	0	0
ANKRD61	0	0	0
ANKRD62	0	0	0
ANKRD62P1	0	0	0
ANKRD62P1-PARP4P3	8	8	8
