Gene Name	Gene type
LOC124900482	other
LOC124900483	other
LOC124900484	other
SEPTIN9	other
PTPMT1	other
OR51L1	other
CABIN1	other
GABBR1	other
HMBS	other
IGH	other
IGKDEL	other
IGL	other
OR2G6	other
IGK	other
PCDHG@	other
PCDHB@	other
PCDHA@	other
CAPN15	other
SNORD115@	other
SNORD116@	other
TRA	other
TRB	other
TRD	other
TRG	other
UGT1A	other
RUVBL1	other
FAM131B	other
RPPH1	other
RMRP	other
PCDHACT	other
TRGC1	other
TRBV6-3	other
TRBD2	other
RNY5	other
TRAJ15	other
IGHV4-30-2	other
