Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	count_RFfr	cpm_RFfr	Gene Name_star	count_star	cpm_star
pseudo	A2MP1	SGI75460068	45082	A2MP1	0	0.0	A2MP1	0	0.0
pseudo	AA06	SGI75460068	45078	AA06	1	0.0717941626894495	AA06	3	0.2655035252230561
pseudo	AACSP1	SGI75460068	45075	AACSP1	52	3.733296459851376	AACSP1	50	4.425058753717603
pseudo	AADACP1	SGI75460068	45069	AADACP1	0	0.0	AADACP1	0	0.0
pseudo	AARS1P1	SGI75460068	45059	AARS1P1	0	0.0	AARS1P1	0	0.0
pseudo	AARSD1P1	SGI75460068	45056	AARSD1P1	0	0.0	AARSD1P1	0	0.0
pseudo	ABCA11P	SGI75460068	45045	ABCA11P	116	8.328122871976145	ABCA11P	74	6.549086955502052
pseudo	ABCA17P	SGI75460068	45042	ABCA17P	59	4.235855598677523	ABCA17P	98	8.673115157286501
pseudo	ABCA3P1	SGI75460068	45039	ABCA3P1	0	0.0	ABCA3P1	0	0.0
pseudo	ABCB10P1	SGI75460068	45029	ABCB10P1	1	0.0717941626894495	ABCB10P1	0	0.0
pseudo	ABCB10P3	SGI75460068	45028	ABCB10P3	1	0.0717941626894495	ABCB10P3	0	0.0
pseudo	ABCB10P4	SGI75460068	45027	ABCB10P4	0	0.0	ABCB10P4	0	0.0
pseudo	ABCC13	SGI75460068	45015	ABCC13	72	5.169179713640367	ABCC13	86	7.611101056394276
pseudo	ABCC6P1	SGI75460068	45008	ABCC6P1	0	0.0	ABCC6P1	0	0.0
pseudo	ABCC6P2	SGI75460068	45007	ABCC6P2	1	0.0717941626894495	ABCC6P2	0	0.0
pseudo	ABCD1P1	SGI75460068	45003	ABCD1P1	2	0.1435883253788991	ABCD1P1	1	0.088501175074352
pseudo	ABCD1P2	SGI75460068	45002	ABCD1P2	0	0.0	ABCD1P2	0	0.0
pseudo	ABCD1P3	SGI75460068	45001	ABCD1P3	0	0.0	ABCD1P3	0	0.0
pseudo	ABCD1P4	SGI75460068	45000	ABCD1P4	0	0.0	ABCD1P4	1	0.088501175074352
pseudo	ABCD1P5	SGI75460068	44999	ABCD1P5	27	1.9384423926151373	ABCD1P5	27	2.389531727007505
pseudo	ABCF2P1	SGI75460068	44991	ABCF2P1	0	0.0	ABCF2P1	0	0.0
pseudo	ABCF2P2	SGI75460068	44990	ABCF2P2	0	0.0	ABCF2P2	1	0.088501175074352
