Gene type	Gene Name	fr	rf	star
other	CABIN1	0.060539	0.061724	0.066756
other	CAPN15	0.008438	0.008603	0.008019
other	FAM131B	0.0	0.0	0.0
other	GABBR1	0.0	0.0	0.0
other	HMBS	2.855157	2.911077	3.279393
other	IGH	0.00312	0.003125	0.000336
other	IGHV4-30-2	0.0	0.0	0.0
other	IGK	0.032136	0.033721	0.017694
other	IGKDEL	0.0	0.0	0.0
other	IGL	0.025415	0.025195	0.023801
other	LOC124900482	0.0	0.0	0.0
other	LOC124900483	0.0	0.0	0.0
other	LOC124900484	0.0	0.0	0.0
other	OR2G6	0.001363	0.004021	0.009078
other	OR51L1	0.001874	0.002046	0.0
other	PCDHA@	0.000304	0.000309	0.0
other	PCDHACT	0.0	0.0	0.0
other	PCDHB@	0.002365	0.000349	0.0
other	PCDHG@	0.000181	0.000195	0.000143
other	PTPMT1	0.356709	0.367832	0.079366
other	RMRP	858.484314	875.312134	1156.261353
other	RNY5	215.443817	219.663406	961.601929
other	RPPH1	1256.79187	1274.206543	0.0
other	RUVBL1	0.0	0.0	0.0
other	SEPTIN9	3.507939	3.577116	4.021416
other	SNORD115@	0.004395	0.004507	0.001324
other	SNORD116@	0.007223	0.007366	0.0013
other	TRA	0.016715	0.017023	0.047943
other	TRAJ15	0.0	0.0	0.0
other	TRB	0.015152	0.024179	0.006699
other	TRBD2	0.0	0.0	0.0
other	TRBV6-3	0.0	0.0	0.0
other	TRD	0.00143	0.001463	0.001491
other	TRG	0.019079	0.026488	0.021639
other	TRGC1	0.270262	0.005072	7.4e-05
other	UGT1A	0.0	0.0	0.0
