Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	count_RFfr	cpm_RFfr	Gene Name_star	count_star	cpm_star
Mt_tRNA	TRNA	SGI75460104	3074	TRNA	5289	231.986453640321	TRNA	1525	85.90837345254374
Mt_tRNA	TRNC	SGI75460104	3063	TRNC	46091	2021.64636693818	TRNC	46469	2617.7548891582
Mt_tRNA	TRND	SGI75460104	3062	TRND	8218	360.458437514872	TRND	2543	143.25573356709424
Mt_tRNA	TRNE	SGI75460104	3061	TRNE	27216	1193.7499191293205	TRNE	4005	225.6151053622542
Mt_tRNA	TRNF	SGI75460104	3060	TRNF	14273	626.0432317656082	TRNF	7859	442.7238734187156
Mt_tRNA	TRNG	SGI75460104	3059	TRNG	32981	1446.6147149766357	TRNG	35477	1998.5385999841928
Mt_tRNA	TRNH	SGI75460104	3058	TRNH	86711	3803.3233846863054	TRNH	89460	5039.582353484959
Mt_tRNA	TRNI	SGI75460104	3057	TRNI	6222	272.9097588485682	TRNI	6205	349.54849657248127
Mt_tRNA	TRNK	SGI75460104	3056	TRNK	94792	4157.772719507148	TRNK	8942	503.7329019099319
Mt_tRNA	TRNL1	SGI75460104	3055	TRNL1	262644	11520.10779540716	TRNL1	267986	15096.55171675632
Mt_tRNA	TRNL2	SGI75460104	3054	TRNL2	61145	2681.9458702661045	TRNL2	76788	4325.726020114052
Mt_tRNA	TRNM	SGI75460104	3053	TRNM	189340	8304.84309553004	TRNM	197476	11124.486528468542
Mt_tRNA	TRNN	SGI75460104	3052	TRNN	26801	1175.5471627933907	TRNN	2815	158.57840738944958
Mt_tRNA	TRNP	SGI75460104	3051	TRNP	9376	411.2507070016354	TRNP	16038	903.474421922555
Mt_tRNA	TRNQ	SGI75460104	3049	TRNQ	3525	154.61377369675392	TRNQ	867	48.84102280875765
Mt_tRNA	TRNR	SGI75460104	3048	TRNR	12951	568.0575838713929	TRNR	12249	690.0273222427594
Mt_tRNA	TRNS1	SGI75460104	3047	TRNS1	2446	107.2866072233362	TRNS1	139	7.830336990100707
Mt_tRNA	TRNS2	SGI75460104	3046	TRNS2	15034	659.4222620587229	TRNS2	14978	843.7610607030821
Mt_tRNA	TRNT	SGI75460104	3045	TRNT	8508	373.1784359182929	TRNT	10051	566.2065977518145
Mt_tRNA	TRNV	SGI75460104	3043	TRNV	304059	13336.65515360604	TRNV	279740	15758.694025976776
Mt_tRNA	TRNW	SGI75460104	3042	TRNW	2208	96.84743611983906	TRNW	1798	101.28738063454009
Mt_tRNA	TRNY	SGI75460104	3041	TRNY	2921	128.12108736687043	TRNY	4183	235.6424433783544
