Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	tpm_RFfr	Gene Name_star	tpm_star
pseudo	A2MP1	SGI75460076	6	A2MP1	0.011987	A2MP1	0.413909
pseudo	AA06	SGI75460076	10	AA06	0.0	AA06	0.0
pseudo	AACSP1	SGI75460076	13	AACSP1	0.0	AACSP1	0.071185
pseudo	AADACP1	SGI75460076	19	AADACP1	0.0	AADACP1	0.0
pseudo	AARS1P1	SGI75460076	29	AARS1P1	0.0	AARS1P1	0.0
pseudo	AARSD1P1	SGI75460076	32	AARSD1P1	0.0	AARSD1P1	0.0
pseudo	ABCA11P	SGI75460076	43	ABCA11P	0.0	ABCA11P	0.0
pseudo	ABCA17P	SGI75460076	46	ABCA17P	0.004326	ABCA17P	0.033012
pseudo	ABCA3P1	SGI75460076	49	ABCA3P1	0.0	ABCA3P1	0.0
pseudo	ABCB10P1	SGI75460076	59	ABCB10P1	0.026966	ABCB10P1	0.0
pseudo	ABCB10P3	SGI75460076	60	ABCB10P3	0.03693	ABCB10P3	0.0
pseudo	ABCB10P4	SGI75460076	61	ABCB10P4	0.131054	ABCB10P4	0.0
pseudo	ABCC13	SGI75460076	73	ABCC13	0.0557	ABCC13	0.225094
pseudo	ABCC6P1	SGI75460076	80	ABCC6P1	0.0	ABCC6P1	0.058857
pseudo	ABCC6P2	SGI75460076	81	ABCC6P2	0.0	ABCC6P2	0.0
pseudo	ABCD1P1	SGI75460076	85	ABCD1P1	0.0	ABCD1P1	0.0
pseudo	ABCD1P2	SGI75460076	86	ABCD1P2	0.0	ABCD1P2	0.0
pseudo	ABCD1P3	SGI75460076	87	ABCD1P3	0.0	ABCD1P3	0.0
pseudo	ABCD1P4	SGI75460076	88	ABCD1P4	0.0	ABCD1P4	0.0
pseudo	ABCD1P5	SGI75460076	89	ABCD1P5	0.0	ABCD1P5	0.0
pseudo	ABCF2P1	SGI75460076	97	ABCF2P1	0.0	ABCF2P1	0.0
pseudo	ABCF2P2	SGI75460076	98	ABCF2P2	0.0	ABCF2P2	0.0
pseudo	ABHD17AP1	SGI75460076	119	ABHD17AP1	0.011213	ABHD17AP1	0.0
pseudo	ABHD17AP3	SGI75460076	120	ABHD17AP3	0.0	ABHD17AP3	0.0
pseudo	ABHD17AP4	SGI75460076	121	ABHD17AP4	0.040893	ABHD17AP4	0.0
