Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	tpm_RFfr	Gene Name_star	tpm_star
protein_coding	A1BG	SGI75460076	0	A1BG	0.047567	A1BG	0.123441
protein_coding	A1CF	SGI75460076	2	A1CF	0.0	A1CF	0.0
protein_coding	A2M	SGI75460076	3	A2M	0.563078	A2M	0.65387
protein_coding	A2ML1	SGI75460076	5	A2ML1	0.0	A2ML1	0.0
protein_coding	A3GALT2	SGI75460076	7	A3GALT2	0.0	A3GALT2	0.019403
protein_coding	A4GALT	SGI75460076	8	A4GALT	0.330263	A4GALT	0.0
protein_coding	A4GNT	SGI75460076	9	A4GNT	0.0	A4GNT	0.0
protein_coding	AAAS	SGI75460076	11	AAAS	0.017445	AAAS	0.071443
protein_coding	AACS	SGI75460076	12	AACS	0.0	AACS	0.0
protein_coding	AADAC	SGI75460076	14	AADAC	0.0	AADAC	0.0
protein_coding	AADACL2	SGI75460076	15	AADACL2	0.0	AADACL2	0.0
protein_coding	AADACL3	SGI75460076	17	AADACL3	0.002689	AADACL3	0.076039
protein_coding	AADACL4	SGI75460076	18	AADACL4	0.042714	AADACL4	0.0
protein_coding	AADAT	SGI75460076	20	AADAT	0.0	AADAT	0.0
protein_coding	AAGAB	SGI75460076	21	AAGAB	0.276947	AAGAB	0.958194
protein_coding	AAK1	SGI75460076	22	AAK1	0.030687	AAK1	0.120773
protein_coding	AAMDC	SGI75460076	23	AAMDC	0.112643	AAMDC	0.0
protein_coding	AAMP	SGI75460076	24	AAMP	0.802736	AAMP	1.471621
protein_coding	AANAT	SGI75460076	25	AANAT	0.005957	AANAT	0.369581
protein_coding	AAR2	SGI75460076	26	AAR2	0.300693	AAR2	0.524835
protein_coding	AARD	SGI75460076	27	AARD	0.0	AARD	0.009189
protein_coding	AARS1	SGI75460076	28	AARS1	0.025778	AARS1	0.0
protein_coding	AARS2	SGI75460076	30	AARS2	0.0	AARS2	0.017133
protein_coding	AARSD1	SGI75460076	31	AARSD1	0.0	AARSD1	0.0
protein_coding	AASDH	SGI75460076	33	AASDH	0.121245	AASDH	0.0
protein_coding	AASDHPPT	SGI75460076	34	AASDHPPT	0.156687	AASDHPPT	0.290575
protein_coding	AASS	SGI75460076	35	AASS	0.0	AASS	0.0
protein_coding	AATF	SGI75460076	37	AATF	0.0	AATF	1.436027
protein_coding	AATK	SGI75460076	38	AATK	0.005908	AATK	0.194693
protein_coding	ABAT	SGI75460076	40	ABAT	0.065092	ABAT	0.283659
protein_coding	ABCA1	SGI75460076	41	ABCA1	0.003663	ABCA1	0.157103
protein_coding	ABCA10	SGI75460076	42	ABCA10	0.003061	ABCA10	0.074482
protein_coding	ABCA12	SGI75460076	44	ABCA12	0.0	ABCA12	0.0
protein_coding	ABCA13	SGI75460076	45	ABCA13	0.031933	ABCA13	0.0
protein_coding	ABCA2	SGI75460076	47	ABCA2	0.0	ABCA2	0.0
protein_coding	ABCA3	SGI75460076	48	ABCA3	0.002002	ABCA3	0.392496
protein_coding	ABCA4	SGI75460076	50	ABCA4	0.0	ABCA4	0.0
protein_coding	ABCA5	SGI75460076	51	ABCA5	0.002937	ABCA5	0.038898
protein_coding	ABCA6	SGI75460076	52	ABCA6	0.160004	ABCA6	0.274466
protein_coding	ABCA7	SGI75460076	53	ABCA7	0.0	ABCA7	0.0
protein_coding	ABCA8	SGI75460076	54	ABCA8	0.0	ABCA8	0.0
protein_coding	ABCA9	SGI75460076	55	ABCA9	0.003071	ABCA9	0.0
protein_coding	ABCB1	SGI75460076	57	ABCB1	0.004222	ABCB1	0.219922
protein_coding	ABCB10	SGI75460076	58	ABCB10	3.028107	ABCB10	5.797662
protein_coding	ABCB11	SGI75460076	62	ABCB11	0.0	ABCB11	0.0
protein_coding	ABCB4	SGI75460076	63	ABCB4	0.0	ABCB4	0.0
protein_coding	ABCB5	SGI75460076	64	ABCB5	0.018772	ABCB5	0.075638
protein_coding	ABCB6	SGI75460076	65	ABCB6	0.118589	ABCB6	0.295308
protein_coding	ABCB7	SGI75460076	66	ABCB7	0.007989	ABCB7	0.016473
protein_coding	ABCB8	SGI75460076	67	ABCB8	0.0	ABCB8	0.006242
protein_coding	ABCB9	SGI75460076	68	ABCB9	0.0	ABCB9	0.0
protein_coding	ABCC1	SGI75460076	69	ABCC1	0.0	ABCC1	0.0
protein_coding	ABCC10	SGI75460076	70	ABCC10	0.013081	ABCC10	0.0
protein_coding	ABCC11	SGI75460076	71	ABCC11	0.0	ABCC11	0.0
protein_coding	ABCC12	SGI75460076	72	ABCC12	0.010506	ABCC12	0.046664
protein_coding	ABCC2	SGI75460076	74	ABCC2	0.006391	ABCC2	0.0
protein_coding	ABCC3	SGI75460076	75	ABCC3	0.017172	ABCC3	0.61781
protein_coding	ABCC4	SGI75460076	76	ABCC4	2.000415	ABCC4	2.841226
protein_coding	ABCC5	SGI75460076	77	ABCC5	0.473502	ABCC5	0.671228
protein_coding	ABCC6	SGI75460076	79	ABCC6	0.0	ABCC6	0.0
protein_coding	ABCC8	SGI75460076	82	ABCC8	0.000835	ABCC8	0.027433
protein_coding	ABCC9	SGI75460076	83	ABCC9	0.0	ABCC9	0.0
protein_coding	ABCD1	SGI75460076	84	ABCD1	0.0	ABCD1	0.0
protein_coding	ABCD2	SGI75460076	90	ABCD2	0.0	ABCD2	0.0
protein_coding	ABCD3	SGI75460076	91	ABCD3	0.337617	ABCD3	0.0
protein_coding	ABCD4	SGI75460076	92	ABCD4	0.311429	ABCD4	0.0
protein_coding	ABCE1	SGI75460076	93	ABCE1	0.440723	ABCE1	0.722234
protein_coding	ABCF1	SGI75460076	94	ABCF1	0.00705	ABCF1	0.293721
protein_coding	ABCF2	SGI75460076	95	ABCF2	0.380152	ABCF2	0.939742
protein_coding	ABCF2-H2BK1	SGI75460076	96	ABCF2-H2BK1	0.000334	ABCF2-H2BK1	0.001979
protein_coding	ABCF3	SGI75460076	99	ABCF3	0.201736	ABCF3	0.348181
protein_coding	ABCG1	SGI75460076	100	ABCG1	0.0	ABCG1	0.0
protein_coding	ABCG2	SGI75460076	101	ABCG2	0.302046	ABCG2	0.20642
protein_coding	ABCG4	SGI75460076	102	ABCG4	0.0	ABCG4	0.0
protein_coding	ABCG5	SGI75460076	103	ABCG5	0.0	ABCG5	0.0
