Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	count_RFfr	cpm_RFfr	Gene Name_star	count_star	cpm_star
Mt_tRNA	TRNA	SGI75460067	3074	TRNA	1145	115.67651109135689	TRNA	337	49.42496908372854
Mt_tRNA	TRNC	SGI75460067	3063	TRNC	10802	1091.299277562303	TRNC	8820	1293.555570677999
Mt_tRNA	TRND	SGI75460067	3062	TRND	2172	219.4317747514648	TRND	531	77.87732517347138
Mt_tRNA	TRNE	SGI75460067	3061	TRNE	5657	571.5126840557256	TRNE	804	117.91594998017136
Mt_tRNA	TRNF	SGI75460067	3060	TRNF	2136	215.7947840097277	TRNF	775	113.66276272964278
Mt_tRNA	TRNG	SGI75460067	3059	TRNG	4474	451.9971271814241	TRNG	4530	664.3771808584281
Mt_tRNA	TRNH	SGI75460067	3058	TRNH	11527	1164.5442300000616	TRNH	11870	1740.8735401301417
Mt_tRNA	TRNI	SGI75460067	3057	TRNI	1834	185.28447278737852	TRNI	1880	275.7238631377141
Mt_tRNA	TRNK	SGI75460067	3056	TRNK	16196	1636.2417236992278	TRNK	2248	329.69534273062834
Mt_tRNA	TRNL1	SGI75460067	3055	TRNL1	36203	3657.499328419557	TRNL1	34761	5098.104897090468
Mt_tRNA	TRNL2	SGI75460067	3054	TRNL2	9949	1005.1228024872572	TRNL2	12110	1776.0723311689987
Mt_tRNA	TRNM	SGI75460067	3053	TRNM	33551	3389.5743437782658	TRNM	34484	5057.479625766454
Mt_tRNA	TRNN	SGI75460067	3052	TRNN	6645	671.3278744122849	TRNN	568	83.30380545862852
Mt_tRNA	TRNP	SGI75460067	3051	TRNP	1444	145.88373975189458	TRNP	2271	333.06856020518546
Mt_tRNA	TRNQ	SGI75460067	3049	TRNQ	1157	116.88884133860252	TRNQ	192	28.159032831085696
Mt_tRNA	TRNR	SGI75460067	3048	TRNR	2851	288.0294612414484	TRNR	2429	356.24109763909973
Mt_tRNA	TRNS1	SGI75460067	3047	TRNS1	631	63.74836550100103	TRNS1	25	3.666540733214283
Mt_tRNA	TRNS2	SGI75460067	3046	TRNS2	2512	253.78113175675847	TRNS2	2350	344.65482892214266
Mt_tRNA	TRNT	SGI75460067	3045	TRNT	1826	184.4762526225481	TRNT	1851	271.4706758871855
Mt_tRNA	TRNV	SGI75460067	3043	TRNV	49874	5038.646562594177	TRNV	35549	5213.674261001383
Mt_tRNA	TRNW	SGI75460067	3042	TRNW	385	38.89559543246497	TRNW	311	45.61176672118568
Mt_tRNA	TRNY	SGI75460067	3041	TRNY	425	42.936696256617175	TRNY	635	93.1301346236428
