Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	count_RFfr	cpm_RFfr	Gene Name_star	count_star	cpm_star
rRNA	RNA18SN1	SGI75460067	13799	RNA18SN1	60005	6062.156373831326	RNA18SN1	0	0.0
rRNA	RNA18SN2	SGI75460067	13798	RNA18SN2	31773	3209.9474121447	RNA18SN2	0	0.0
rRNA	RNA18SN3	SGI75460067	13797	RNA18SN3	45126	4558.96789476731	RNA18SN3	0	0.0
rRNA	RNA28SN1	SGI75460067	13793	RNA28SN1	201403	20347.24573216816	RNA28SN1	11	1.6132779226142846
rRNA	RNA28SN2	SGI75460067	13792	RNA28SN2	195094	19709.86310467876	RNA28SN2	388	56.90471217948568
rRNA	RNA28SN3	SGI75460067	13791	RNA28SN3	205403	20751.35581458338	RNA28SN3	346	50.74492374768568
rRNA	RNA45SN1	SGI75460067	13789	RNA45SN1	46	4.647265947775036	RNA45SN1	0	0.0
rRNA	RNA45SN2	SGI75460067	13788	RNA45SN2	52	5.253431071397866	RNA45SN2	0	0.0
rRNA	RNA45SN3	SGI75460067	13787	RNA45SN3	67	6.768843880454943	RNA45SN3	0	0.0
rRNA	RNA5-8SN1	SGI75460067	13786	RNA5-8SN1	47183	4766.781504649337	RNA5-8SN1	0	0.0
rRNA	RNA5-8SN2	SGI75460067	13785	RNA5-8SN2	39196	3959.8746975867457	RNA5-8SN2	0	0.0
rRNA	RNA5-8SN3	SGI75460067	13784	RNA5-8SN3	84478	8534.602885568249	RNA5-8SN3	0	0.0
rRNA	RNA5S1	SGI75460067	13775	RNA5S1	408	41.219228406352485	RNA5S1	0	0.0
rRNA	RNA5S10	SGI75460067	13774	RNA5S10	283	28.59078833087685	RNA5S10	0	0.0
rRNA	RNA5S11	SGI75460067	13773	RNA5S11	285	28.792843372084462	RNA5S11	0	0.0
rRNA	RNA5S12	SGI75460067	13772	RNA5S12	354	35.763742293747015	RNA5S12	0	0.0
rRNA	RNA5S13	SGI75460067	13771	RNA5S13	295	29.803118578122508	RNA5S13	0	0.0
rRNA	RNA5S14	SGI75460067	13770	RNA5S14	285	28.792843372084462	RNA5S14	0	0.0
rRNA	RNA5S15	SGI75460067	13769	RNA5S15	278	28.085650727857825	RNA5S15	0	0.0
rRNA	RNA5S16	SGI75460067	13768	RNA5S16	289	29.19695345449968	RNA5S16	0	0.0
rRNA	RNA5S17	SGI75460067	13767	RNA5S17	274	27.68154064544261	RNA5S17	0	0.0
rRNA	RNA5S2	SGI75460067	13766	RNA5S2	412	41.62333848876771	RNA5S2	0	0.0
rRNA	RNA5S3	SGI75460067	13765	RNA5S3	399	40.30998072091824	RNA5S3	0	0.0
rRNA	RNA5S4	SGI75460067	13764	RNA5S4	614	62.03089765073635	RNA5S4	0	0.0
rRNA	RNA5S5	SGI75460067	13763	RNA5S5	368	37.17812758220029	RNA5S5	0	0.0
rRNA	RNA5S6	SGI75460067	13762	RNA5S6	1111	112.24157539082748	RNA5S6	0	0.0
rRNA	RNA5S7	SGI75460067	13761	RNA5S7	629	63.54631045979342	RNA5S7	0	0.0
rRNA	RNA5S8	SGI75460067	13760	RNA5S8	274	27.68154064544261	RNA5S8	0	0.0
rRNA	RNA5S9	SGI75460067	13759	RNA5S9	155	15.659265693589791	RNA5S9	2	0.2933232586571426
