Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	count_RFfr	cpm_RFfr	Gene Name_star	count_star	cpm_star
miRNA	MIR1-1	SGI75460067	24046	MIR1-1	3	0.3030825618114154	MIR1-1	0	0.0
miRNA	MIR1-2	SGI75460067	24044	MIR1-2	5	0.5051376030190255	MIR1-2	0	0.0
miRNA	MIR100	SGI75460067	24043	MIR100	88	8.89042181313485	MIR100	140	20.532628105999983
miRNA	MIR101-1	SGI75460067	24041	MIR101-1	3233	326.62197411210195	MIR101-1	3256	477.5302650938282
miRNA	MIR101-2	SGI75460067	24040	MIR101-2	2779	280.75547975797446	MIR101-2	590	86.53036130385709
miRNA	MIR10226	SGI75460067	24039	MIR10226	0	0.0	MIR10226	0	0.0
miRNA	MIR10392	SGI75460067	24038	MIR10392	4	0.4041100824152205	MIR10392	4	0.5866465173142853
miRNA	MIR10393	SGI75460067	24037	MIR10393	4	0.4041100824152205	MIR10393	4	0.5866465173142853
miRNA	MIR10394	SGI75460067	24036	MIR10394	4	0.4041100824152205	MIR10394	4	0.5866465173142853
miRNA	MIR10396A	SGI75460067	24035	MIR10396A	0	0.0	MIR10396A	0	0.0
miRNA	MIR10396B	SGI75460067	24034	MIR10396B	4	0.4041100824152205	MIR10396B	0	0.0
miRNA	MIR10397	SGI75460067	24033	MIR10397	0	0.0	MIR10397	0	0.0
miRNA	MIR10398	SGI75460067	24032	MIR10398	0	0.0	MIR10398	0	0.0
miRNA	MIR10399	SGI75460067	24031	MIR10399	3	0.3030825618114154	MIR10399	0	0.0
miRNA	MIR103A1	SGI75460067	24030	MIR103A1	7540	761.7475053526906	MIR103A1	137	20.09264321801427
miRNA	MIR103A2	SGI75460067	24029	MIR103A2	1071	108.20047456667528	MIR103A2	1420	208.2595136465713
miRNA	MIR103B1	SGI75460067	24028	MIR103B1	0	0.0	MIR103B1	3829	561.5673786990997
miRNA	MIR103B2	SGI75460067	24027	MIR103B2	0	0.0	MIR103B2	0	0.0
miRNA	MIR10400	SGI75460067	24026	MIR10400	0	0.0	MIR10400	0	0.0
miRNA	MIR105-1	SGI75460067	24025	MIR105-1	0	0.0	MIR105-1	0	0.0
miRNA	MIR105-2	SGI75460067	24024	MIR105-2	0	0.0	MIR105-2	0	0.0
