		Gene Name_RFfr	count_RFfr	cpm_RFfr	Gene Name_star	count_star	cpm_star
SGI75460075	45088	A1BG	19	3.207251765043488	A1BG	22	3.853209530878745
SGI75460075	45087	A1BG-AS1	0	0.0	A1BG-AS1	0	0.0
SGI75460075	45086	A1CF	3	0.5064081734279192	A1CF	0	0.0
SGI75460075	45085	A2M	96	16.205061549693415	A2M	61	10.68389915380016
SGI75460075	45084	A2M-AS1	2	0.3376054489519461	A2M-AS1	0	0.0
SGI75460075	45083	A2ML1	0	0.0	A2ML1	0	0.0
SGI75460075	45082	A2MP1	6	1.0128163468558384	A2MP1	165	28.89907148159059
SGI75460075	45081	A3GALT2	19	3.207251765043488	A3GALT2	25	4.378647194180393
SGI75460075	45080	A4GALT	0	0.0	A4GALT	0	0.0
SGI75460075	45079	A4GNT	0	0.0	A4GNT	0	0.0
SGI75460075	45078	AA06	1	0.168802724475973	AA06	1	0.1751458877672157
SGI75460075	45077	AAAS	5	0.8440136223798652	AAAS	6	1.0508753266032942
SGI75460075	45076	AACS	0	0.0	AACS	0	0.0
SGI75460075	45075	AACSP1	4	0.6752108979038922	AACSP1	89	15.587984011282195
SGI75460075	45074	AADAC	1	0.168802724475973	AADAC	0	0.0
SGI75460075	45073	AADACL2	2	0.3376054489519461	AADACL2	0	0.0
SGI75460075	45072	AADACL2-AS1	8	1.3504217958077844	AADACL2-AS1	289	50.617161564725336
SGI75460075	45071	AADACL3	4	0.6752108979038922	AADACL3	43	7.531273173990275
SGI75460075	45070	AADACL4	0	0.0	AADACL4	0	0.0
SGI75460075	45069	AADACP1	19	3.207251765043488	AADACP1	0	0.0
SGI75460075	45068	AADAT	0	0.0	AADAT	0	0.0
SGI75460075	45067	AAGAB	61	10.296966193034356	AAGAB	100	17.51458877672157
SGI75460075	45066	AAK1	54	9.115347121702545	AAK1	385	67.43116679037804
SGI75460075	45065	AAMDC	1	0.168802724475973	AAMDC	0	0.0
SGI75460075	45064	AAMP	34	5.739292632183084	AAMP	34	5.9549601840853335
SGI75460075	45063	AANAT	5	0.8440136223798652	AANAT	456	79.86652482185036
SGI75460075	45062	AAR2	6	1.0128163468558384	AAR2	6	1.0508753266032942
SGI75460075	45061	AARD	2	0.3376054489519461	AARD	3	0.5254376633016471
SGI75460075	45060	AARS1	10	1.6880272447597304	AARS1	6	1.0508753266032942
SGI75460075	45059	AARS1P1	0	0.0	AARS1P1	0	0.0
SGI75460075	45058	AARS2	0	0.0	AARS2	15	2.6271883165082355
SGI75460075	45057	AARSD1	0	0.0	AARSD1	0	0.0
SGI75460075	45056	AARSD1P1	0	0.0	AARSD1P1	0	0.0
SGI75460075	45055	AASDH	9	1.519224520283757	AASDH	0	0.0
