		Gene Name_RFfr	count_RFfr	cpm_RFfr	Gene Name_star	count_star	cpm_star
SGI75460067	45088	A1BG	5	0.5051376030190255	A1BG	9	1.319954663957142
SGI75460067	45087	A1BG-AS1	0	0.0	A1BG-AS1	0	0.0
SGI75460067	45086	A1CF	5	0.5051376030190255	A1CF	19	2.786570957242855
SGI75460067	45085	A2M	245	24.751742547932256	A2M	221	32.412220081614265
SGI75460067	45084	A2M-AS1	3	0.3030825618114154	A2M-AS1	3	0.439984887985714
SGI75460067	45083	A2ML1	0	0.0	A2ML1	0	0.0
SGI75460067	45082	A2MP1	0	0.0	A2MP1	3	0.439984887985714
SGI75460067	45081	A3GALT2	4	0.4041100824152205	A3GALT2	3	0.439984887985714
SGI75460067	45080	A4GALT	0	0.0	A4GALT	0	0.0
SGI75460067	45079	A4GNT	0	0.0	A4GNT	0	0.0
SGI75460067	45078	AA06	0	0.0	AA06	0	0.0
SGI75460067	45077	AAAS	0	0.0	AAAS	2	0.2933232586571426
SGI75460067	45076	AACS	0	0.0	AACS	0	0.0
SGI75460067	45075	AACSP1	0	0.0	AACSP1	4	0.5866465173142853
SGI75460067	45074	AADAC	0	0.0	AADAC	0	0.0
SGI75460067	45073	AADACL2	1	0.1010275206038051	AADACL2	0	0.0
SGI75460067	45072	AADACL2-AS1	51	5.152403550794061	AADACL2-AS1	72	10.559637311657136
SGI75460067	45071	AADACL3	0	0.0	AADACL3	2	0.2933232586571426
SGI75460067	45070	AADACL4	0	0.0	AADACL4	0	0.0
SGI75460067	45069	AADACP1	0	0.0	AADACP1	0	0.0
SGI75460067	45068	AADAT	0	0.0	AADAT	0	0.0
SGI75460067	45067	AAGAB	45	4.546238427171231	AAGAB	43	6.306450061128567
SGI75460067	45066	AAK1	94	9.496586936757682	AAK1	92	13.492869898228562
SGI75460067	45065	AAMDC	0	0.0	AAMDC	0	0.0
SGI75460067	45064	AAMP	22	2.2226054532837125	AAMP	20	2.933232586571427
SGI75460067	45063	AANAT	1	0.1010275206038051	AANAT	7	1.0266314052999994
SGI75460067	45062	AAR2	6	0.6061651236228308	AAR2	6	0.879969775971428
SGI75460067	45061	AARD	1	0.1010275206038051	AARD	1	0.1466616293285713
SGI75460067	45060	AARS1	14	1.4143852884532715	AARS1	0	0.0
SGI75460067	45059	AARS1P1	0	0.0	AARS1P1	0	0.0
SGI75460067	45058	AARS2	16	1.616440329660882	AARS2	17	2.4932476985857126
SGI75460067	45057	AARSD1	10	1.010275206038051	AARSD1	1	0.1466616293285713
SGI75460067	45056	AARSD1P1	0	0.0	AARSD1P1	0	0.0
SGI75460067	45055	AASDH	32	3.232880659321764	AASDH	26	3.8132023625428544
SGI75460067	45054	AASDHPPT	11	1.1113027266418565	AASDHPPT	12	1.759939551942856
SGI75460067	45053	AASS	0	0.0	AASS	0	0.0
SGI75460067	45052	AATBC	0	0.0	AATBC	0	0.0
SGI75460067	45051	AATF	15	1.5154128090570769	AATF	29	4.253187250528568
SGI75460067	45050	AATK	73	7.375009004077773	AATK	384	56.31806566217139
SGI75460067	45049	ABALON	0	0.0	ABALON	127	18.62602692472856
SGI75460067	45048	ABAT	29	2.9297980975103486	ABAT	29	4.253187250528568
SGI75460067	45047	ABCA1	13	1.3133577678494666	ABCA1	27	3.959863991871426
SGI75460067	45046	ABCA10	6	0.6061651236228308	ABCA10	6	0.879969775971428
SGI75460067	45045	ABCA11P	70	7.071926442266359	ABCA11P	101	14.812824562185703
SGI75460067	45044	ABCA12	0	0.0	ABCA12	0	0.0
SGI75460067	45043	ABCA13	0	0.0	ABCA13	0	0.0
SGI75460067	45042	ABCA17P	5	0.5051376030190255	ABCA17P	24	3.519879103885712
SGI75460067	45041	ABCA2	2	0.2020550412076102	ABCA2	0	0.0
SGI75460067	45040	ABCA3	3	0.3030825618114154	ABCA3	11	1.6132779226142846
SGI75460067	45039	ABCA3P1	1	0.1010275206038051	ABCA3P1	0	0.0
SGI75460067	45038	ABCA4	0	0.0	ABCA4	0	0.0
SGI75460067	45037	ABCA5	43	4.34418338596362	ABCA5	11	1.6132779226142846
SGI75460067	45036	ABCA6	32	3.232880659321764	ABCA6	0	0.0
SGI75460067	45035	ABCA7	0	0.0	ABCA7	0	0.0
SGI75460067	45034	ABCA8	0	0.0	ABCA8	0	0.0
SGI75460067	45033	ABCA9	0	0.0	ABCA9	18	2.639909327914284
SGI75460067	45032	ABCA9-AS1	3	0.3030825618114154	ABCA9-AS1	3	0.439984887985714
SGI75460067	45031	ABCB1	20	2.020550412076102	ABCB1	19	2.786570957242855
SGI75460067	45030	ABCB10	103	10.405834622191929	ABCB10	119	17.45273389009999
SGI75460067	45029	ABCB10P1	2	0.2020550412076102	ABCB10P1	0	0.0
SGI75460067	45028	ABCB10P3	2	0.2020550412076102	ABCB10P3	0	0.0
SGI75460067	45027	ABCB10P4	0	0.0	ABCB10P4	0	0.0
SGI75460067	45026	ABCB11	0	0.0	ABCB11	0	0.0
SGI75460067	45025	ABCB4	47	4.748293468378841	ABCB4	45	6.59977331978571
SGI75460067	45024	ABCB5	21	2.121577932679908	ABCB5	29	4.253187250528568
SGI75460067	45023	ABCB6	11	1.1113027266418565	ABCB6	8	1.1732930346285706
SGI75460067	45022	ABCB7	79	7.981174127700604	ABCB7	56	8.213051242399995
SGI75460067	45021	ABCB8	5	0.5051376030190255	ABCB8	7	1.0266314052999994
SGI75460067	45020	ABCB9	0	0.0	ABCB9	0	0.0
SGI75460067	45019	ABCC1	0	0.0	ABCC1	0	0.0
SGI75460067	45018	ABCC10	1	0.1010275206038051	ABCC10	0	0.0
SGI75460067	45017	ABCC11	3	0.3030825618114154	ABCC11	0	0.0
SGI75460067	45016	ABCC12	1	0.1010275206038051	ABCC12	9	1.319954663957142
SGI75460067	45015	ABCC13	27	2.7277430563027383	ABCC13	454	66.58437971517138
SGI75460067	45014	ABCC2	0	0.0	ABCC2	0	0.0
SGI75460067	45013	ABCC3	68	6.869871401058749	ABCC3	9	1.319954663957142
SGI75460067	45012	ABCC4	191	19.29625643532678	ABCC4	201	29.47898749504284
SGI75460067	45011	ABCC5	2	0.2020550412076102	ABCC5	0	0.0
SGI75460067	45010	ABCC5-AS1	0	0.0	ABCC5-AS1	1	0.1466616293285713
SGI75460067	45009	ABCC6	0	0.0	ABCC6	0	0.0
SGI75460067	45008	ABCC6P1	1	0.1010275206038051	ABCC6P1	0	0.0
SGI75460067	45007	ABCC6P2	0	0.0	ABCC6P2	0	0.0
SGI75460067	45006	ABCC8	14	1.4143852884532715	ABCC8	22	3.226555845228569
SGI75460067	45005	ABCC9	21	2.121577932679908	ABCC9	0	0.0
SGI75460067	45004	ABCD1	0	0.0	ABCD1	0	0.0
SGI75460067	45003	ABCD1P1	0	0.0	ABCD1P1	0	0.0
SGI75460067	45002	ABCD1P2	0	0.0	ABCD1P2	0	0.0
SGI75460067	45001	ABCD1P3	0	0.0	ABCD1P3	0	0.0
SGI75460067	45000	ABCD1P4	0	0.0	ABCD1P4	1	0.1466616293285713
SGI75460067	44999	ABCD1P5	0	0.0	ABCD1P5	0	0.0
SGI75460067	44998	ABCD2	11	1.1113027266418565	ABCD2	0	0.0
SGI75460067	44997	ABCD3	40	4.041100824152204	ABCD3	16	2.346586069257141
SGI75460067	44996	ABCD4	43	4.34418338596362	ABCD4	0	0.0
SGI75460067	44995	ABCE1	21	2.121577932679908	ABCE1	110	16.132779226142848
SGI75460067	44994	ABCF1	12	1.2123302472456616	ABCF1	83	12.17291523427142
SGI75460067	44993	ABCF2	3	0.3030825618114154	ABCF2	2	0.2933232586571426
SGI75460067	44992	ABCF2-H2BK1	2	0.2020550412076102	ABCF2-H2BK1	2	0.2933232586571426
SGI75460067	44991	ABCF2P1	1	0.1010275206038051	ABCF2P1	0	0.0
SGI75460067	44990	ABCF2P2	0	0.0	ABCF2P2	0	0.0
SGI75460067	44989	ABCF3	29	2.9297980975103486	ABCF3	30	4.39984887985714
SGI75460067	44988	ABCG1	0	0.0	ABCG1	1	0.1466616293285713
SGI75460067	44987	ABCG2	29	2.9297980975103486	ABCG2	0	0.0
SGI75460067	44986	ABCG4	0	0.0	ABCG4	0	0.0
SGI75460067	44985	ABCG5	0	0.0	ABCG5	0	0.0
SGI75460067	44984	ABCG8	28	2.8287705769065434	ABCG8	36	5.279818655828568
SGI75460067	44983	ABHD1	0	0.0	ABHD1	0	0.0
