		Gene Name_RFfr	count_RFfr	cpm_RFfr	Gene Name_star	count_star	cpm_star
SGI75460103	45088	A1BG	1	0.0719717732463069	A1BG	25	1.846713747033162
SGI75460103	45087	A1BG-AS1	1	0.0719717732463069	A1BG-AS1	1	0.0738685498813264
SGI75460103	45086	A1CF	14	1.007604825448298	A1CF	14	1.0341596983385708
SGI75460103	45085	A2M	239	17.201253805867367	A2M	167	12.336047830181522
SGI75460103	45084	A2M-AS1	0	0.0	A2M-AS1	0	0.0
SGI75460103	45083	A2ML1	0	0.0	A2ML1	0	0.0
SGI75460103	45082	A2MP1	1	0.0719717732463069	A2MP1	307	22.67764481356723
SGI75460103	45081	A3GALT2	6	0.4318306394778419	A3GALT2	51	3.7672960439476495
SGI75460103	45080	A4GALT	0	0.0	A4GALT	2	0.1477370997626529
SGI75460103	45079	A4GNT	0	0.0	A4GNT	0	0.0
SGI75460103	45078	AA06	0	0.0	AA06	1	0.0738685498813264
SGI75460103	45077	AAAS	26	1.8712661044039816	AAAS	22	1.6251080973891825
SGI75460103	45076	AACS	5	0.3598588662315349	AACS	0	0.0
SGI75460103	45075	AACSP1	64	4.606193487763647	AACSP1	230	16.989766472705092
SGI75460103	45074	AADAC	2	0.1439435464926139	AADAC	0	0.0
SGI75460103	45073	AADACL2	0	0.0	AADACL2	0	0.0
SGI75460103	45072	AADACL2-AS1	27	1.9432378776502888	AADACL2-AS1	484	35.752378142562016
SGI75460103	45071	AADACL3	3	0.2159153197389209	AADACL3	32	2.3637935962024472
SGI75460103	45070	AADACL4	0	0.0	AADACL4	0	0.0
SGI75460103	45069	AADACP1	0	0.0	AADACP1	0	0.0
SGI75460103	45068	AADAT	0	0.0	AADAT	0	0.0
SGI75460103	45067	AAGAB	53	3.81450398205427	AAGAB	77	5.687878340862139
SGI75460103	45066	AAK1	52	3.742532208807963	AAK1	320	23.637935962024475
SGI75460103	45065	AAMDC	0	0.0	AAMDC	0	0.0
SGI75460103	45064	AAMP	115	8.276753923325304	AAMP	82	6.057221090268771
SGI75460103	45063	AANAT	14	1.007604825448298	AANAT	1074	79.33482257254464
SGI75460103	45062	AAR2	0	0.0	AAR2	0	0.0
SGI75460103	45061	AARD	1	0.0719717732463069	AARD	6	0.4432112992879589
SGI75460103	45060	AARS1	16	1.1515483719409116	AARS1	0	0.0
SGI75460103	45059	AARS1P1	0	0.0	AARS1P1	0	0.0
SGI75460103	45058	AARS2	3	0.2159153197389209	AARS2	16	1.1818967981012236
SGI75460103	45057	AARSD1	8	0.5757741859704558	AARSD1	1	0.0738685498813264
SGI75460103	45056	AARSD1P1	0	0.0	AARSD1P1	0	0.0
SGI75460103	45055	AASDH	66	4.750137034256261	AASDH	52	3.841164593828977
SGI75460103	45054	AASDHPPT	95	6.837318458399164	AASDHPPT	25	1.846713747033162
SGI75460103	45053	AASS	0	0.0	AASS	0	0.0
SGI75460103	45052	AATBC	5	0.3598588662315349	AATBC	7	0.5170798491692854
SGI75460103	45051	AATF	41	2.950842703098586	AATF	35	2.585399245846427
SGI75460103	45050	AATK	55	3.958447528546884	AATK	354	26.14946665798957
SGI75460103	45049	ABALON	0	0.0	ABALON	360	26.59267795727753
SGI75460103	45048	ABAT	53	3.81450398205427	ABAT	62	4.579850092642242
SGI75460103	45047	ABCA1	30	2.1591531973892093	ABCA1	773	57.10038905826537
SGI75460103	45046	ABCA10	12	0.8636612789556838	ABCA10	65	4.801455742286222
SGI75460103	45045	ABCA11P	0	0.0	ABCA11P	0	0.0
SGI75460103	45044	ABCA12	13	0.9356330522019908	ABCA12	0	0.0
SGI75460103	45043	ABCA13	9	0.6477459592167628	ABCA13	0	0.0
SGI75460103	45042	ABCA17P	25	1.7992943311576748	ABCA17P	109	8.051671937064587
SGI75460103	45041	ABCA2	0	0.0	ABCA2	0	0.0
SGI75460103	45040	ABCA3	23	1.6553507846650606	ABCA3	1521	112.35406436949758
SGI75460103	45039	ABCA3P1	0	0.0	ABCA3P1	0	0.0
SGI75460103	45038	ABCA4	1	0.0719717732463069	ABCA4	0	0.0
SGI75460103	45037	ABCA5	13	0.9356330522019908	ABCA5	266	19.649034268432843
SGI75460103	45036	ABCA6	25	1.7992943311576748	ABCA6	25	1.846713747033162
SGI75460103	45035	ABCA7	21	1.5114072381724466	ABCA7	0	0.0
SGI75460103	45034	ABCA8	0	0.0	ABCA8	0	0.0
SGI75460103	45033	ABCA9	2	0.1439435464926139	ABCA9	0	0.0
SGI75460103	45032	ABCA9-AS1	1	0.0719717732463069	ABCA9-AS1	2	0.1477370997626529
SGI75460103	45031	ABCB1	68	4.894080580748875	ABCB1	1063	78.52226852385004
