		Gene Name_RFfr	count_RFfr	cpm_RFfr	Gene Name_star	count_star	cpm_star
SGI75460076	45088	A1BG	11	1.969849131045825	A1BG	16	3.2685172739095103
SGI75460076	45087	A1BG-AS1	0	0.0	A1BG-AS1	0	0.0
SGI75460076	45086	A1CF	0	0.0	A1CF	0	0.0
SGI75460076	45085	A2M	69	12.356326367469268	A2M	49	10.009834151347876
SGI75460076	45084	A2M-AS1	0	0.0	A2M-AS1	5	1.021411648096722
SGI75460076	45083	A2ML1	0	0.0	A2ML1	0	0.0
SGI75460076	45082	A2MP1	2	0.3581543874628773	A2MP1	36	7.354163866296398
SGI75460076	45081	A3GALT2	0	0.0	A3GALT2	5	1.021411648096722
SGI75460076	45080	A4GALT	19	3.4024666808973345	A4GALT	0	0.0
SGI75460076	45079	A4GNT	0	0.0	A4GNT	0	0.0
SGI75460076	45078	AA06	0	0.0	AA06	0	0.0
SGI75460076	45077	AAAS	7	1.2535403561200704	AAAS	3	0.6128469888580332
SGI75460076	45076	AACS	0	0.0	AACS	0	0.0
SGI75460076	45075	AACSP1	0	0.0	AACSP1	59	12.05265744754132
SGI75460076	45074	AADAC	0	0.0	AADAC	0	0.0
SGI75460076	45073	AADACL2	0	0.0	AADACL2	0	0.0
SGI75460076	45072	AADACL2-AS1	3	0.5372315811943159	AADACL2-AS1	187	38.20079563881741
SGI75460076	45071	AADACL3	1	0.1790771937314386	AADACL3	15	3.064234944290166
SGI75460076	45070	AADACL4	3	0.5372315811943159	AADACL4	0	0.0
SGI75460076	45069	AADACP1	0	0.0	AADACP1	0	0.0
SGI75460076	45068	AADAT	0	0.0	AADAT	0	0.0
SGI75460076	45067	AAGAB	24	4.297852649554527	AAGAB	48	9.805551821728532
SGI75460076	45066	AAK1	85	15.221561467172286	AAK1	299	61.08041655618398
SGI75460076	45065	AAMDC	18	3.223389487165896	AAMDC	0	0.0
SGI75460076	45064	AAMP	39	6.984010555526107	AAMP	42	8.579857844012464
SGI75460076	45063	AANAT	3	0.5372315811943159	AANAT	95	19.40682131383772
SGI75460076	45062	AAR2	21	3.760621068360212	AAR2	22	4.494211251625576
SGI75460076	45061	AARD	0	0.0	AARD	1	0.2042823296193444
SGI75460076	45060	AARS1	3	0.5372315811943159	AARS1	0	0.0
SGI75460076	45059	AARS1P1	0	0.0	AARS1P1	0	0.0
SGI75460076	45058	AARS2	0	0.0	AARS2	2	0.4085646592386888
SGI75460076	45057	AARSD1	0	0.0	AARSD1	0	0.0
SGI75460076	45056	AARSD1P1	0	0.0	AARSD1P1	0	0.0
SGI75460076	45055	AASDH	12	2.148926324777264	AASDH	0	0.0
SGI75460076	45054	AASDHPPT	86	15.400638660903724	AASDHPPT	94	19.20253898421837
SGI75460076	45053	AASS	0	0.0	AASS	0	0.0
SGI75460076	45052	AATBC	0	0.0	AATBC	0	0.0
SGI75460076	45051	AATF	0	0.0	AATF	46	9.39698716248984
SGI75460076	45050	AATK	9	1.6116947435829478	AATK	146	29.82522012442428
SGI75460076	45049	ABALON	3	0.5372315811943159	ABALON	285	58.22046394151315
SGI75460076	45048	ABAT	10	1.7907719373143864	ABAT	24	4.902775910864266
SGI75460076	45047	ABCA1	14	2.507080712240141	ABCA1	353	72.11166235562857
SGI75460076	45046	ABCA10	8	1.4326175498515092	ABCA10	110	22.47105625812788
SGI75460076	45045	ABCA11P	0	0.0	ABCA11P	0	0.0
SGI75460076	45044	ABCA12	0	0.0	ABCA12	0	0.0
SGI75460076	45043	ABCA13	15	2.68615790597158	ABCA13	0	0.0
SGI75460076	45042	ABCA17P	10	1.7907719373143864	ABCA17P	44	8.988422503251153
SGI75460076	45041	ABCA2	0	0.0	ABCA2	0	0.0
SGI75460076	45040	ABCA3	4	0.7163087749257546	ABCA3	389	79.46582622192497
SGI75460076	45039	ABCA3P1	0	0.0	ABCA3P1	0	0.0
SGI75460076	45038	ABCA4	0	0.0	ABCA4	0	0.0
SGI75460076	45037	ABCA5	7	1.2535403561200704	ABCA5	50	10.21411648096722
SGI75460076	45036	ABCA6	23	4.118775455823089	ABCA6	23	4.698493581244921
SGI75460076	45035	ABCA7	0	0.0	ABCA7	0	0.0
SGI75460076	45034	ABCA8	0	0.0	ABCA8	0	0.0
SGI75460076	45033	ABCA9	1	0.1790771937314386	ABCA9	0	0.0
SGI75460076	45032	ABCA9-AS1	8	1.4326175498515092	ABCA9-AS1	8	1.6342586369547552
SGI75460076	45031	ABCB1	23	4.118775455823089	ABCB1	706	144.2233247112571
SGI75460076	45030	ABCB10	304	54.43946689435735	ABCB10	342	69.86455672981577
SGI75460076	45029	ABCB10P1	3	0.5372315811943159	ABCB10P1	0	0.0
SGI75460076	45028	ABCB10P3	3	0.5372315811943159	ABCB10P3	0	0.0
SGI75460076	45027	ABCB10P4	9	1.6116947435829478	ABCB10P4	0	0.0
SGI75460076	45026	ABCB11	0	0.0	ABCB11	0	0.0
SGI75460076	45025	ABCB4	0	0.0	ABCB4	0	0.0
SGI75460076	45024	ABCB5	69	12.356326367469268	ABCB5	163	33.29801972795314
SGI75460076	45023	ABCB6	29	5.193238618211721	ABCB6	42	8.579857844012464
SGI75460076	45022	ABCB7	22	3.93969826209165	ABCB7	27	5.515622899722298
SGI75460076	45021	ABCB8	0	0.0	ABCB8	2	0.4085646592386888
SGI75460076	45020	ABCB9	0	0.0	ABCB9	0	0.0
SGI75460076	45019	ABCC1	0	0.0	ABCC1	0	0.0
SGI75460076	45018	ABCC10	2	0.3581543874628773	ABCC10	0	0.0
SGI75460076	45017	ABCC11	0	0.0	ABCC11	0	0.0
SGI75460076	45016	ABCC12	21	3.760621068360212	ABCC12	54	11.031245799444596
SGI75460076	45015	ABCC13	10	1.7907719373143864	ABCC13	95	19.40682131383772
SGI75460076	45014	ABCC2	1	0.1790771937314386	ABCC2	0	0.0
SGI75460076	45013	ABCC3	26	4.656007037017405	ABCC3	541	110.51674032406532
SGI75460076	45012	ABCC4	304	54.43946689435735	ABCC4	254	51.88771172331348
SGI75460076	45011	ABCC5	28	5.014161424480282	ABCC5	28	5.719905229341643
SGI75460076	45010	ABCC5-AS1	0	0.0	ABCC5-AS1	0	0.0
SGI75460076	45009	ABCC6	0	0.0	ABCC6	0	0.0
SGI75460076	45008	ABCC6P1	0	0.0	ABCC6P1	25	5.10705824048361
SGI75460076	45007	ABCC6P2	0	0.0	ABCC6P2	0	0.0
SGI75460076	45006	ABCC8	2	0.3581543874628773	ABCC8	36	7.354163866296398
SGI75460076	45005	ABCC9	0	0.0	ABCC9	0	0.0
SGI75460076	45004	ABCD1	0	0.0	ABCD1	0	0.0
SGI75460076	45003	ABCD1P1	0	0.0	ABCD1P1	0	0.0
SGI75460076	45002	ABCD1P2	0	0.0	ABCD1P2	0	0.0
SGI75460076	45001	ABCD1P3	0	0.0	ABCD1P3	0	0.0
SGI75460076	45000	ABCD1P4	0	0.0	ABCD1P4	0	0.0
SGI75460076	44999	ABCD1P5	0	0.0	ABCD1P5	0	0.0
SGI75460076	44998	ABCD2	0	0.0	ABCD2	0	0.0
SGI75460076	44997	ABCD3	32	5.730470199406037	ABCD3	0	0.0
SGI75460076	44996	ABCD4	25	4.476929843285967	ABCD4	0	0.0
SGI75460076	44995	ABCE1	110	19.69849131045825	ABCE1	101	20.632515291553783
SGI75460076	44994	ABCF1	4	0.7163087749257546	ABCF1	22	4.494211251625576
SGI75460076	44993	ABCF2	46	8.237550911646178	ABCF2	68	13.89119841411542
SGI75460076	44992	ABCF2-H2BK1	1	0.1790771937314386	ABCF2-H2BK1	1	0.2042823296193444
SGI75460076	44991	ABCF2P1	0	0.0	ABCF2P1	0	0.0
SGI75460076	44990	ABCF2P2	0	0.0	ABCF2P2	0	0.0
SGI75460076	44989	ABCF3	13	2.3280035185087025	ABCF3	14	2.8599526146708216
SGI75460076	44988	ABCG1	0	0.0	ABCG1	0	0.0
SGI75460076	44987	ABCG2	37	6.62585616806323	ABCG2	15	3.064234944290166
SGI75460076	44986	ABCG4	0	0.0	ABCG4	0	0.0
SGI75460076	44985	ABCG5	0	0.0	ABCG5	0	0.0
SGI75460076	44984	ABCG8	1	0.1790771937314386	ABCG8	7	1.4299763073354108
SGI75460076	44983	ABHD1	0	0.0	ABHD1	0	0.0
SGI75460076	44982	ABHD10	61	10.923708817617758	ABHD10	40	8.171293184773777
SGI75460076	44981	ABHD11	0	0.0	ABHD11	0	0.0
SGI75460076	44980	ABHD11-AS1	0	0.0	ABHD11-AS1	1	0.2042823296193444
SGI75460076	44979	ABHD12	42	7.521242136720423	ABHD12	27	5.515622899722298
SGI75460076	44978	ABHD12B	0	0.0	ABHD12B	0	0.0
SGI75460076	44977	ABHD13	62	11.102786011349195	ABHD13	62	12.665504436399353
SGI75460076	44976	ABHD14A	0	0.0	ABHD14A	0	0.0
SGI75460076	44975	ABHD14A-ACY1	0	0.0	ABHD14A-ACY1	0	0.0
SGI75460076	44974	ABHD14B	1	0.1790771937314386	ABHD14B	15	3.064234944290166
SGI75460076	44973	ABHD15	14	2.507080712240141	ABHD15	14	2.8599526146708216
SGI75460076	44972	ABHD16A	5	0.8953859686571932	ABHD16A	0	0.0
SGI75460076	44971	ABHD16B	0	0.0	ABHD16B	0	0.0
SGI75460076	44970	ABHD17A	16	2.8652350997030185	ABHD17A	13	2.6556702850514773
SGI75460076	44969	ABHD17AP1	2	0.3581543874628773	ABHD17AP1	0	0.0
SGI75460076	44968	ABHD17AP3	0	0.0	ABHD17AP3	0	0.0
SGI75460076	44967	ABHD17AP4	4	0.7163087749257546	ABHD17AP4	0	0.0
SGI75460076	44966	ABHD17AP5	0	0.0	ABHD17AP5	0	0.0
SGI75460076	44965	ABHD17AP6	2	0.3581543874628773	ABHD17AP6	0	0.0
SGI75460076	44964	ABHD17AP7	0	0.0	ABHD17AP7	0	0.0
SGI75460076	44963	ABHD17AP8	0	0.0	ABHD17AP8	0	0.0
SGI75460076	44962	ABHD17AP9	0	0.0	ABHD17AP9	0	0.0
SGI75460076	44961	ABHD17B	0	0.0	ABHD17B	0	0.0
SGI75460076	44960	ABHD17C	40	7.163087749257546	ABHD17C	91	18.58969199536034
SGI75460076	44959	ABHD18	10	1.7907719373143864	ABHD18	104	21.24536228041182
SGI75460076	44958	ABHD2	47	8.416628105377617	ABHD2	97	19.81538597307641
SGI75460076	44957	ABHD3	11	1.969849131045825	ABHD3	0	0.0
SGI75460076	44956	ABHD4	43	7.700319330451863	ABHD4	33	6.741316877438365
SGI75460076	44955	ABHD5	187	33.48743522777903	ABHD5	179	36.56653700186264
SGI75460076	44954	ABHD6	2	0.3581543874628773	ABHD6	0	0.0
SGI75460076	44953	ABHD8	4	0.7163087749257546	ABHD8	16	3.2685172739095103
SGI75460076	44952	ABI1	242	43.33668088300815	ABI1	213	43.51213620892035
SGI75460076	44951	ABI1P1	0	0.0	ABI1P1	0	0.0
SGI75460076	44950	ABI2	44	7.8793965241833	ABI2	25	5.10705824048361
SGI75460076	44949	ABI3	89	15.93787024209804	ABI3	89	18.18112733612165
SGI75460076	44948	ABI3BP	0	0.0	ABI3BP	0	0.0
SGI75460076	44947	ABITRAM	11	1.969849131045825	ABITRAM	11	2.247105625812788
SGI75460076	44946	ABITRAMP1	0	0.0	ABITRAMP1	0	0.0
