Gene type	Gene Name	Unnamed: 0	Unnamed: 1	Gene Name_RFfr	count_RFfr	cpm_RFfr	Gene Name_star	count_star	cpm_star
pseudo	A2MP1	SGI75460103	45082	A2MP1	1	0.0719717732463069	A2MP1	307	22.67764481356723
pseudo	AA06	SGI75460103	45078	AA06	0	0.0	AA06	1	0.0738685498813264
pseudo	AACSP1	SGI75460103	45075	AACSP1	64	4.606193487763647	AACSP1	230	16.989766472705092
pseudo	AADACP1	SGI75460103	45069	AADACP1	0	0.0	AADACP1	0	0.0
pseudo	AARS1P1	SGI75460103	45059	AARS1P1	0	0.0	AARS1P1	0	0.0
pseudo	AARSD1P1	SGI75460103	45056	AARSD1P1	0	0.0	AARSD1P1	0	0.0
pseudo	ABCA11P	SGI75460103	45045	ABCA11P	0	0.0	ABCA11P	0	0.0
pseudo	ABCA17P	SGI75460103	45042	ABCA17P	25	1.7992943311576748	ABCA17P	109	8.051671937064587
pseudo	ABCA3P1	SGI75460103	45039	ABCA3P1	0	0.0	ABCA3P1	0	0.0
pseudo	ABCB10P1	SGI75460103	45029	ABCB10P1	1	0.0719717732463069	ABCB10P1	0	0.0
pseudo	ABCB10P3	SGI75460103	45028	ABCB10P3	1	0.0719717732463069	ABCB10P3	0	0.0
pseudo	ABCB10P4	SGI75460103	45027	ABCB10P4	0	0.0	ABCB10P4	0	0.0
pseudo	ABCC13	SGI75460103	45015	ABCC13	136	9.78816116149775	ABCC13	218	16.103343874129173
pseudo	ABCC6P1	SGI75460103	45008	ABCC6P1	1	0.0719717732463069	ABCC6P1	82	6.057221090268771
pseudo	ABCC6P2	SGI75460103	45007	ABCC6P2	0	0.0	ABCC6P2	0	0.0
pseudo	ABCD1P1	SGI75460103	45003	ABCD1P1	0	0.0	ABCD1P1	1	0.0738685498813264
pseudo	ABCD1P2	SGI75460103	45002	ABCD1P2	0	0.0	ABCD1P2	0	0.0
pseudo	ABCD1P3	SGI75460103	45001	ABCD1P3	0	0.0	ABCD1P3	0	0.0
pseudo	ABCD1P4	SGI75460103	45000	ABCD1P4	1	0.0719717732463069	ABCD1P4	0	0.0
pseudo	ABCD1P5	SGI75460103	44999	ABCD1P5	2	0.1439435464926139	ABCD1P5	2	0.1477370997626529
pseudo	ABCF2P1	SGI75460103	44991	ABCF2P1	0	0.0	ABCF2P1	0	0.0
pseudo	ABCF2P2	SGI75460103	44990	ABCF2P2	0	0.0	ABCF2P2	0	0.0
pseudo	ABHD17AP1	SGI75460103	44969	ABHD17AP1	7	0.5038024127241489	ABHD17AP1	0	0.0
pseudo	ABHD17AP3	SGI75460103	44968	ABHD17AP3	1	0.0719717732463069	ABHD17AP3	0	0.0
pseudo	ABHD17AP4	SGI75460103	44967	ABHD17AP4	0	0.0	ABHD17AP4	0	0.0
pseudo	ABHD17AP5	SGI75460103	44966	ABHD17AP5	0	0.0	ABHD17AP5	0	0.0
pseudo	ABHD17AP6	SGI75460103	44965	ABHD17AP6	7	0.5038024127241489	ABHD17AP6	0	0.0
pseudo	ABHD17AP7	SGI75460103	44964	ABHD17AP7	0	0.0	ABHD17AP7	0	0.0
pseudo	ABHD17AP8	SGI75460103	44963	ABHD17AP8	0	0.0	ABHD17AP8	0	0.0
pseudo	ABHD17AP9	SGI75460103	44962	ABHD17AP9	0	0.0	ABHD17AP9	0	0.0
pseudo	ABI1P1	SGI75460103	44951	ABI1P1	0	0.0	ABI1P1	0	0.0
pseudo	ABITRAMP1	SGI75460103	44946	ABITRAMP1	0	0.0	ABITRAMP1	0	0.0
pseudo	ABT1P1	SGI75460103	44933	ABT1P1	0	0.0	ABT1P1	0	0.0
pseudo	ACAA2P1	SGI75460103	44928	ACAA2P1	0	0.0	ACAA2P1	0	0.0
pseudo	ACE3P	SGI75460103	44898	ACE3P	4	0.2878870929852279	ACE3P	28	2.0683193966771416
pseudo	ACER2P1	SGI75460103	44895	ACER2P1	0	0.0	ACER2P1	0	0.0
pseudo	ACKR4P1	SGI75460103	44887	ACKR4P1	1	0.0719717732463069	ACKR4P1	4	0.2954741995253059
pseudo	ACNATP	SGI75460103	44884	ACNATP	0	0.0	ACNATP	0	0.0
pseudo	ACRP1	SGI75460103	44856	ACRP1	0	0.0	ACRP1	0	0.0
pseudo	ACSM5P1	SGI75460103	44839	ACSM5P1	0	0.0	ACSM5P1	3	0.2216056496439794
pseudo	ACTBP1	SGI75460103	44829	ACTBP1	1	0.0719717732463069	ACTBP1	1	0.0738685498813264
pseudo	ACTBP10	SGI75460103	44828	ACTBP10	0	0.0	ACTBP10	0	0.0
pseudo	ACTBP11	SGI75460103	44827	ACTBP11	3	0.2159153197389209	ACTBP11	5	0.3693427494066324
pseudo	ACTBP12	SGI75460103	44826	ACTBP12	0	0.0	ACTBP12	0	0.0
pseudo	ACTBP14	SGI75460103	44825	ACTBP14	0	0.0	ACTBP14	0	0.0
pseudo	ACTBP15	SGI75460103	44824	ACTBP15	1	0.0719717732463069	ACTBP15	0	0.0
pseudo	ACTBP2	SGI75460103	44823	ACTBP2	12	0.8636612789556838	ACTBP2	5	0.3693427494066324
pseudo	ACTBP3	SGI75460103	44822	ACTBP3	0	0.0	ACTBP3	0	0.0
pseudo	ACTBP4	SGI75460103	44821	ACTBP4	1	0.0719717732463069	ACTBP4	14	1.0341596983385708
pseudo	ACTBP6	SGI75460103	44820	ACTBP6	0	0.0	ACTBP6	2	0.1477370997626529
pseudo	ACTBP7	SGI75460103	44819	ACTBP7	8	0.5757741859704558	ACTBP7	6	0.4432112992879589
pseudo	ACTBP8	SGI75460103	44818	ACTBP8	16	1.1515483719409116	ACTBP8	18	1.3296338978638766
pseudo	ACTBP9	SGI75460103	44817	ACTBP9	0	0.0	ACTBP9	0	0.0
pseudo	ACTG1P1	SGI75460103	44813	ACTG1P1	0	0.0	ACTG1P1	0	0.0
pseudo	ACTG1P10	SGI75460103	44812	ACTG1P10	0	0.0	ACTG1P10	0	0.0
pseudo	ACTG1P11	SGI75460103	44811	ACTG1P11	1	0.0719717732463069	ACTG1P11	1	0.0738685498813264
pseudo	ACTG1P12	SGI75460103	44810	ACTG1P12	0	0.0	ACTG1P12	0	0.0
pseudo	ACTG1P13	SGI75460103	44809	ACTG1P13	0	0.0	ACTG1P13	0	0.0
pseudo	ACTG1P14	SGI75460103	44808	ACTG1P14	0	0.0	ACTG1P14	0	0.0
pseudo	ACTG1P15	SGI75460103	44807	ACTG1P15	0	0.0	ACTG1P15	0	0.0
pseudo	ACTG1P16	SGI75460103	44806	ACTG1P16	0	0.0	ACTG1P16	0	0.0
pseudo	ACTG1P17	SGI75460103	44805	ACTG1P17	1	0.0719717732463069	ACTG1P17	3	0.2216056496439794
pseudo	ACTG1P18	SGI75460103	44804	ACTG1P18	3	0.2159153197389209	ACTG1P18	3	0.2216056496439794
pseudo	ACTG1P19	SGI75460103	44803	ACTG1P19	0	0.0	ACTG1P19	0	0.0
