Gene Name,count,cpm
bA255A11.4,0,0.0
ZZZ3,45,4.546238427171231
ZZEF1,84,8.48631173071963
ZYXP1,0,0.0
ZYX,126,12.729467596079445
ZYG11B,32,3.232880659321764
ZYG11AP1,0,0.0
ZYG11A,0,0.0
ZXDC,0,0.0
ZXDB,1,0.10102752060380513
ZXDA,1,0.10102752060380513
ZWINT,0,0.0
ZWILCH,69,6.970898921662553
ZW10,4,0.4041100824152205
ZUP1,16,1.616440329660882
ZSWIM9,2,0.20205504120761025
ZSWIM8-AS1,0,0.0
ZSWIM8,30,3.0308256181141537
ZSWIM7,89,8.991449333738656
ZSWIM6,61,6.162678756832112
ZSWIM5P3,0,0.0
ZSWIM5P2,0,0.0
ZSWIM5P1,0,0.0
ZSWIM5,0,0.0
ZSWIM4,0,0.0
ZSWIM3,14,1.4143852884532717
ZSWIM2,0,0.0
ZSWIM1,36,3.6369907417369842
ZSCAN9,0,0.0
ZSCAN5DP,0,0.0
ZSCAN5C,0,0.0
ZSCAN5B,0,0.0
ZSCAN5A,27,2.7277430563027383
ZSCAN4,0,0.0
ZSCAN32,27,2.7277430563027383
ZSCAN31,0,0.0
ZSCAN30,0,0.0
ZSCAN29,29,2.9297980975103486
ZSCAN26,0,0.0
ZSCAN25,0,0.0
ZSCAN23,0,0.0
ZSCAN22,1,0.10102752060380513
ZSCAN21,0,0.0
ZSCAN20,44,4.445210906567425
ZSCAN2,0,0.0
ZSCAN18,0,0.0
ZSCAN16-AS1,0,0.0
ZSCAN16,6,0.6061651236228308
ZSCAN12P1,0,0.0
ZSCAN12,22,2.2226054532837125
ZSCAN10,0,0.0
ZSCAN1,0,0.0
ZRSR2P1,32,3.232880659321764
ZRSR2,59,5.960623715624502
ZRF1PS,0,0.0
ZRANB3,55,5.556513633209281
ZRANB2-DT,5,0.5051376030190255
ZRANB2-AS1,0,0.0
ZRANB2,160,16.164403296608818
ZRANB1,61,6.162678756832112
ZPR1P1,0,0.0
ZPR1,32,3.232880659321764
ZPLD2P,1,0.10102752060380513
ZPLD1,0,0.0
ZPBP2,0,0.0
ZPBP,0,0.0
ZPAXP,0,0.0
ZP4,12,1.2123302472456616
ZP3P2,0,0.0
ZP3P1,0,0.0
ZP3,4,0.4041100824152205
ZP2,0,0.0
ZP1,0,0.0
ZNRF4,0,0.0
ZNRF3-AS1,1,0.10102752060380513
ZNRF3,15,1.5154128090570769
ZNRF2P3,0,0.0
ZNRF2P2,0,0.0
ZNRF2P1,0,0.0
ZNRF2,49,4.950348509586451
ZNRF1,0,0.0
ZNRD2-DT,0,0.0
ZNRD2,0,0.0
ZNRD1ASP,1,0.10102752060380513
ZNNT1,0,0.0
ZNHIT6,47,4.748293468378841
ZNHIT3,8,0.808220164830441
ZNHIT2,0,0.0
ZNHIT1P1,0,0.0
ZNHIT1,96,9.698641977965293
ZNFX1,98,9.900697019172902
ZNF99,6,0.6061651236228308
ZNF98,0,0.0
ZNF971P,2,0.20205504120761025
ZNF970P,0,0.0
ZNF969P,0,0.0
ZNF968P,0,0.0
ZNF965P,0,0.0
ZNF962P,0,0.0
ZNF93,0,0.0
ZNF92P2,0,0.0
ZNF92P1Y,0,0.0
ZNF92,61,6.162678756832112
ZNF91,150,15.154128090570767
ZNF90P3,0,0.0
ZNF90P2,0,0.0
ZNF90P1,0,0.0
ZNF90,0,0.0
