Gene Name,TPM,count,cpm
C1GALT1C1,0.053287,9.0,1.0656441534735972
C1GALT1C1L,0.0,0.0,0.0
C1GALT1P1,0.0,0.0,0.0
C1GALT1P2,0.0,0.0,0.0
C1GALT1P3,0.0,0.0,0.0
C1QA,0.085698,19.0,2.2496932128887055
C1QB,0.005994,4.0,0.4736196237660433
C1QBP,0.069084,30.0,3.5521471782453244
C1QBPP1,0.0,0.0,0.0
C1QBPP2,0.0,0.0,0.0
C1QBPP3,0.0,0.0,0.0
C1QC,0.0,0.0,0.0
C1QL1,0.0,0.0,0.0
C1QL1P1,0.0,0.0,0.0
C1QL2,0.0,0.0,0.0
C1QL3,0.004858,3.0,0.35521471782453246
C1QL4,0.0,0.0,0.0
C1QTNF1,0.0,0.0,0.0
C1QTNF1-AS1,0.0,0.0,0.0
C1QTNF12,0.0,0.0,0.0
C1QTNF2,0.0,0.0,0.0
C1QTNF3,0.000302,5.0,0.592024529707554
C1QTNF3-AMACR,0.000105,1.0,0.11840490594151082
C1QTNF4,0.0,0.0,0.0
C1QTNF5,0.0,0.0,0.0
C1QTNF6,0.0,0.0,0.0
C1QTNF7,0.0,0.0,0.0
C1QTNF7-AS1,0.001292,37.0,4.3809815198359
C1QTNF8,0.0,0.0,0.0
C1QTNF9,0.0,0.0,0.0
C1QTNF9B,0.0,0.0,0.0
C1R,0.000749,1.0,0.11840490594151082
C1RL,0.017307,17.0,2.012883401005684
C1RL-AS1,0.002059,2.0,0.23680981188302164
C1S,0.000804,1.0,0.11840490594151082
C1orf100,0.0,0.0,0.0
C1orf105,0.0,0.0,0.0
C1orf109,0.085602,16.0,1.894478495064173
C1orf112,0.080472,22.0,2.6049079307132383
C1orf115,2.037888,412.0,48.782821247902454
C1orf116,0.0,0.0,0.0
C1orf122,0.20118,23.0,2.7233128366547485
C1orf127,0.0,0.0,0.0
C1orf131,0.018183,22.0,2.6049079307132383
C1orf141,0.0,0.0,0.0
C1orf146,0.0,0.0,0.0
C1orf147,0.0,0.0,0.0
C1orf159,0.003074,8.0,0.9472392475320865
C1orf162,2.4080150000000002,148.0,17.5239260793436
C1orf167,0.0,0.0,0.0
C1orf167-AS1,0.0,0.0,0.0
C1orf174,0.522133,58.0,6.867484544607628
C1orf185,0.0,0.0,0.0
C1orf198,0.033632,9.0,1.0656441534735972
C1orf21,0.007116,113.0,13.379754371390723
C1orf21-DT,0.0,0.0,0.0
C1orf210,0.0,0.0,0.0
C1orf216,0.0,0.0,0.0
C1orf220,0.002066,1.0,0.11840490594151082
C1orf226,0.0,0.0,0.0
C1orf232,0.0,0.0,0.0
C1orf35,0.024376,5.0,0.592024529707554
C1orf43,0.985784,111.0,13.1429445595077
C1orf50,0.002367,2.0,0.23680981188302164
C1orf52,0.02402,16.0,1.894478495064173
C1orf53,0.0,0.0,0.0
C1orf54,0.458889,16.0,1.894478495064173
C1orf56,0.0,0.0,0.0
C1orf68,0.0,0.0,0.0
C1orf74,0.007469,3.0,0.35521471782453246
C1orf87,0.0,0.0,0.0
C1orf94,0.000146,1.0,0.11840490594151082
C2,0.000358,2.0,0.23680981188302164
C2-AS1,0.0,0.0,0.0
C20orf141,0.0,0.0,0.0
C20orf144,0.0,0.0,0.0
C20orf173,0.0,0.0,0.0
C20orf202,0.0,0.0,0.0
C20orf203,0.0,0.0,0.0
C20orf204,0.0,0.0,0.0
C20orf27,0.074391,9.0,1.0656441534735972
C20orf85,0.0,0.0,0.0
C20orf96,0.002334,1.0,0.11840490594151082
C21orf140,0.0,0.0,0.0
C21orf58,0.0,0.0,0.0
C21orf62,0.000541,1.0,0.11840490594151082
C21orf62-AS1,0.000138,1.0,0.11840490594151082
C21orf91,0.009395,20.0,2.368098118830216
C21orf91-OT1,0.053134,54.0,6.393864920841584
C22orf15,0.0,0.0,0.0
C22orf23,0.0,0.0,0.0
C22orf31,0.0,0.0,0.0
C22orf39,0.058148,27.0,3.196932460420792
C22orf42,0.0,0.0,0.0
C22orf46,0.048857,30.0,3.5521471782453244
C2CD2,0.16886,73.0,8.64355813373029
C2CD2L,0.045378,16.0,1.894478495064173
C2CD3,0.005866,62.0,7.341104168373671
C2CD4A,0.0,0.0,0.0
C2CD4B,0.0,0.0,0.0
C2CD4C,0.0,0.0,0.0
C2CD4D,0.0,0.0,0.0
C2CD4D-AS1,0.001477,2.0,0.23680981188302164
C2CD5,0.15823,51.0,6.038650203017052
C2CD6,0.0,0.0,0.0
C2orf15,0.007944,6.0,0.7104294356490649
C2orf16,0.006948,22.0,2.6049079307132383
C2orf27A,0.002391,14.0,1.6576686831811513
C2orf42,0.2764,56.0,6.630674732724605
C2orf49,0.255547,77.0,9.117177757496334
C2orf50,0.0,0.0,0.0
C2orf66,0.0,0.0,0.0
C2orf68,0.082955,24.0,2.8417177425962596
C2orf69,0.04929,56.0,6.630674732724605
C2orf69P1,0.0,0.0,0.0
C2orf69P2,0.0,0.0,0.0
C2orf69P3,0.0,0.0,0.0
C2orf69P4,0.0,0.0,0.0
C2orf69P5,0.0,0.0,0.0
C2orf72,0.0,0.0,0.0
C2orf73,0.020036,3.0,0.35521471782453246
C2orf74,0.044588,59.0,6.985889450549138
C2orf74-DT,0.002362,1.0,0.11840490594151082
C2orf76,0.046975,6.0,0.7104294356490649
C2orf78,0.0,0.0,0.0
C2orf80,0.0,0.0,0.0
C2orf81,0.0,0.0,0.0
C2orf83,0.000206,1.0,0.11840490594151082
C2orf88,0.676375,183.0,21.668097787296478
C2orf92,0.0,0.0,0.0
C3,0.009358,27.0,3.196932460420792
C3AR1,0.02325,15.0,1.7760735891226622
C3P1,0.002114,5.0,0.592024529707554
C3orf14,0.0,0.0,0.0
C3orf18,0.0,0.0,0.0
C3orf20,0.0,0.0,0.0
C3orf22,0.0,0.0,0.0
C3orf33,0.050016,7.0,0.8288343415905757
C3orf36,0.0,0.0,0.0
C3orf38,0.262118,43.0,5.091410955484966
C3orf49,0.0,0.0,0.0
C3orf49P1,0.0,0.0,0.0
C3orf52,0.0,0.0,0.0
C3orf56,0.0,0.0,0.0
C3orf62,0.0,0.0,0.0
C3orf70,0.009631,49.0,5.80184039113403
C3orf80,0.0,0.0,0.0
C3orf84,0.0,0.0,0.0
C3orf85,0.000143,1.0,0.11840490594151082
C3orf86,0.0,0.0,0.0
C4A,0.000126,1.0,0.11840490594151082
C4B,0.000167,1.0,0.11840490594151082
C4BPA,0.085767,13.0,1.5392637772396407
C4BPAP1,0.0,0.0,0.0
C4BPAP2,0.0,0.0,0.0
C4BPAP3,0.0,0.0,0.0
C4BPB,0.0,0.0,0.0
C4orf17,0.0,0.0,0.0
C4orf19,0.0,0.0,0.0
C4orf3,1.272116,229.0,27.11472346060598
C4orf33,0.0,0.0,0.0
C4orf36,0.0,0.0,0.0
C4orf45,0.0,0.0,0.0
C4orf46,0.160533,58.0,6.867484544607628
C4orf46P1,0.0,0.0,0.0
C4orf46P2,0.007399,2.0,0.23680981188302164
C4orf46P3,0.0,0.0,0.0
C4orf46P4,0.0,0.0,0.0
C4orf47,0.0,0.0,0.0
C4orf48,0.0,0.0,0.0
C4orf50,0.0,0.0,0.0
C4orf51,0.0,0.0,0.0
C4orf54,0.0,0.0,0.0
C5,0.005204,43.0,5.091410955484966
C5-OT1,0.0,0.0,0.0
C5AR1,0.742506,116.0,13.734969089215255
C5AR2,0.001777,2.0,0.23680981188302164
C5orf15,0.009051,8.0,0.9472392475320865
C5orf22,0.088571,22.0,2.6049079307132383
C5orf24,0.096764,33.0,3.9073618960698573
C5orf34,0.0,0.0,0.0
C5orf38,0.0,0.0,0.0
C5orf46,0.0,0.0,0.0
C5orf47,0.0,0.0,0.0
C5orf49,0.0,0.0,0.0
C5orf52,0.0,0.0,0.0
C5orf58,0.0,0.0,0.0
C5orf60,0.0,0.0,0.0
C5orf63,0.006854,3.0,0.35521471782453246
C5orf64,0.002362,15.0,1.7760735891226622
C5orf64-AS1,0.0,0.0,0.0
C5orf67,0.000106,1.0,0.11840490594151082
C6,0.009075,3.0,0.35521471782453246
C6orf118,0.0,0.0,0.0
C6orf120,0.028032,8.0,0.9472392475320865
C6orf132,0.0,0.0,0.0
C6orf136,0.0,0.0,0.0
C6orf141,0.0,0.0,0.0
C6orf15,0.0,0.0,0.0
C6orf163,0.000678,1.0,0.11840490594151082
C6orf201,7.8e-05,1.0,0.11840490594151082
C6orf223,0.00186,1.0,0.11840490594151082
C6orf226,0.0,0.0,0.0
C6orf47,0.004557,1.0,0.11840490594151082
C6orf52,0.0,0.0,0.0
C6orf58,0.00028,1.0,0.11840490594151082
C6orf62,1.936971,317.0,37.53435518345893
C6orf89,0.024756,12.0,1.4208588712981298
C7,0.000109,1.0,0.11840490594151082
C7orf25,0.039084,6.0,0.7104294356490649
C7orf31,0.010285,3.0,0.35521471782453246
C7orf33,0.000279,1.0,0.11840490594151082
C7orf50,0.229236,35.0,4.144171707952879
C7orf57,0.0,0.0,0.0
C7orf77,0.000101,1.0,0.11840490594151082
C8A,0.0,0.0,0.0
C8B,0.0,0.0,0.0
C8G,0.0,0.0,0.0
C8orf17,0.0,0.0,0.0
C8orf33,0.022094,6.0,0.7104294356490649
C8orf34,0.0,0.0,0.0
C8orf34-AS1,0.002948,6.0,0.7104294356490649
C8orf44,0.0,0.0,0.0
C8orf44-SGK3,0.0,0.0,0.0
C8orf48,0.0,0.0,0.0
C8orf58,0.0,0.0,0.0
C8orf74,0.0,0.0,0.0
C8orf76,0.037612,54.0,6.393864920841584
C8orf82,0.0194,5.0,0.592024529707554
C8orf86,0.001143,2.0,0.23680981188302164
C8orf88,0.01264,4.0,0.4736196237660433
C8orf89,0.0,0.0,0.0
C9,0.003031,17.0,2.012883401005684
C9orf129,0.0,0.0,0.0
C9orf131,0.0,0.0,0.0
C9orf152,0.000976,1.0,0.11840490594151082
C9orf153,0.006103,17.0,2.012883401005684
C9orf163,0.0,0.0,0.0
C9orf24,0.0,0.0,0.0
C9orf40,0.107381,46.0,5.446625673309497
C9orf43,0.0,0.0,0.0
C9orf50,0.0,0.0,0.0
C9orf57,0.001183,1.0,0.11840490594151082
C9orf64,0.047859,8.0,0.9472392475320865
C9orf72,0.001448,3.0,0.35521471782453246
C9orf78,1.155664,297.0,35.16625706462872
C9orf85,0.013799,4.0,0.4736196237660433
C9orf92,0.000806,4.0,0.4736196237660433
CA1,10.083079,1376.0,162.9251505755189
CA10,0.0,0.0,0.0
CA11,0.0,0.0,0.0
CA12,0.000638,3.0,0.35521471782453246
CA13,0.007598,20.0,2.368098118830216
CA14,0.0,0.0,0.0
CA15P1,0.0,0.0,0.0
CA15P2,0.0,0.0,0.0
CA15P3,0.0,0.0,0.0
CA2,0.468723,108.0,12.787729841683168
CA3,0.006752,5.0,0.592024529707554
CA3-AS1,0.001704,3.0,0.35521471782453246
CA4,0.0,0.0,0.0
CA5A,0.031168,3.0,0.35521471782453246
CA5AP1,0.0,0.0,0.0
CA5B,7.4e-05,1.0,0.11840490594151082
CA5BP1,0.000943,2.0,0.23680981188302164
CA5BP1-CA5B,0.004067,31.0,3.6705520841868355
CA6,0.0,0.0,0.0
CA7,0.0,0.0,0.0
CA8,0.074865,29.0,3.433742272303814
CA9,0.0,0.0,0.0
CAAP1,0.195649,39.0,4.617791331718922
CAB39,0.887126,227.0,26.877913648722956
CAB39L,0.072656,18.0,2.1312883069471944
CAB39P1,0.0,0.0,0.0
CABCOCO1,0.0,0.0,0.0
CABIN1,0.132958,67.0,7.933128698081225
CABLES1,0.001886,16.0,1.894478495064173
CABLES2,0.0,0.0,0.0
CABP1,0.0,0.0,0.0
CABP2,0.0,0.0,0.0
CABP4,0.0,0.0,0.0
CABP5,0.000885,1.0,0.11840490594151082
CABP7,0.0,0.0,0.0
CABS1,0.0,0.0,0.0
CABYR,0.0,0.0,0.0
CABYRP1,0.0,0.0,0.0
CACFD1,0.0,0.0,0.0
CACHD1,0.001381,1.0,0.11840490594151082
CACNA1A,0.001076,22.0,2.6049079307132383
CACNA1B,0.002267,38.0,4.499386425777411
CACNA1B-AS1,0.002971,1.0,0.11840490594151082
CACNA1C,0.000136,1.0,0.11840490594151082
CACNA1C-AS1,0.0,0.0,0.0
CACNA1C-AS2,0.0,0.0,0.0
CACNA1C-AS4,0.0,0.0,0.0
CACNA1C-IT2,0.0,0.0,0.0
CACNA1C-IT3,0.014433,19.0,2.2496932128887055
CACNA1D,0.0,0.0,0.0
CACNA1E,4.5e-05,1.0,0.11840490594151082
CACNA1F,0.0,0.0,0.0
CACNA1G,0.0,0.0,0.0
CACNA1G-AS1,0.002303,1.0,0.11840490594151082
CACNA1H,0.0,0.0,0.0
CACNA1I,0.0,0.0,0.0
CACNA1S,0.0,0.0,0.0
CACNA2D1,0.0,0.0,0.0
CACNA2D1-AS1,0.000183,1.0,0.11840490594151082
CACNA2D2,0.004308,2.0,0.23680981188302164
CACNA2D3,0.001697,108.0,12.787729841683168
CACNA2D3-AS1,0.000517,1.0,0.11840490594151082
CACNA2D4,0.0,0.0,0.0
CACNB1,0.0,0.0,0.0
CACNB2,0.0,0.0,0.0
CACNB3,0.040504,8.0,0.9472392475320865
CACNB4,0.00248,2.0,0.23680981188302164
CACNG1,0.026313,22.0,2.6049079307132383
CACNG2,0.0,0.0,0.0
CACNG2-DT,0.002419,11.0,1.3024539653566192
CACNG3,0.006484,46.0,5.446625673309497
CACNG4,0.018536,85.0,10.06441700502842
CACNG5,0.000747,3.0,0.35521471782453246
CACNG6,2e-05,1.0,0.11840490594151082
CACNG7,0.000272,1.0,0.11840490594151082
CACNG8,0.000809,2.0,0.23680981188302164
CACTIN,0.0,0.0,0.0
CACTIN-AS1,0.0,0.0,0.0
CACUL1,0.018416,97.0,11.48527587632655
CACYBP,0.100277,52.0,6.157055108958563
CACYBPP1,0.002003,1.0,0.11840490594151082
CACYBPP2,0.323131,23.0,2.7233128366547485
CACYBPP3,0.0,0.0,0.0
CAD,0.0,0.0,0.0
CADM1,0.00193,2.0,0.23680981188302164
CADM1-AS1,0.0,0.0,0.0
CADM2,0.008244,6.0,0.7104294356490649
CADM2-AS2,3.1e-05,1.0,0.11840490594151082
CADM3,0.0,0.0,0.0
CADM3-AS1,0.0,0.0,0.0
CADM4,0.0,0.0,0.0
CADPS,0.0,0.0,0.0
CADPS2,0.027715,11.0,1.3024539653566192
CAGE1,0.0,0.0,0.0
CAHM,0.0,0.0,0.0
CALB1,0.000162,1.0,0.11840490594151082
CALB2,0.000285,1.0,0.11840490594151082
CALCA,0.009916,4.0,0.4736196237660433
CALCB,0.0,0.0,0.0
CALCOCO1,0.048029,18.0,2.1312883069471944
CALCOCO2,1.252673,310.0,36.705520841868356
CALCP,0.0,0.0,0.0
CALCR,0.002505,26.0,3.0785275544792814
CALCRL,0.119329,50.0,5.920245297075541
CALD1,0.96872,304.0,35.99509140621929
CALHM1,0.013981,6.0,0.7104294356490649
CALHM2,0.0,0.0,0.0
CALHM3,0.0,0.0,0.0
CALHM4,0.0,0.0,0.0
CALHM5,0.018025,16.0,1.894478495064173
CALHM6,0.731339,55.0,6.512269826783094
CALHM6-AS1,0.036788,8.0,0.9472392475320865
CALM1,6.300551,1773.0,209.9318982342987
CALM1P1,0.078361,3.0,0.35521471782453246
CALM1P2,0.0,0.0,0.0
CALM2,8.217886,681.0,80.63374094616887
CALM2P1,0.0,0.0,0.0
CALM2P2,0.017525,2.0,0.23680981188302164
CALM2P3,0.009413,1.0,0.11840490594151082
CALM2P4,0.0,0.0,0.0
CALM3,2.111897,363.0,42.980980856768426
CALML3,0.0,0.0,0.0
CALML3-AS1,0.0,0.0,0.0
CALML4,0.0,0.0,0.0
CALML5,0.0,0.0,0.0
CALML6,0.0,0.0,0.0
CALN1,0.0,0.0,0.0
CALR,0.264374,85.0,10.06441700502842
CALR3,0.0,0.0,0.0
CALR4P,0.0,0.0,0.0
CALU,0.0,0.0,0.0
CALY,0.001512,2.0,0.23680981188302164
CAMK1,0.163409,16.0,1.894478495064173
CAMK1D,0.309571,168.0,19.892024198173818
CAMK1G,0.0,0.0,0.0
CAMK2A,0.001365,7.0,0.8288343415905757
CAMK2B,0.0,0.0,0.0
CAMK2D,0.116021,45.0,5.328220767367986
CAMK2G,0.017238,6.0,0.7104294356490649
CAMK2N1,0.001814,1.0,0.11840490594151082
CAMK2N2,0.0,0.0,0.0
CAMK4,0.037771,31.0,3.6705520841868355
CAMKK1,0.000714,2.0,0.23680981188302164
CAMKK2,0.058582,20.0,2.368098118830216
CAMKMT,0.0,0.0,0.0
CAMKV,0.0,0.0,0.0
CAMLG,0.566344,83.0,9.827607193145397
CAMP,0.058723,8.0,0.9472392475320865
CAMSAP1,0.009158,5.0,0.592024529707554
CAMSAP2,0.214907,116.0,13.734969089215255
CAMSAP3,0.001555,3.0,0.35521471782453246
CAMTA1,1.0190299999999999,61.0,7.22269926243216
CAMTA1-AS2,0.00066,1.0,0.11840490594151082
CAMTA1-DT,0.019821,2.0,0.23680981188302164
CAMTA2,0.060063,20.0,2.368098118830216
CAND1,0.07744,94.0,11.130061158502016
CAND1.11,0.000722,6.0,0.7104294356490649
CAND2,0.0,0.0,0.0
CANT1,0.008349,11.0,1.3024539653566192
CANX,0.0,0.0,0.0
CAP1,4.848547,865.0,102.42024363940685
CAP1P1,0.008494,1.0,0.11840490594151082
CAP1P2,0.011977,2.0,0.23680981188302164
CAP2,0.001491,17.0,2.012883401005684
CAP2P1,0.0,0.0,0.0
CAPG,0.495034,42.0,4.9730060495434545
CAPN1,0.119699,24.0,2.8417177425962596
CAPN1-AS1,0.534552,71.0,8.406748321847267
CAPN10,0.00958,8.0,0.9472392475320865
CAPN10-DT,0.0,0.0,0.0
CAPN11,0.0,0.0,0.0
CAPN12,0.0,0.0,0.0
CAPN13,0.0,0.0,0.0
CAPN14,0.0,0.0,0.0
CAPN15,0.00092,1.0,0.11840490594151082
CAPN2,1.122009,252.0,29.83803629726073
CAPN3,0.000711,3.0,0.35521471782453246
CAPN5,0.11716,35.0,4.144171707952879
CAPN6,0.000287,1.0,0.11840490594151082
CAPN7,0.468015,140.0,16.576686831811514
CAPN8,0.0,0.0,0.0
CAPN9,0.0,0.0,0.0
CAPNS1,2.735457,261.0,30.903680450734324
CAPNS1P1,0.0,0.0,0.0
CAPNS2,0.0,0.0,0.0
CAPRIN1,0.653126,241.0,28.535582331904106
CAPRIN2,0.193884,64.0,7.577913980256692
CAPS,0.0,0.0,0.0
CAPS2,0.009117,5.0,0.592024529707554
CAPSL,0.0,0.0,0.0
CAPZA1,3.026124,477.0,56.47914013410066
CAPZA1P1,0.0,0.0,0.0
CAPZA1P2,0.00763,1.0,0.11840490594151082
CAPZA1P3,0.0,0.0,0.0
CAPZA1P4,0.0,0.0,0.0
CAPZA1P5,0.0,0.0,0.0
CAPZA2,0.11706,240.0,28.417177425962596
CAPZA3,0.0,0.0,0.0
CAPZB,3.00026,330.0,39.07361896069857
CAPZBP1,0.0,0.0,0.0
CARD10,0.001841,4.0,0.4736196237660433
CARD11,0.010637,98.0,11.60368078226806
CARD14,0.0,0.0,0.0
CARD16,0.310563,79.0,9.353987569379356
CARD17,0.03935,56.0,6.630674732724605
CARD18,0.0,0.0,0.0
CARD19,0.008424,2.0,0.23680981188302164
CARD6,0.424366,115.0,13.616564183273745
CARD8,0.359077,143.0,16.931901549636045
CARD8-AS1,0.687237,95.0,11.248466064443528
CARD9,0.0,0.0,0.0
CARF,0.147626,79.0,9.353987569379356
CARHSP1,0.184338,38.0,4.499386425777411
CARM1,0.218471,49.0,5.80184039113403
CARM1P1,0.00347,26.0,3.0785275544792814
CARMIL1,0.028858,11.0,1.3024539653566192
CARMIL2,0.093614,28.0,3.3153373663623027
CARMIL3,0.0,0.0,0.0
CARMN,0.000156,1.0,0.11840490594151082
CARNMT1,0.09344,28.0,3.3153373663623027
CARNMT1-AS1,0.002817,9.0,1.0656441534735972
CARNS1,0.000664,1.0,0.11840490594151082
CARS1,0.067786,14.0,1.6576686831811513
CARS1-AS1,0.0,0.0,0.0
CARS1P1,0.0,0.0,0.0
CARS1P2,0.0,0.0,0.0
CARS2,0.245798,37.0,4.3809815198359
CARTPT,0.014219,2.0,0.23680981188302164
CASC11,0.000236,1.0,0.11840490594151082
CASC15,0.001801,64.0,7.577913980256692
CASC16,7.7e-05,1.0,0.11840490594151082
CASC17,5.5e-05,1.0,0.11840490594151082
CASC18,0.003068,9.0,1.0656441534735972
CASC19,0.0,0.0,0.0
CASC2,0.000857,10.0,1.184049059415108
CASC20,0.002723,19.0,2.2496932128887055
CASC21,0.000548,6.0,0.7104294356490649
CASC22,0.0,0.0,0.0
CASC23,0.0,0.0,0.0
CASC3,0.596649,155.0,18.352760420934178
CASC6,0.000433,2.0,0.23680981188302164
CASC8,0.001776,23.0,2.7233128366547485
CASC9,0.0,0.0,0.0
CASD1,0.326201,90.0,10.656441534735972
CASK,0.008895,6.0,0.7104294356490649
CASKIN1,0.0,0.0,0.0
CASKIN2,0.039819,14.0,1.6576686831811513
CASKP1,0.0,0.0,0.0
CASP1,1.498729,152.0,17.997545703109644
CASP10,0.111707,43.0,5.091410955484966
CASP12,0.0,0.0,0.0
CASP14,0.0,0.0,0.0
CASP16P,0.069965,27.0,3.196932460420792
CASP1P1,0.0,0.0,0.0
CASP1P2,0.0,0.0,0.0
CASP1P3,0.0,0.0,0.0
CASP2,0.05474,71.0,8.406748321847267
CASP3,0.471998,86.0,10.182821910969931
CASP3P1,0.0,0.0,0.0
CASP4,0.305764,29.0,3.433742272303814
CASP4LP,0.009769,11.0,1.3024539653566192
CASP5,0.017039,33.0,3.9073618960698573
CASP6,0.0,0.0,0.0
CASP7,0.067916,12.0,1.4208588712981298
CASP8,0.137658,30.0,3.5521471782453244
CASP8AP2,0.126047,64.0,7.577913980256692
CASP9,0.0,0.0,0.0
CASQ1,0.001255,1.0,0.11840490594151082
CASQ2,0.001678,8.0,0.9472392475320865
CASR,0.0,0.0,0.0
CASS4,0.101953,30.0,3.5521471782453244
CAST,1.7824799999999998,566.0,67.01717676289512
CASTOR1,0.13456,40.0,4.736196237660432
CASTOR2,0.010013,45.0,5.328220767367986
CASTOR3,0.00193,10.0,1.184049059415108
CASZ1,0.0,0.0,0.0
CAT,0.293141,364.0,43.099385762709936
CATIP,0.0,0.0,0.0
CATIP-AS1,0.0,0.0,0.0
CATIP-AS2,0.000421,1.0,0.11840490594151082
CATSPER1,0.091993,16.0,1.894478495064173
CATSPER2,0.0,0.0,0.0
CATSPER2P1,0.005765,4.0,0.4736196237660433
CATSPER3,0.0021,7.0,0.8288343415905757
CATSPER4,0.0,0.0,0.0
CATSPERB,0.001299,14.0,1.6576686831811513
CATSPERD,0.0,0.0,0.0
CATSPERE,0.0,0.0,0.0
CATSPERG,0.000752,2.0,0.23680981188302164
CATSPERZ,0.0,0.0,0.0
CAV1,0.095468,231.0,27.351533272489
CAV2,0.0237,14.0,1.6576686831811513
CAV3,0.026402,23.0,2.7233128366547485
CAVIN1,1.137182,271.0,32.08772951014943
CAVIN2,1.170511,998.0,118.1680961296278
CAVIN3,0.0,0.0,0.0
CAVIN4,0.0,0.0,0.0
CBARP,0.0,0.0,0.0
CBFA2T2,0.005646,61.0,7.22269926243216
CBFA2T3,0.035332,11.0,1.3024539653566192
CBFB,0.006372,31.0,3.6705520841868355
CBL,0.017223,117.0,13.853373995156767
CBLB,0.034344,16.0,1.894478495064173
CBLC,0.0,0.0,0.0
CBLIF,0.0,0.0,0.0
CBLL1,0.241308,66.0,7.814723792139715
CBLL1-AS1,0.081736,10.0,1.184049059415108
CBLL1P1,0.0,0.0,0.0
CBLL2,0.0,0.0,0.0
CBLN1,0.0,0.0,0.0
CBLN2,0.0,0.0,0.0
CBLN3,0.0,0.0,0.0
CBLN4,0.0,0.0,0.0
CBR1,0.025197,6.0,0.7104294356490649
CBR1-AS1,0.000493,2.0,0.23680981188302164
CBR3,0.0,0.0,0.0
CBR3-AS1,0.0,0.0,0.0
CBR4,0.125841,29.0,3.433742272303814
CBS,0.0,0.0,0.0
CBWD1,0.221841,31.0,3.6705520841868355
CBWD2,0.034758,5.0,0.592024529707554
CBWD3,0.0,0.0,0.0
CBWD4P,0.000296,1.0,0.11840490594151082
CBWD5,0.0,0.0,0.0
CBWD6,0.160294,18.0,2.1312883069471944
CBX1,0.0,0.0,0.0
CBX1P1,0.145802,22.0,2.6049079307132383
CBX1P2,0.030442,5.0,0.592024529707554
CBX1P3,0.0,0.0,0.0
CBX1P4,0.0,0.0,0.0
CBX1P5,0.0,0.0,0.0
CBX2,0.093581,29.0,3.433742272303814
CBX3,1.7164760000000001,237.0,28.06196270813806
CBX3P1,0.0,0.0,0.0
CBX3P2,0.0,0.0,0.0
CBX3P3,0.0,0.0,0.0
CBX3P4,0.0,0.0,0.0
CBX3P5,0.0,0.0,0.0
CBX3P6,0.0,0.0,0.0
CBX3P7,0.0,0.0,0.0
CBX3P8,0.0,0.0,0.0
CBX3P9,0.304672,18.0,2.1312883069471944
CBX4,0.0,0.0,0.0
CBX5,0.039788,131.0,15.511042678337915
CBX5P1,0.0,0.0,0.0
CBX6,0.063022,46.0,5.446625673309497
CBX7,0.011768,18.0,2.1312883069471944
CBX8,0.001456,1.0,0.11840490594151082
CBY1,0.0,0.0,0.0
CBY1P1,0.0,0.0,0.0
CBY2,0.0,0.0,0.0
CBY3,0.0,0.0,0.0
CC2D1A,0.0,0.0,0.0
CC2D1B,0.001665,2.0,0.23680981188302164
CC2D2A,0.073891,14.0,1.6576686831811513
CC2D2B,0.0,0.0,0.0
CCAR1,0.21129499999999998,178.0,21.076073257588927
CCAR2,0.0,0.0,0.0
CCAT1,0.00306,3.0,0.35521471782453246
CCAT2,0.0,0.0,0.0
CCBE1,0.0,0.0,0.0
CCDC102A,0.126227,21.0,2.4865030247717272
CCDC102B,0.067203,13.0,1.5392637772396407
CCDC103,0.0,0.0,0.0
CCDC105,0.0,0.0,0.0
CCDC106,0.0,0.0,0.0
CCDC107,0.0,0.0,0.0
CCDC110,0.068823,14.0,1.6576686831811513
CCDC112,0.076009,13.0,1.5392637772396407
CCDC113,0.149275,53.0,6.275460014900074
CCDC115,0.091407,29.0,3.433742272303814
CCDC116,0.0,0.0,0.0
CCDC117,0.042438,48.0,5.683435485192519
CCDC12,0.002831,12.0,1.4208588712981298
CCDC120,0.0,0.0,0.0
CCDC121,0.0,0.0,0.0
CCDC121P1,0.0,0.0,0.0
CCDC122,0.133951,19.0,2.2496932128887055
CCDC124,0.054757,41.0,4.854601143601943
CCDC125,0.022938,7.0,0.8288343415905757
CCDC126,0.431841,72.0,8.525153227788778
CCDC127,0.0,0.0,0.0
CCDC12P1,0.0,0.0,0.0
CCDC13,0.0,0.0,0.0
CCDC13-AS1,0.003145,3.0,0.35521471782453246
CCDC13-AS2,0.000991,1.0,0.11840490594151082
CCDC134,0.006068,13.0,1.5392637772396407
CCDC136,0.0,0.0,0.0
CCDC137,0.0,0.0,0.0
CCDC137P,0.0,0.0,0.0
CCDC138,0.142625,25.0,2.9601226485377703
CCDC14,0.157865,44.0,5.209815861426477
CCDC140,0.000622,1.0,0.11840490594151082
CCDC141,0.0,0.0,0.0
CCDC142,0.000228,1.0,0.11840490594151082
CCDC144A,0.015746,10.0,1.184049059415108
CCDC144B,0.005721,34.0,4.025766802011368
CCDC144CP,0.001414,8.0,0.9472392475320865
CCDC144NL,0.006669,15.0,1.7760735891226622
CCDC144NL-AS1,0.000735,4.0,0.4736196237660433
CCDC146,0.230063,52.0,6.157055108958563
CCDC148,0.001024,20.0,2.368098118830216
CCDC148-AS1,9.3e-05,1.0,0.11840490594151082
CCDC149,0.011882,6.0,0.7104294356490649
CCDC15,0.069296,18.0,2.1312883069471944
CCDC150,0.009946,3.0,0.35521471782453246
